date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,revenue,6018000000.0,6797000000.0,9379000000.0,8358000000.0,9657000000.0,10299000000.0,11578000000.0,11079000000.0,11187000000.0,11221000000.0,9250000000.0,7763000000.0,10215000000.0,9650800000.0,10623600000.0,12961600000.0
,costOfRevenue,4918000000.0,5415000000.0,7354000000.0,6546000000.0,7979000000.0,8451000000.0,9659000000.0,9326000000.0,9153000000.0,9381000000.0,7789000000.0,6695000000.0,8951000000.0,8111100000.0,9084100000.0,11209500000.0
,grossProfit,1100000000.0,1382000000.0,2025000000.0,1812000000.0,1678000000.0,1848000000.0,1919000000.0,1753000000.0,2034000000.0,1840000000.0,1461000000.0,1068000000.0,1264000000.0,1539700000.0,1539500000.0,1752100000.0
,grossProfitRatio,0.182784978398139,0.203324996321907,0.21590787930483,0.216798277099785,0.173759966863415,0.179434896591902,0.165745379167386,0.158227276830039,0.181818181818182,0.163978255057482,0.157945945945946,0.137575679505346,0.123739598629466,0.159541177933436,0.144913212093829,0.135176212813233
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,135000000.0,137000000.0,152000000.0,138000000.0,152000000.0,160000000.0,158000000.0,140000000.0,152000000.0,166000000.0,151000000.0,145000000.0,154000000.0,144700000.0,115400000.0,95500000.0
,GeneralAndAdministrativeExpenses,775000000.0,786000000.0,830000000.0,798000000.0,920000000.0,982000000.0,974000000.0,942000000.0,951000000.0,921000000.0,861000000.0,860000000.0,882000000.0,871300000.0,795300000.0,676900000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,36000000.0,20000000.0,29000000.0,2000000.0,1000000.0,1000000.0,-2000000.0,2000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,865000000.0,954000000.0,990000000.0,913000000.0,932000000.0,1141000000.0,1128000000.0,1092000000.0,1097000000.0,1067000000.0,1022000000.0,987000000.0,1063000000.0,821600000.0,783000000.0,814600000.0
,costAndExpenses,5783000000.0,6369000000.0,8344000000.0,7459000000.0,8911000000.0,9592000000.0,10787000000.0,10418000000.0,10250000000.0,10448000000.0,8811000000.0,7682000000.0,10014000000.0,8932700000.0,9867100000.0,12024100000.0
,interestExpense,86000000.0,111000000.0,115000000.0,165000000.0,202000000.0,205000000.0,205000000.0,190000000.0,226000000.0,249000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,283000000.0,270000000.0,343000000.0,319000000.0,432000000.0,399000000.0,445000000.0,448000000.0,432000000.0,439000000.0,405000000.0,442000000.0,398000000.0,412900000.0,465700000.0,500800000.0
,EBITDA,518000000.0,698000000.0,1378000000.0,1218000000.0,1178000000.0,1106000000.0,1236000000.0,1109000000.0,1369000000.0,1212000000.0,844000000.0,523000000.0,599000000.0,1131000000.0,1222200000.0,1438300000.0
,EBITDARatio,0.0860751080093054,0.102692364278358,0.14692397910225,0.14572864321608,0.121984053018536,0.107389066899699,0.106754188979098,0.100099286939254,0.122374184321087,0.108011763657428,0.0912432432432432,0.0673708617802396,0.0586392559960842,0.117192357110291,0.115045747204338,0.110966238735959
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,235000000.0,428000000.0,1035000000.0,899000000.0,746000000.0,707000000.0,791000000.0,661000000.0,937000000.0,773000000.0,439000000.0,81000000.0,201000000.0,718100000.0,756500000.0,937500000.0
,operatingIncomeRatio,0.0390495181123297,0.0629689568927468,0.110352916089135,0.107561617611869,0.07724966345656,0.0686474414991747,0.0683192261185006,0.0596624244065349,0.0837579333154554,0.068888690847518,0.0474594594594595,0.0104341105242819,0.0196769456681351,0.07440833920504,0.0712093828833917,0.0723290334526602
,totalOtherIncomeExpensesNet,188000000.0,74000000.0,22000000.0,-87000000.0,-96000000.0,-326000000.0,-182000000.0,-192000000.0,-164000000.0,-164000000.0,-190000000.0,642000000.0,731000000.0,-207900000.0,69400000.0,-490900000.0
,incomeBeforeTax,337000000.0,391000000.0,942000000.0,647000000.0,448000000.0,176000000.0,404000000.0,279000000.0,547000000.0,360000000.0,20000000.0,485000000.0,669000000.0,30200000.0,347500000.0,62200000.0
,incomeBeforeTaxRatio,0.0559986706547026,0.0575253788436075,0.100437146817358,0.0774108638430246,0.0463912188050119,0.0170890377706573,0.0348937640352392,0.025182778229082,0.0488960400464825,0.0320827020764638,0.00216216216216216,0.062475846966379,0.0654919236417034,0.00312927425705641,0.0327101924018224,0.00479879027280583
,incomeTaxExpense,46000000.0,-38000000.0,97000000.0,64000000.0,87000000.0,46000000.0,51000000.0,125000000.0,169000000.0,109000000.0,29000000.0,370000000.0,190000000.0,-12100000.0,-49000000.0,23500000.0
,netIncome,1034000000.0,562000000.0,337000000.0,636000000.0,326000000.0,93000000.0,323000000.0,128000000.0,363000000.0,247000000.0,27000000.0,114000000.0,609000000.0,-172100000.0,229800000.0,-34600000.0
,netIncomeRatio,0.171817879694251,0.0826835368544946,0.0359313359633223,0.0760947595118449,0.0337578958268613,0.00903000291290417,0.0278977370875799,0.0115533892950627,0.0324483775811209,0.0220122983691293,0.00291891891891892,0.0146850444415819,0.0596182085168869,-0.0178327185311062,0.0216310855077375,-0.00266942352795951
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,4.69,2.46,1.42,2.67,1.38,0.382716049382716,1.33,0.534000834376304,1.53,1.04,0.11,0.49,2.62,-0.779085559076505,1.04,-0.35
,EPSDiluted,4.66,2.44,1.39,2.61,1.36,0.379591836734694,1.31,0.528052805280528,1.51,1.02,0.11,0.48,2.6,-0.73926116838488,0.99,-0.35
,weightedAverageShsOut,220600000.0,229000000.0,238000000.0,238400000.0,236000000.0,243000000.0,242100000.0,239700000.0,237600000.0,237600000.0,236000000.0,233900000.0,231968936.0,220900000.0,220600000.0,220500000.0
,weightedAverageShsOutDil,221900000.0,231000000.0,242000000.0,243900000.0,240000000.0,245000000.0,246000000.0,242400000.0,240600000.0,241700000.0,236000000.0,238300000.0,234263249.0,232800000.0,233100000.0,220500000.0
