date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,95293000.0,80526000.0,154981000.0,87340000.0,85115000.0,73081000.0,73399000.0,57815000.0,51290000.0,49252000.0,45862000.0,44064000.0,42977000.0,47755000.0,78788000.0,52709000.0,36388000.0,24319000.0,31803000.0,-2908000.0,31637000.0,31827000.0,50593000.0,35763000.0,22537000.0,20000000.0,15300000.0,6800000.0,800000.0
,depreciationAndAmortization,39071000.0,39216000.0,37555000.0,37610000.0,35932000.0,29431000.0,25529000.0,24706000.0,22153000.0,19623000.0,16109000.0,14822000.0,14960000.0,14352000.0,13944000.0,13698000.0,12927000.0,12998000.0,14400000.0,13866000.0,15259000.0,13483000.0,12561000.0,9163000.0,8181000.0,5200000.0,3200000.0,1600000.0,400000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,7012000.0,6566000.0,5870000.0,5249000.0,4280000.0,4006000.0,3253000.0,2591000.0,1819000.0,1467000.0,1285000.0,1389000.0,1229000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-11415000.0,-5918000.0,16198000.0,11647000.0,38905000.0,44380000.0,22875000.0,126860000.0,38319000.0,-4498000.0,4276000.0,38799000.0,1200000.0,900000.0,14700000.0,-17200000.0,8200000.0,2900000.0,1500000.0,-3700000.0,1000000.0,-2200000.0,2100000.0,5400000.0,-26200000.0,0.0,0.0,0.0,0.0
,accountsReceivables,-6161000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549000.0,648000.0,-574000.0,748000.0,-2667000.0,-610000.0,-1036000.0,-6039000.0,-1000000.0,1000000.0,-2500000.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-532000.0,-217000.0,2975000.0,-750000.0,-2082000.0,-489000.0,-186000.0,-3082000.0,1300000.0,400000.0,-200000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,309028000.0,320443000.0,326361000.0,310163000.0,298516000.0,259611000.0,215231000.0,192356000.0,65496000.0,27177000.0,31675000.0,27399000.0,-11400000.0,-12600000.0,-13500000.0,-28200000.0,-11000000.0,-19200000.0,-22100000.0,-23600000.0,-19900000.0,-20900000.0,-18700000.0,-20800000.0,-26200000.0,0.0,0.0,0.0,0.0
,otherNonCashItems,22675000.0,-1547000.0,-8136000.0,-6601000.0,-9632000.0,-7062000.0,-1331000.0,-3190000.0,-1495000.0,-2053000.0,-2591000.0,1626000.0,-2230000.0,-3900000.0,-36858000.0,-7656000.0,1324000.0,5957000.0,-1210000.0,34270000.0,11246000.0,14171000.0,-2463000.0,3970000.0,3071000.0,-1000000.0,700000.0,500000.0,2100000.0
,netCashProvidedByOperatingActivites,116101000.0,122469000.0,115535000.0,105305000.0,105708000.0,102341000.0,95762000.0,86193000.0,76690000.0,70835000.0,65325000.0,60340000.0,56384000.0,58625000.0,56575000.0,63553000.0,50937000.0,36218000.0,42903000.0,43852000.0,45307000.0,60785000.0,61885000.0,43230000.0,33789000.0,24200000.0,19200000.0,8900000.0,3300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103855000.0,-100424000.0,-16984000.0,-5369000.0,-11735000.0,-19685000.0,-68354000.0,-26157000.0,-5174000.0,-1422000.0,-1689000.0,-5252000.0,-43223000.0,-190120000.0,-222378000.0,-194725000.0,-23400000.0,-41100000.0,0.0,0.0
,acquisitionsNet,0.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-2000000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-232000.0,-1694000.0,-221000.0,0.0,-52000.0,-1486000.0,-14021000.0,0.0,-2015000.0,-26000.0,-2909000.0,0.0,-13100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500000.0,6698000.0,1573000.0,671000.0,0.0,1139000.0,6137000.0,15225000.0,12281000.0,281000.0,12090000.0,0.0,0.0,13100000.0,0.0,1015000.0,86700000.0,19200000.0,80200000.0,0.0,0.0
,otherInvestingActivites,9000.0,-16741000.0,-15504000.0,5536000.0,-30032000.0,-64685000.0,-1369000.0,-125319000.0,11553000.0,0.0,8303000.0,7468000.0,9770000.0,36889000.0,20569000.0,16129000.0,18652000.0,11951000.0,-1990000.0,9566000.0,-683000.0,-4933000.0,121885000.0,41559000.0,6226000.0,-107300000.0,-112600000.0,-125800000.0,-94600000.0
,netCashUsedForInvestingActivites,43931000.0,-78988000.0,-3609000.0,-92012000.0,-139898000.0,-326820000.0,-29034000.0,-163955000.0,-158515000.0,-97389000.0,-87378000.0,-9066000.0,4956000.0,26563000.0,59570000.0,-50416000.0,2741000.0,20707000.0,19320000.0,46772000.0,45697000.0,-48156000.0,-51529000.0,-150800000.0,-94210000.0,-111500000.0,-73500000.0,-125800000.0,-94600000.0
