date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,revenue,940584000.0,889152000.0,830950000.0,751086000.0,714114000.0,622967000.0,425662000.0,161552000.0
,costOfRevenue,334027000.0,308892000.0,272475000.0,268887000.0,271868000.0,233204000.0,175093000.0,47765000.0
,grossProfit,606557000.0,580260000.0,558475000.0,482199000.0,442246000.0,389763000.0,250569000.0,113787000.0
,grossProfitRatio,0.644872759902358,0.652599330598143,0.672092183645225,0.642002380552959,0.619293278104056,0.625655933620882,0.588657197494726,0.704336684163613
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,252771000.0,271326000.0,254142000.0,243273000.0,279594000.0,279467000.0,203187000.0,66036000.0
,GeneralAndAdministrativeExpenses,101452000.0,111881000.0,105773000.0,125597000.0,139839000.0,141790000.0,121099000.0,52503000.0
,SellingAndMarketingExpenses,380998000.0,396822000.0,380962000.0,371935000.0,439499000.0,476166000.0,401151000.0,167466000.0
,otherExpenses,-49238000.0,-1775000.0,-14804000.0,-10000.0,-3247000.0,-3284000.0,-1936000.0,-7257000.0
,operatingExpenses,735221000.0,780029000.0,740877000.0,740805000.0,858932000.0,897423000.0,725437000.0,286005000.0
,costAndExpenses,1069248000.0,1088921000.0,1013352000.0,1009692000.0,1130800000.0,1130627000.0,900530000.0,333770000.0
,interestExpense,0.0,61927000.0,56426000.0,49766000.0,47869000.0,27116000.0,26000.0,525000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,96384000.0,103305000.0,86505000.0,103417000.0,119267000.0,111956000.0,94136000.0,20758000.0
,EBITDA,-32280000.0,-96464000.0,-95897000.0,-155189000.0,-297419000.0,-395704000.0,-380732000.0,-151460000.0
,EBITDARatio,-0.0343191038758899,-0.10848988699345,-0.115406462482701,-0.206619481657227,-0.416486723408307,-0.63519255434076,-0.894446767623138,-0.937530949787065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-128664000.0,-199769000.0,-182402000.0,-258606000.0,-416686000.0,-507660000.0,-474868000.0,-172218000.0
,operatingIncomeRatio,-0.136791610318696,-0.224673621608004,-0.219510199169625,-0.34430943993098,-0.583500673561924,-0.814906728606812,-1.11559876145862,-1.06602208576805
,totalOtherIncomeExpensesNet,-75745000.0,-12040000.0,-14804000.0,-10000.0,-30877000.0,-3284000.0,-6263000.0,-7257000.0
,incomeBeforeTax,-204409000.0,-251719000.0,-237599000.0,-299059000.0,-488850000.0,-535125000.0,-480444000.0,-179932000.0
,incomeBeforeTaxRatio,-0.217321366300086,-0.283100077377096,-0.285936578614838,-0.398168784932751,-0.684554566917887,-0.858994136125991,-1.12869835691229,-1.11377141725265
,incomeTaxExpense,2894000.0,5690000.0,5524000.0,4632000.0,-8721000.0,4090000.0,-36654000.0,-59297000.0
,netIncome,-207303000.0,-257409000.0,-243123000.0,-303691000.0,-480129000.0,-539215000.0,-443790000.0,-120635000.0
,netIncomeRatio,-0.220398178153147,-0.289499433167782,-0.292584391359288,-0.404335855015271,-0.67234223107235,-0.865559491915302,-1.04258778091537,-0.746725512528474
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.00033295694722,-1.24,-1.27,-1.71,-2.94,-3.5,-3.12,-2.66
,EPSDiluted,-1.00033295694722,-1.24,-1.27,-1.71,-2.94,-3.5,-3.12,-2.66
,weightedAverageShsOut,207234000.0,207234000.0,190803000.0,177757000.0,163211000.0,154120000.0,142176000.0,45271000.0
,weightedAverageShsOutDil,207234000.0,207234000.0,190803000.0,177757000.0,163211000.0,154120000.0,142176000.0,45271000.0
