date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-68876000.0,-55350000.0,-65336000.0,-65321000.0,-36210000.0
,depreciationAndAmortization,734000.0,2027000.0,975000.0,750000.0,802000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,5422000.0,5161000.0,5714000.0,4081000.0,2051000.0
,changeInWorkingCapital,8072000.0,54792000.0,-80775000.0,14597000.0,41487000.0
,accountsReceivables,-2224000.0,-5000000.0,0.0,152000.0,610000.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-57000.0,-600000.0,-516000.0,-2327000.0,2686000.0
,otherWorkingCapital,69796000.0,61724000.0,6932000.0,87707000.0,73110000.0
,otherNonCashItems,89529000.0,-58065000.0,80261000.0,-6144000.0,-27813000.0
,netCashProvidedByOperatingActivites,34881000.0,-51435000.0,-59161000.0,-52037000.0,-19683000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-815000.0,-47000.0,-884000.0,-733000.0,-586000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-18188000.0,-15598000.0,-61527000.0,-28416000.0
,salesMaturitiesOfInvestments,0.0,18342000.0,41655000.0,60158000.0,6900000.0
,otherInvestingActivites,74000.0,122000.0,99000.0,4000.0,2000.0
,netCashUsedForInvestingActivites,-741000.0,229000.0,25272000.0,-2098000.0,-22100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-19313000.0,-2800000.0,0.0,-12934000.0,0.0
,commonStockIssued,12376000.0,107663000.0,0.0,57114000.0,71613000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,21368000.0,178000.0,697000.0,21843000.0,-3954000.0
,netCashUsedProvidedByFinancingActivities,14431000.0,105041000.0,697000.0,66023000.0,67659000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-58000.0,34000.0,-153000.0,78000.0,443000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,48513000.0,53869000.0,-33345000.0,11966000.0,26319000.0
,cashAtEndOfPeriod,140064000.0,91551000.0,37682000.0,70622000.0,58656000.0
,cashAtBeginningOfPeriod,91551000.0,37682000.0,71027000.0,58656000.0,32337000.0
,operatingCashFlow,34881000.0,-51435000.0,-59161000.0,-52037000.0,-19683000.0
,capitalExpenditure,-815000.0,-47000.0,-884000.0,-733000.0,-586000.0
,freeCashFlow,34066000.0,-51482000.0,-60045000.0,-52770000.0,-20269000.0
