date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY,1984-12-31_FY,1983-12-31_FY
,revenue,77046000000.0,66501000000.0,59837000000.0,57244000000.0,56098000000.0,65100000000.0,62626000000.0,57708000000.0,58190000000.0,54326000000.0,52920000000.0,58681000000.0,54759000000.0,47829000000.0,42725000000.0,37445000000.0,31034000000.0,28212000000.0,27897000000.0,26583000000.0,24127000000.0,25715000000.0,24713000000.0,23512000000.0,22802000000.0,21197000000.0,21081000000.0,22032000000.0,21262000000.0,21783000000.0,19740000000.0,18501000000.0,17436000000.0,15959000000.0,15104000000.0,16492000000.0,14821000000.0
,costOfRevenue,56834000000.0,49838000000.0,44201000000.0,41471000000.0,40246000000.0,47264000000.0,45321000000.0,42153000000.0,42153000000.0,39414000000.0,38861000000.0,42413000000.0,39922000000.0,34740000000.0,30935000000.0,27221000000.0,22508000000.0,20161000000.0,20087000000.0,18970000000.0,18185000000.0,19276000000.0,18652000000.0,17737000000.0,17600000000.0,16332000000.0,16237000000.0,16915000000.0,16387000000.0,16015000000.0,14382000000.0,13486000000.0,12666000000.0,12391000000.0,10894000000.0,11954000000.0,10768000000.0
,grossProfit,20212000000.0,16663000000.0,15636000000.0,15773000000.0,15852000000.0,17836000000.0,17305000000.0,15555000000.0,16037000000.0,14912000000.0,14059000000.0,16268000000.0,14837000000.0,13089000000.0,11790000000.0,10224000000.0,8526000000.0,8051000000.0,7810000000.0,7613000000.0,5942000000.0,6439000000.0,6061000000.0,5775000000.0,5202000000.0,4865000000.0,4844000000.0,5117000000.0,4875000000.0,5768000000.0,5358000000.0,5015000000.0,4771000000.0,3568000000.0,4210000000.0,4538000000.0,4052000000.0
,grossProfitRatio,0.262336785816266,0.250567660636682,0.261309891872921,0.275539794563622,0.282576918963243,0.273978494623656,0.276322932967138,0.269546683302142,0.275597181646331,0.274491035599897,0.265665154950869,0.277227722772277,0.270950893916982,0.273662422379728,0.275950848449386,0.273040459340366,0.274730940259071,0.285375017722955,0.279958418467936,0.286386036188542,0.246280101131512,0.250398600038888,0.245255533524865,0.245619258251106,0.228137882641874,0.229513610416568,0.229780370950145,0.232253086419753,0.229282287649327,0.264793646421521,0.271428571428571,0.271066428841684,0.273629272768984,0.223572905570524,0.278734110169492,0.275163715740965,0.273395857229607
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,3015000000.0,2462000000.0,2427000000.0,2376000000.0,2279000000.0,2635000000.0,2529000000.0,2371000000.0,2058000000.0,1746000000.0,1558000000.0,1771000000.0,1678000000.0,1529000000.0,1367000000.0,1256000000.0,1027000000.0,1191000000.0,1254000000.0,1302000000.0,1292000000.0,1315000000.0,1187000000.0,1122000000.0,963000000.0,978000000.0,1137000000.0,1219000000.0,1140000000.0,1021000000.0,957000000.0,932000000.0,879000000.0,853000000.0,916000000.0,1012000000.0,971000000.0
,GeneralAndAdministrativeExpenses,8331000000.0,6904000000.0,6429000000.0,5958000000.0,5675000000.0,6315000000.0,6718000000.0,6452000000.0,6310000000.0,5865000000.0,5672000000.0,6519000000.0,6109000000.0,5462000000.0,5241000000.0,4498000000.0,3654000000.0,3203000000.0,3323000000.0,3171000000.0,3133000000.0,2957000000.0,2915000000.0,2872000000.0,2651000000.0,2536000000.0,2547000000.0,3331000000.0,3012000000.0,3094000000.0,2811000000.0,2623000000.0,2468000000.0,2298000000.0,2003000000.0,2304000000.0,2014000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-888000000.0,-765000000.0,0.0,0.0,-613000000.0,-882000000.0,-897000000.0,-773000000.0,-494000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
