date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,543000000.0,528000000.0,464100000.0,295300000.0,244900000.0,167100000.0,13400000.0
,depreciationAndAmortization,50000000.0,49000000.0,45900000.0,45000000.0,23700000.0,21600000.0,11600000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,28000000.0,81600000.0,82700000.0,14600000.0,29400000.0,-34300000.0,-600000.0
,accountsReceivables,0.0,7000000.0,-6800000.0,-7400000.0,100000.0,0.0,-9900000.0
,inventory,-6000000.0,0.0,-5800000.0,-3400000.0,-4800000.0,-2800000.0,2600000.0
,accountsPayables,7000000.0,2000000.0,-6900000.0,8300000.0,-1500000.0,-4500000.0,7000000.0
,otherWorkingCapital,24000000.0,313000000.0,231400000.0,148700000.0,134100000.0,104700000.0,139000000.0
,otherNonCashItems,20000000.0,4000000.0,3000000.0,700000.0,2700000.0,1600000.0,4000000.0
,netCashProvidedByOperatingActivites,650000000.0,597000000.0,508400000.0,432400000.0,293000000.0,282700000.0,123600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,-90000000.0,-482000000.0,-420000000.0,-173000000.0,-180000000.0,0.0
,purchasesOfInvestments,0.0,-25000000.0,-28000000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,91000000.0,66000000.0,48200000.0,18200000.0,15000000.0,6800000.0,1600000.0
,otherInvestingActivites,0.0,0.0,300000.0,300000.0,0.0,-11900000.0,5100000.0
,netCashUsedForInvestingActivites,64000000.0,-87000000.0,-510300000.0,-509100000.0,-228100000.0,-201100000.0,-58300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1000000.0,-1000000.0,-1572900000.0,-533100000.0,-410100000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-670000000.0,-1029000000.0,-1161500000.0,-1367900000.0,-1076200000.0,-1098600000.0,0.0
,otherFinancingActivites,-13000000.0,-17000000.0,-18300000.0,-1700000.0,-20900000.0,-109800000.0,-926800000.0
,netCashUsedProvidedByFinancingActivities,-684000000.0,-428000000.0,72200000.0,92300000.0,-36000000.0,-138800000.0,84900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,30000000.0,82000000.0,70300000.0,15600000.0,28900000.0,-57200000.0,0.0
,cashAtEndOfPeriod,320000000.0,290000000.0,208000000.0,137700000.0,121900000.0,93000000.0,150200000.0
,cashAtBeginningOfPeriod,290000000.0,208000000.0,137700000.0,122100000.0,93000000.0,150200000.0,0.0
,operatingCashFlow,650000000.0,597000000.0,508400000.0,432400000.0,293000000.0,282700000.0,123600000.0
,capitalExpenditure,-27000000.0,-38000000.0,-49200000.0,-58000000.0,-28300000.0,-16200000.0,-65000000.0
,freeCashFlow,623000000.0,559000000.0,459200000.0,374400000.0,264700000.0,266500000.0,58600000.0
