date,,2017-08-31_FY,2016-08-31_FY,2015-08-31_FY,2014-08-31_FY,2013-08-31_FY,2012-08-31_FY,2011-08-31_FY,2010-08-31_FY,2009-08-31_FY,2008-08-31_FY,2007-08-31_FY,2006-08-31_FY,2005-08-31_FY
,revenue,14640000000.0,13502000000.0,15001000000.0,15855000000.0,14861000000.0,13516000000.0,11822000000.0,10502000000.0,11724000000.0,11365000000.0,8563000000.0,7344000000.0,6294000000.0
,costOfRevenue,6703000000.0,6485000000.0,6819000000.0,7281000000.0,7208000000.0,6471000000.0,5743000000.0,5416000000.0,4962000000.0,5188000000.0,4277000000.0,3796000000.0,3290000000.0
,grossProfit,7937000000.0,7017000000.0,8182000000.0,8574000000.0,7653000000.0,7045000000.0,6079000000.0,5086000000.0,6762000000.0,6177000000.0,4286000000.0,3548000000.0,3004000000.0
,grossProfitRatio,0.542144808743169,0.519700785068879,0.545430304646357,0.54077578051088,0.514972074557567,0.521234092926901,0.514210793435967,0.484288706912969,0.576765609007165,0.543510778706555,0.500525516758145,0.483115468409586,0.477279949157928
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,1607000000.0,1512000000.0,1580000000.0,1725000000.0,1533000000.0,1517000000.0,1386000000.0,1205000000.0,1098000000.0,980000000.0,780000000.0,725000000.0,588000000.0
,GeneralAndAdministrativeExpenses,2969000000.0,2833000000.0,2686000000.0,2774000000.0,2550000000.0,2390000000.0,2190000000.0,2064000000.0,2037000000.0,2312000000.0,1895000000.0,1648000000.0,1401000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,50000000.0,-22000000.0,-34000000.0,-102000000.0,-61000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,4576000000.0,4345000000.0,4266000000.0,4499000000.0,4083000000.0,3907000000.0,3576000000.0,3269000000.0,3135000000.0,3292000000.0,2675000000.0,2373000000.0,1989000000.0
,costAndExpenses,11279000000.0,10830000000.0,11085000000.0,11780000000.0,11291000000.0,10378000000.0,9319000000.0,8685000000.0,8097000000.0,8480000000.0,6952000000.0,6169000000.0,5279000000.0
,interestExpense,452000000.0,436000000.0,433000000.0,248000000.0,172000000.0,191000000.0,162000000.0,162000000.0,129000000.0,110000000.0,139000000.0,134000000.0,115000000.0
