date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-3188000.0,-1382735.0,-5361204.0,-4262341.0,-3160673.0,-3710812.0,-37339017.0,-21687155.0,-18656498.0
,depreciationAndAmortization,21125000.0,15921695.0,14068037.0,12692355.0,9887168.0,7573535.0,6424813.0,5945077.0,4728005.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,10925000.0,7833707.0,6807620.0,4438181.0,4193490.0,3923857.0,1563976.0,978352.0,1118705.0
,changeInWorkingCapital,63636948.0,-403090.0,2475691.0,9690783.0,-15671028.0,-25617265.0,38428801.0,6544735.0,1569695.0
,accountsReceivables,166000.0,-8019049.0,410040.0,-3852079.0,-1850907.0,-1682304.0,-1870896.0,-921772.0,-1599443.0
,inventory,-6808000.0,-3337934.0,701867.0,-5007557.0,1568656.0,565726.0,-1689091.0,-1838836.0,-758428.0
,accountsPayables,-5922000.0,2777443.0,195237.0,2682094.0,853854.0,192583.0,-1608213.0,290770.0,2747074.0
,otherWorkingCapital,75975000.0,12338052.0,12741142.0,10265451.0,574668.0,16245696.0,41862961.0,3434160.0,-3110575.0
,otherNonCashItems,834000.0,210865.0,115103.0,426534.0,150272.0,144823.0,26853370.0,5483625.0,2033985.0
,netCashProvidedByOperatingActivites,21193000.0,16316549.0,18575195.0,10270263.0,12799863.0,6738817.0,-8026302.0,-11241202.0,-8715925.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-134568000.0,0.0,0.0,0.0,0.0,-5026250.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,-5000000.0,0.0,0.0,0.0
,purchasesOfInvestments,-20000000.0,0.0,0.0,0.0,0.0,-7499205.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,20000000.0,0.0,0.0,0.0,3250000.0,4249205.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-162462000.0,-70632830.0,-16274036.0,-13003756.0,-26689094.0,-35260405.0,-16877437.0,-24643016.0,-26305686.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-76000000.0,-18500000.0,-6000000.0,-14500000.0,-3000000.0,0.0,-88000000.0,0.0,0.0
,commonStockIssued,252062000.0,4460445.0,0.0,0.0,0.0,0.0,164405679.0,49889.0,0.0
,commonStockRepurchased,0.0,0.0,-256226.0,0.0,0.0,0.0,-34998957.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-3392000.0,-2017975.0,0.0,-270885.0,0.0,0.0,-739469.0,-334818.0,-340418.0
,netCashUsedProvidedByFinancingActivities,199044000.0,56233569.0,3068970.0,1009575.0,9767995.0,291749.0,58718237.0,36695723.0,33762800.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23829.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,57775000.0,1917288.0,5370129.0,-1723918.0,-4121236.0,-28229839.0,33814498.0,811505.0,-1234982.0
,cashAtEndOfPeriod,67247000.0,9471676.0,7554388.0,2184259.0,3908177.0,8029413.0,36259252.0,2444754.0,1633249.0
,cashAtBeginningOfPeriod,9472000.0,7554388.0,2184259.0,3908177.0,8029413.0,36259252.0,2444754.0,1633249.0,2868231.0
,operatingCashFlow,21193000.0,16316549.0,18575195.0,10270263.0,12799863.0,6738817.0,-8026302.0,-11241202.0,-8715925.0
,capitalExpenditure,-134568000.0,-70632830.0,-16274036.0,-13003756.0,-29952536.0,-32041362.0,-17130947.0,-24643016.0,-26395114.0
,freeCashFlow,-113375000.0,-54316281.0,2301159.0,-2733493.0,-17152673.0,-25302545.0,-25157249.0,-35884218.0,-35111039.0
