date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,490692668.0,-51607520.0,382900585.0,28274700.0,26670190.0,27711710.0,27530000.0,24940000.0,19940000.0,19410000.0,19610000.0,26660000.0,32120000.0,26230000.0,23970000.0,24340000.0,20690000.0,20800000.0,24160000.0,26170000.0,24820000.0,25950000.0,25790000.0,27790000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,4401942.0,4519138.0,4139186.0,9204310.0,9736690.0,8514190.0,8840000.0,7300000.0,5890000.0,5860000.0,7850000.0,5400000.0,5970000.0,6320000.0,5500000.0,5110000.0,4900000.0,3860000.0,2790000.0,4990000.0,5430000.0,2660000.0,4260000.0,2720000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,161780.0,144760.0,77330.0,30000.0,330000.0,800000.0,0.0,-3670000.0,4240000.0,430000.0,220000.0,180000.0,230000.0,180000.0,200000.0,290000.0,240000.0,250000.0,710000.0,740000.0,830000.0
,operatingExpenses,11935488.0,10062383.0,9366187.0,7769740.0,12386540.0,8591520.0,8870000.0,7640000.0,6680000.0,5870000.0,4180000.0,9630000.0,6400000.0,6540000.0,5680000.0,5340000.0,5080000.0,4060000.0,3070000.0,5230000.0,5680000.0,3370000.0,5000000.0,3550000.0
,costAndExpenses,0.0,0.0,0.0,7769740.0,12386540.0,8591520.0,8870000.0,7640000.0,6680000.0,5870000.0,4180000.0,9630000.0,6400000.0,6540000.0,5680000.0,5340000.0,5080000.0,4060000.0,3070000.0,5230000.0,5680000.0,3370000.0,5000000.0,3550000.0
,interestExpense,0.0,0.0,0.0,97097740.0,-471210.0,168438770.0,308150000.0,128550000.0,-50710000.0,95400000.0,225700000.0,-489470000.0,52130000.0,158830000.0,26630000.0,116270000.0,236650000.0,-285880000.0,-508790000.0,-123100000.0,526340000.0,296900000.0,314430000.0,171210000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,0.0,0.0,0.0,214700440.0,13497230.0,356149560.0,636310000.0,274400000.0,-88170000.0,204340000.0,466830000.0,-961910000.0,129980000.0,337350000.0,71550000.0,251550000.0,488910000.0,-555020000.0,-996490000.0,-225260000.0,1071830000.0,616380000.0,649640000.0,366660000.0
,EBITDARatio,0.0,0.0,0.0,7.593376,0.506079,12.851952,23.113331,11.002406,-4.421765,10.527563,23.805711,-36.080645,4.0467,12.861228,2.984981,10.33484,23.630256,-26.683654,-41.245447,-8.607566,43.184126,23.752601,25.189608,13.193955
