date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-84553226.0,67974849.0,-54450478.0,-34380295.0,-81723002.0,-91940882.0,-58630190.0,-31143289.0,-21125928.0,-3128885.0,-5774048.0,-19308392.0,-27089030.0,-29931118.0,-18997209.0,-6624824.0,-2496942.0,-95238.0,-246207.0,-185821.0,-137553.0,593003.0,-51620.0,-854535.0
,depreciationAndAmortization,5942264.0,4439144.0,4699275.0,4690440.0,3260045.0,2336207.0,1345655.0,1751412.0,1748975.0,267977.0,654689.0,994604.0,1133381.0,1003868.0,886956.0,644006.0,74740.0,90.0,9078.0,3526.0,7622.0,8120.0,18312.0,103787.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,43382988.0,12393323.0,8454607.0,7891595.0,11595816.0,10232897.0,5696173.0,1536271.0,1241404.0,1376921.0,1582149.0,2676170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,113512826.0,101772491.0,17201791.0,-15656893.0,-22111841.0,-55983156.0,122835047.0,18879251.0,-6039777.0,3423696.0,3716212.0,-6695501.0,-15574235.0,-3446504.0,4065626.0,12982554.0,7389640.0,2972356.0,-282699.0,-132700.0,-130173.0,1628918.0,11790.0,88057.0
,accountsReceivables,-184312.0,-333986.0,-259578.0,7203.0,-75000.0,0.0,75000.0,-65625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7080.0,6297.0,2073.0,2348.0,-767.0,24805.0
,accountsPayables,-821012.0,4843825.0,-1270416.0,-3509995.0,2554802.0,2497804.0,1412275.0,321647.0,291876.0,157079.0,-331718.0,-328719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,281688964.0,168176138.0,66403647.0,49201856.0,64858749.0,86970590.0,142953746.0,20118699.0,1239448.0,7279225.0,3855529.0,139317.0,6834818.0,22409053.0,25855557.0,21789931.0,8807377.0,1417737.0,-1554619.0,-1271920.0,-1139220.0,-1009047.0,-2637965.0,-2649755.0
,otherNonCashItems,525305.0,1069070.0,383075.0,-43519.0,231902.0,1110524.0,698665.0,-431384.0,-17970648.0,193885.0,-2724835.0,2534110.0,6356034.0,11772549.0,3595811.0,0.0,0.0,0.0,0.0,0.0,0.0,-700572.0,98.0,667253.0
,netCashProvidedByOperatingActivites,-95391570.0,173034923.0,-47223417.0,-23938972.0,-64427486.0,-65707615.0,-35416373.0,-19033180.0,-15340370.0,-5390709.0,-7699277.0,-15277495.0,-27584677.0,-23867124.0,-14791227.0,-9099317.0,-2314416.0,-157596.0,-105831.0,-81814.0,-80087.0,-35218.0,-46147.0,4562.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-11951712.0,-12001225.0,-1421252.0,-7918198.0,-3860237.0,-1970612.0,-1717362.0,-296880.0,-479710.0,-9674.0,-5407.0,-40245.0,-684111.0,-756371.0,-934517.0,-672761.0,-665465.0,-2115.0,-1675.0,0.0,-742.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,-10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-278964290.0,-90266001.0,-52083131.0,-44974736.0,0.0,0.0,-46365528.0,-10732571.0,0.0,0.0,0.0,0.0,0.0,0.0,-18575915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,50138238.0,54521219.0,46069420.0,4248716.0,17308000.0,26090950.0,11591120.0,1419079.0,509009.0,1534687.0,0.0,700000.0,0.0,0.0,18968410.0,489768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2000000.0,0.0,0.0,8028400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-240777764.0,-47746007.0,-7434963.0,-48644218.0,13447763.0,14120838.0,-36481770.0,-9520867.0,440644.0,-175385.0,487593.0,739130.0,-2574736.0,4379975.0,-542022.0,2269331.0,-359621.0,-2115.0,-1675.0,0.0,-742.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,103437.0,-2415150.0,-208506.0,-197790.0,-217549.0,-213991.0,-225406.0,-214801.0,-196606.0,0.0,-726534.0,-810456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0,0.0,-4427.0
,commonStockIssued,250478974.0,60521739.0,56585035.0,12419119.0,52231433.0,0.0,172641671.0,44506004.0,10966231.0,6226321.0,12165156.0,4758993.0,16272911.0,15586942.0,20886537.0,20744335.0,9871415.0,4680.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
