Date,2018-12-31,2017-12-31
Revenue,0.0,0.0
Revenue Growth,0.0,
Cost of Revenue,0.0,0.0
Gross Profit,0.0,0.0
R&D Expenses,25486000.0,22916000.0
SG&A Expense,8410000.0,6005000.0
Operating Expenses,33896000.0,28921000.0
Operating Income,-33896000.0,-28921000.0
Interest Expense,2159000.0,2100000.0
Earnings before Tax,-36069000.0,-30940000.0
Income Tax Expense,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-36069000.0,-30940000.0
Preferred Dividends,0.0,0.0
Net Income Com,-36069000.0,-30940000.0
EPS,-7.97,-7.37
EPS Diluted,-7.97,-7.37
Weighted Average Shs Out,22988359.0,22988000.0
Weighted Average Shs Out (Dil),4546373.0,4211918.0
Dividend per Share,0.0,0.0
Gross Margin,0.0,0.0
EBITDA Margin,,
EBIT Margin,0.0,0.0
Profit Margin,,
Free Cash Flow margin,0.0,0.0
EBITDA,-32839000.0,-27451000.0
EBIT,-33910000.0,-28840000.0
Consolidated Income,-36069000.0,-30940000.0
Earnings Before Tax Margin,0.0,0.0
Net Profit Margin,0.0,0.0
