date,,2020-07-31_FY,2019-07-31_FY,2018-07-31_FY,2017-07-31_FY,2016-07-31_FY,2015-07-31_FY,2014-07-31_FY,2013-07-31_FY,2012-07-31_FY,2011-07-31_FY,2010-07-31_FY,2009-07-31_FY,2008-07-31_FY,2007-07-31_FY,2006-07-31_FY,2005-07-31_FY,2004-07-31_FY,2003-07-31_FY,2002-07-31_FY,2001-07-31_FY,2000-07-31_FY,1999-07-31_FY,1998-07-31_FY,1997-07-31_FY,1996-07-31_FY,1995-07-31_FY,1994-07-31_FY,1993-07-31_FY,1992-07-31_FY,1991-07-31_FY,1990-07-31_FY,1989-07-31_FY,1988-07-31_FY,1987-07-31_FY,1986-07-31_FY
,revenue,76021000.0,81170000.0,104713000.0,107804000.0,102773000.0,97599000.0,95947000.0,93707000.0,103083000.0,102029000.0,97082000.0,89572000.0,77795000.0,52908000.0,39826000.0,43402600.0,41644400.0,52767000.0,54015100.0,58405900.0,50028600.0,44300000.0,40400000.0,34900000.0,34500000.0,31700000.0,22800000.0,20000000.0,20500000.0,19800000.0,19400000.0,12100000.0,9100000.0,8700000.0,7300000.0
,costOfRevenue,52251000.0,57922000.0,60385000.0,59478000.0,57190000.0,54772000.0,54268000.0,54835000.0,55973000.0,53819000.0,52117000.0,53061000.0,40222000.0,23233000.0,16091000.0,14744000.0,13104000.0,11781800.0,10846600.0,17423600.0,14102400.0,14300000.0,13800000.0,13800000.0,13600000.0,12100000.0,9300000.0,6700000.0,6200000.0,21200000.0,5200000.0,3600000.0,1900000.0,1700000.0,1400000.0
,grossProfit,23770000.0,23248000.0,44328000.0,48326000.0,45583000.0,42827000.0,41679000.0,38872000.0,47110000.0,48210000.0,44965000.0,36511000.0,37573000.0,29675000.0,23735000.0,28658600.0,28540400.0,40985200.0,43168500.0,40982300.0,35926200.0,30000000.0,26600000.0,21100000.0,20900000.0,19600000.0,13500000.0,13300000.0,14300000.0,-1400000.0,14200000.0,8500000.0,7200000.0,7000000.0,5900000.0
,grossProfitRatio,0.312676760368845,0.286411235678206,0.423328526543982,0.448276501799562,0.443530888462923,0.438805725468499,0.434396072831876,0.414824933035952,0.45701037028414,0.472512716972625,0.463165159349828,0.407616219354263,0.482974484221351,0.56087926211537,0.595967458444232,0.660296848575892,0.685335843474753,0.776720298671518,0.799193188571344,0.701680823341478,0.718113239227162,0.677200902934537,0.658415841584158,0.60458452722063,0.605797101449275,0.618296529968454,0.592105263157895,0.665,0.697560975609756,-0.0707070707070707,0.731958762886598,0.702479338842975,0.791208791208791,0.804597701149425,0.808219178082192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,4448000.0,3175000.0,3210000.0,2928000.0,3524000.0,3350000.0,3141000.0,3889000.0,6293000.0,7806000.0,9704000.0,9220000.0,8637000.0,9393000.0,7896000.0,8452400.0,8078300.0,8311200.0,6178600.0,6080800.0,5430900.0,4400000.0,4000000.0,3600000.0,3100000.0,2400000.0,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,42960000.0,44265000.0,44465000.0,44010000.0,43586000.0,41069000.0,41801000.0,43654000.0,51652000.0,48901000.0,52093000.0,45509000.0,43722000.0,41248000.0,35992000.0,30511800.0,32693600.0,28303700.0,28000400.0,25673300.0,23486500.0,20400000.0,19900000.0,16000000.0,17500000.0,17100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,488000.0,382000.0,168000.0,125000.0,122000.0,95000.0,194000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,47408000.0,47440000.0,51365000.0,49713000.0,49446000.0,46703000.0,48005000.0,52039000.0,63049000.0,61138000.0,65277000.0,60569000.0,52359000.0,50641000.0,43888000.0,38964200.0,40771900.0,36614900.0,34179000.0,31754100.0,30842400.0,26700000.0,25800000.0,21400000.0,22400000.0,21300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,99659000.0,105362000.0,111750000.0,109191000.0,106636000.0,101475000.0,102273000.0,106874000.0,119022000.0,114957000.0,117394000.0,113630000.0,92581000.0,73874000.0,59979000.0,53708200.0,53875900.0,48396700.0,45025600.0,49177700.0,44944800.0,41000000.0,39600000.0,35200000.0,36000000.0,33400000.0,23200000.0,25100000.0,19800000.0,22400000.0,21500000.0,16100000.0,12000000.0,11800000.0,6200000.0
