date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-30_FY,2006-12-31_FY,2006-01-01_FY,2005-01-02_FY,2003-12-28_FY,2002-12-29_FY,2001-12-30_FY,2000-12-31_FY,2000-01-02_FY,1999-01-03_FY,1997-12-28_FY,1996-12-29_FY,1995-12-31_FY,1995-01-01_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,802583000.0,898260000.0,879091000.0,821043000.0,656314000.0,641443000.0,610911000.0,537482000.0,498761000.0,553150000.0,379188000.0,291821000.0,365362000.0,431400000.0,454562000.0,356100000.0,365000000.0,243300000.0,219400000.0,216000000.0,248215000.0,247800000.0,216600000.0,189700000.0,141500000.0,140300000.0,133900000.0,123200000.0,172400000.0,182400000.0,190300000.0,174900000.0,162500000.0,145300000.0,128800000.0,125300000.0
,costOfRevenue,510763000.0,583968000.0,568308000.0,502468000.0,406829000.0,406081000.0,376972000.0,349782000.0,340015000.0,374070000.0,242487000.0,212546000.0,251399000.0,315700000.0,311661000.0,253000000.0,251800000.0,164800000.0,150200000.0,149200000.0,165710000.0,176000000.0,158500000.0,133700000.0,97300000.0,90800000.0,93700000.0,82600000.0,129900000.0,134000000.0,139400000.0,126700000.0,117900000.0,101100000.0,90800000.0,91500000.0
,grossProfit,291820000.0,314292000.0,310783000.0,318575000.0,249485000.0,235362000.0,233939000.0,187700000.0,158746000.0,179080000.0,136701000.0,79275000.0,113963000.0,115600000.0,142901000.0,103100000.0,113200000.0,78500000.0,69300000.0,66900000.0,82505000.0,71900000.0,58100000.0,56000000.0,44200000.0,49500000.0,40200000.0,40600000.0,42500000.0,48400000.0,50900000.0,48200000.0,44600000.0,44200000.0,38000000.0,33800000.0
,grossProfitRatio,0.363601023196355,0.349889786921381,0.353527678021957,0.388012564506366,0.380130547268533,0.366925821935854,0.382934666424406,0.349220997168277,0.318280699573543,0.323745819397993,0.360509826260325,0.271656255033051,0.311918042927289,0.267964765878535,0.314370756904449,0.289525414209492,0.31013698630137,0.322646937936704,0.315861440291705,0.309722222222222,0.332393288076869,0.290153349475383,0.268236380424746,0.29520295202952,0.312367491166078,0.352815395580898,0.300224047796863,0.329545454545455,0.246519721577726,0.265350877192982,0.267472411981083,0.275586049170955,0.274461538461538,0.304198210598761,0.295031055900621,0.26975259377494
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,29320000.0,31685000.0,33075000.0,29547000.0,28582000.0,27644000.0,22878000.0,21646000.0,19311000.0,21617000.0,19789000.0,17395000.0,21885000.0,24700000.0,24364000.0,20000000.0,20500000.0,13700000.0,13600000.0,12600000.0,12493000.0,10800000.0,10400000.0,9600000.0,9200000.0,0.0,9200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,182283000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,55800000.0,58400000.0,43300000.0,39300000.0,39200000.0,40529000.0,36700000.0,28100000.0,26100000.0,21300000.0,30800000.0,20700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73185000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,3513000.0,-52816000.0,-46000.0,3379000.0,-1788000.0,-8492000.0,-1194000.0,-1240000.0,-208000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
