date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY,1993-03-31_FY,1992-03-31_FY,1991-03-31_FY,1990-03-31_FY,1989-03-31_FY,1988-03-31_FY,1987-03-31_FY,1986-03-31_FY
,revenue,1827889000.0,2048124000.0,1909482000.0,1921507000.0,2271603000.0,3062754000.0,3659624000.0,3287019000.0,2782604000.0,2192663000.0,1917045000.0,1822081000.0,1977421000.0,1743080000.0,1280198000.0,998543000.0,780181000.0,639249000.0,547467000.0,523820000.0,307700000.0,416820000.0,400300000.0,358100000.0,368800000.0,289500000.0,239900000.0,229800000.0,215600000.0,168300000.0,147200000.0,183400000.0,132800000.0,116400000.0,103800000.0,119900000.0
,costOfRevenue,1663948000.0,1949880000.0,1780256000.0,1726897000.0,1992376000.0,2457325000.0,2800423000.0,2521483000.0,2154746000.0,1683904000.0,1450725000.0,1384355000.0,1512621000.0,1329795000.0,984077000.0,819263000.0,648378000.0,528465000.0,433302000.0,420679000.0,254700000.0,311230000.0,284600000.0,259700000.0,275200000.0,214100000.0,174600000.0,165000000.0,145500000.0,114900000.0,97200000.0,140200000.0,102100000.0,93800000.0,79300000.0,89000000.0
,grossProfit,163941000.0,98244000.0,129226000.0,194610000.0,279227000.0,605429000.0,859201000.0,765536000.0,627858000.0,508759000.0,466320000.0,437726000.0,464800000.0,413285000.0,296121000.0,179280000.0,131803000.0,110784000.0,114165000.0,103141000.0,53100000.0,105590000.0,115700000.0,98400000.0,93600000.0,75400000.0,65300000.0,64800000.0,70100000.0,53400000.0,50000000.0,43200000.0,30700000.0,22600000.0,24500000.0,30900000.0
,grossProfitRatio,0.0896887064805357,0.0479677988246805,0.0676759456229491,0.101279880843525,0.122920686405151,0.197674707142657,0.234778490905077,0.232896737134772,0.225636849512184,0.232027903968827,0.243249375992739,0.240234105948089,0.235053638046729,0.237100419946302,0.23130875067763,0.179541592099689,0.16893900261606,0.173303360662277,0.20853311706459,0.196901607422397,0.172570685732857,0.253322777217984,0.289033225081189,0.274783580005585,0.253796095444685,0.260449050086356,0.272196748645269,0.281984334203655,0.325139146567718,0.31729055258467,0.339673913043478,0.235550708833152,0.231174698795181,0.194158075601375,0.236030828516378,0.257714762301918
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43733000.0,30900000.0,39343000.0,41300000.0,39000000.0,36400000.0,34600000.0,36400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-14269000.0,-6621000.0,-8788000.0,-6055000.0,-6244000.0,-15336000.0,-387000.0,-1273000.0,-6065000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,195695000.0,214891000.0,198259000.0,183954000.0,208463000.0,231619000.0,230871000.0,220420000.0,199261000.0,173928000.0,156820000.0,145610000.0,147242000.0,123662000.0,101785000.0,85211000.0,67939000.0,56787000.0,46462000.0,43733000.0,30800000.0,73291000.0,71300000.0,62200000.0,61100000.0,55200000.0,52600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,1859643000.0,2164771000.0,1978515000.0,1910851000.0,2200839000.0,2688944000.0,3031294000.0,2741903000.0,2354007000.0,1857832000.0,1607545000.0,1529965000.0,1659863000.0,1453457000.0,1085862000.0,904474000.0,716317000.0,585252000.0,479764000.0,464412000.0,285500000.0,384521000.0,355900000.0,321900000.0,336300000.0,269300000.0,227200000.0,208800000.0,189900000.0,148800000.0,130000000.0,168900000.0,129900000.0,123800000.0,110100000.0,126300000.0
,interestExpense,43900000.0,42711000.0,37742000.0,27817000.0,25318000.0,25050000.0,4708000.0,2194000.0,4218000.0,1096000.0,6010000.0,7781000.0,13485000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,528895000.0,263427000.0,293590000.0,213519000.0,250247000.0,241235000.0,229779000.0,202228000.0,176483000.0,151227000.0,153651000.0,122945000.0,115029000.0,93776000.0,80456000.0,79613000.0,65619000.0,56963000.0,52341000.0,47906000.0,30700000.0,33948000.0,30000000.0,23200000.0,24700000.0,20600000.0,16200000.0,12200000.0,11500000.0,7200000.0,6300000.0,6500000.0,8300000.0,11200000.0,12600000.0,14500000.0
,EBITDA,497141000.0,146780000.0,224557000.0,224175000.0,321011000.0,615045000.0,858109000.0,747344000.0,605080000.0,486058000.0,463151000.0,415061000.0,432587000.0,383399000.0,274792000.0,173682000.0,129483000.0,110960000.0,120044000.0,107314000.0,52900000.0,66247000.0,74400000.0,59400000.0,57200000.0,40800000.0,28900000.0,33200000.0,37200000.0,26700000.0,23500000.0,21000000.0,11200000.0,3800000.0,6300000.0,8100000.0
,EBITDARatio,0.271975486476476,0.0716655827479196,0.117601003832453,0.116666241653036,0.141314745578343,0.200814365110616,0.234480099594931,0.227362239159555,0.217450991948549,0.221674739802697,0.241596310989048,0.227795032163773,0.218763227456369,0.219954907405283,0.214648046630287,0.173935423912641,0.165965333685388,0.173578683736697,0.219271663862845,0.204868084456493,0.17192070198245,0.15893431217312,0.18586060454659,0.165875453783859,0.155097613882863,0.140932642487047,0.120466861192163,0.144473455178416,0.172541743970315,0.158645276292335,0.159646739130435,0.114503816793893,0.0843373493975904,0.0326460481099656,0.0606936416184971,0.0675562969140951
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-31754000.0,-116647000.0,-69033000.0,10656000.0,70764000.0,373810000.0,628330000.0,545116000.0,428597000.0,334831000.0,309500000.0,292116000.0,317558000.0,289623000.0,194336000.0,94069000.0,63864000.0,53997000.0,67703000.0,59408000.0,22200000.0,32299000.0,44400000.0,36200000.0,32500000.0,20200000.0,12700000.0,21000000.0,25700000.0,19500000.0,17200000.0,14500000.0,2900000.0,-7400000.0,-6300000.0,-6400000.0
,operatingIncomeRatio,-0.01737195201678,-0.0569530946368482,-0.0361527367107938,0.00554564724458459,0.0311515700586766,0.122050285462038,0.171692501743348,0.165839017054663,0.15402730679608,0.152705180869108,0.161446392755517,0.160319985774507,0.16059200342264,0.166155884985199,0.151801518202653,0.0942062585186617,0.0818579278398218,0.0844694320992289,0.123665901323733,0.113413004467183,0.0721481962950926,0.0774890840170817,0.110916812390707,0.101089081262217,0.0881236442516269,0.0697754749568221,0.0529387244685286,0.0913838120104439,0.119202226345083,0.115864527629234,0.116847826086957,0.079062159214831,0.0218373493975904,-0.063573883161512,-0.0606936416184971,-0.0533778148457048
,totalOtherIncomeExpensesNet,-426326000.0,-179356000.0,-89020000.0,-8038000.0,-6000000.0,-13106000.0,-438000.0,-1140000.0,-4392000.0,3262000.0,1152000.0,4746000.0,2240000.0,2010000.0,8887000.0,10034000.0,4514000.0,-1629000.0,-3193000.0,614000.0,100000.0,-330000.0,400000.0,0.0,10400000.0,2100000.0,200000.0,800000.0,1100000.0,2500000.0,5200000.0,400000.0,-100000.0,-2300000.0,0.0,-900000.0
