date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY
,revenue,12002800000.0,13234100000.0,15602400000.0,15265400000.0,14388900000.0,12235200000.0,11528900000.0,11019400000.0,10373100000.0,10021800000.0,9331000000.0,8684300000.0,7476900000.0,6192003427.5,5905962786.97,5372461556.16,4297571001.36,4100678400.0,3910252991.25,4030550172.0,2983878573.36,2170042643.92,1917959820.0,1745194200.0,1691323816.0,1560691056.0,1428357753.0,1430973868.0,1271583838.0,1203353514.0,1264789274.0,1028217680.0,540919512.0,254749329.0
,costOfRevenue,9987900000.0,10825100000.0,12663500000.0,12090200000.0,1991100000.0,1710900000.0,1464100000.0,943300000.0,858300000.0,783300000.0,770500000.0,703600000.0,467500000.0,335831004.25,296707457.92,240944286.72,224999164.32,236792640.0,218308864.65,232510246.74,244860871.52,274775828.96,559254335.0,248682612.0,226393538.0,201460908.0,196622262.0,195781184.0,180656420.0,162196470.0,163198616.0,145828800.0,92622824.0,52305540.0
,grossProfit,2014900000.0,2409000000.0,2938900000.0,3175200000.0,12397800000.0,10524300000.0,10064800000.0,10076100000.0,9514800000.0,9238500000.0,8560500000.0,7980700000.0,7009400000.0,5856172423.25,5609255329.05,5131517269.44,4072571837.04,3863885760.0,3691944126.6,3798039925.26,2739017701.84,1895266814.96,1358705485.0,1496511588.0,1464930278.0,1359230148.0,1231735491.0,1235192684.0,1090927418.0,1041157044.0,1101590658.0,882388880.0,448296688.0,202443789.0
,grossProfitRatio,0.167869163861766,0.182029756462472,0.188362046864585,0.207999790375621,0.861622500677606,0.86016575127501,0.873006097719644,0.914396428117683,0.917257136246638,0.92184038795426,0.917425785017683,0.918980228688553,0.937474086854178,0.945763756725569,0.949761373611326,0.955151975644435,0.947645038499935,0.942255252204123,0.94417014317526,0.942313025066594,0.917938727900622,0.873377682355753,0.708411860786531,0.857504332755633,0.866144178980804,0.870915574722176,0.862343826966997,0.863183256956583,0.857928030695842,0.865212950215393,0.870967741935484,0.858173222619553,0.828767825997743,0.794678399329562
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,4293000000.0,1113100000.0,1507500000.0,1267000000.0,836500000.0,726300000.0,711300000.0,727400000.0,690600000.0,674100000.0,659200000.0,691600000.0,521300000.0,5050678430.75,4867885824.87,4478867615.52,3513223462.0,3371524800.0,3241519314.15,3276594207.0,1836356108.4,1589926064.8,1095073365.0,1262105088.0,1254069544.0,1193233608.0,1092935781.0,1109246432.0,986621412.0,936517608.0,944613082.0,758559040.0,385974680.0,177038241.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,9498200000.0,8166000000.0,7134900000.0,7211000000.0,7583100000.0,7372200000.0,6928300000.0,6527400000.0,5612100000.0,0.0,0.0,0.0,74966354.4000001,77599200.0,177788468.55,14832732.96,70475014.24,42150475.9200001,33676955.0,29096652.0,28379484.0,26274696.0,26608608.0,25824728.0,22878751.0,25865928.0,25454422.0,20254000.0,11487672.0,6137895.0
