Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31
Revenue,65709000.0,66000000.0,58535000.0,59000000.0,44160408.0,44000000.0,27734205.0,28000000.0,17159252.0,17000000.0,8707492.0,2433979.0
Revenue Growth,-0.00440909090909091,0.127530537285385,-0.00788135593220339,0.336038380804815,0.00364563636363636,0.586488597744193,-0.00949267857142857,0.631772760257848,0.00936776470588235,0.952341730546522,2.57747211459096,0.0
Cost of Revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Gross Profit,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
SG&A Expense,8228000.0,8000000.0,7364000.0,6000000.0,9924361.0,8000000.0,13480089.0,10000000.0,9495711.0,6000000.0,5297166.0,1307151.0
Operating Expenses,61779000.0,,57993000.0,,44451544.0,,40067741.0,,22091641.0,,10584908.0,2673523.0
Operating Income,6393000.0,11000000.0,542000.0,7000000.0,-291136.0,2000000.0,-12333536.0,-8000000.0,-4932389.0,-1000000.0,-1877416.0,-239544.0
Interest Expense,20228000.0,,17165000.0,,13356111.0,,9043761.0,,6813426.0,,2497810.0,966113.0
Earnings before Tax,-13831000.0,,-14159000.0,,-12955310.0,,-21377297.0,,0.0,,0.0,0.0
Income Tax Expense,40000.0,0000000.0,137000.0,0000000.0,107464.0,0000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,-16500000.0,-16000000.0,-12094000.0,-12000000.0,-11202570.0,-11000000.0,-17520679.0,-18000000.0,-10550255.0,-11000000.0,-3660254.0,-1161777.0
Preferred Dividends,9790000.0,,9969000.0,,4713169.0,,13627532.0,,2718257.0,,141418.0,0.0
Net Income Com,-16500000.0,-16000000.0,-12094000.0,-12000000.0,-11202570.0,-11000000.0,-17520679.0,-18000000.0,-10550255.0,-11000000.0,-3660254.0,-1161777.0
EPS,-3.17,,-2.54,,-0.24,,-2.67,,-1.8,,-0.82,-0.35
EPS Diluted,-3.17,,-2.54,,-0.24,,-2.67,,-1.8,,-0.82,-0.35
Weighted Average Shs Out,9256234.0,,8654240.0,,67362991.0,,38940463.0,,7352433.0,,4620600.0,3301502.0
Weighted Average Shs Out (Dil),9256234.0,,8654240.0,,67362991.0,,38940463.0,,7352433.0,,4620600.0,3301502.0
Dividend per Share,1.57634303541,,2.39674425484,,0.262639258402,,0.364461228928,,0.738873513026,,0.624718434835,0.0
Gross Margin,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
EBITDA Margin,0.499048836537,0.5,0.465123430426,0.50847457627119,0.46139009857,0.47727272727273,0.186385367816,0.17857142857143,0.191622630171,0.23529411764706,0.182548660395,0.244114267214
EBIT Margin,0.0972926083185,-0.24242424242424,0.00925941744256,-0.20338983050847,-0.00659269271244,-0.25,-0.444704868952,-0.64285714285714,-0.287447786186,-0.64705882352941,-0.215609270729,-0.0984166256159
Profit Margin,-0.251107154271,-0.24242424242424,-0.20661142906,-0.20338983050847,-0.253679042096,-0.25,-0.631735396778,-0.64285714285714,-0.614843525813,-0.64705882352941,-0.420356860506,-0.477315950548
Free Cash Flow margin,0.250117944269,,0.297155547963,,0.192135271939,,-0.354636305602,,-0.289198212137,,-0.36275186931,-0.138547210144
EBITDA,32792000.0,33000000.0,27226000.0,30000000.0,20375175.0,21000000.0,5169250.0,5000000.0,3288101.0,4000000.0,1589541.0,594169.0
EBIT,6393000.0,-16000000,542000.0,-12000000,-291136.0,-11000000,-12333536.0,-18000000,-4932389.0,-11000000,-1877416.0,-239544.0
Consolidated Income,-16500000.0,-16000000.0,-12094000.0,-12000000.0,-11202570.0,-11000000.0,-17520679.0,-18000000.0,-10550255.0,-11000000.0,-3660254.0,-1161777.0
Earnings Before Tax Margin,-0.210488669741,0,-0.24188946784,0,-0.293369345682,0,-0.770791771388,0,0.0,0,0.0,0.0
Net Profit Margin,-0.251107154271,-0.24242424242424,-0.20661142906,-0.20338983050847,-0.253679042096,-0.25,-0.631735396778,-0.64285714285714,-0.614843525813,-0.64705882352941,-0.420356860506,-0.477315950548
