date,,2020-12-31_FY,2019-12-26_FY,2018-12-27_FY,2017-12-28_FY
,revenue,2425788000.0,2045456000.0,1709848000.0,1384767000.0
,costOfRevenue,1390896000.0,1182442000.0,1007580000.0,812203000.0
,grossProfit,1034892000.0,863014000.0,702268000.0,572564000.0
,grossProfitRatio,0.426620957808349,0.421917655525223,0.410719549340058,0.413473169132424
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,144715000.0,156980000.0,131472000.0,101146000.0
,SellingAndMarketingExpenses,654100000.0,546853000.0,439495000.0,353647000.0
,otherExpenses,21498000.0,571447000.0,465640000.0,370132000.0
,operatingExpenses,820313000.0,703833000.0,570967000.0,460235000.0
,costAndExpenses,2211209000.0,1886275000.0,1578547000.0,1272438000.0
,interestExpense,-8389000.0,8801000.0,8917000.0,13777000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,91640000.0,74001000.0,51992000.0,38062000.0
,EBITDA,306219000.0,233182000.0,183293000.0,150391000.0
,EBITDARatio,0.126234856467259,0.114000007822217,0.107198417637123,0.108603830102826
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,214579000.0,159181000.0,131301000.0,112329000.0
,operatingIncomeRatio,0.0884574414581983,0.0778217668822991,0.0767910363962177,0.0811176176208705
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0
,incomeBeforeTax,207205000.0,150380000.0,122384000.0,98552000.0
,incomeBeforeTaxRatio,0.085417604506247,0.0735190588308915,0.0715759529502038,0.0711686514771077
,incomeTaxExpense,12224000.0,-251000.0,6197000.0,-4236000.0
,netIncome,194981000.0,150631000.0,116187000.0,102788000.0
,netIncomeRatio,0.0803784172400886,0.0736417698547414,0.0679516541821261,0.0742276498501192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.90962305225422,1.4351,1.11119,1.03139
,EPSDiluted,1.90962305225422,1.4351,1.11119,1.03139
,weightedAverageShsOut,102104444.0,104962000.0,104561000.0,99660000.0
,weightedAverageShsOutDil,102104444.0,104962000.0,104561000.0,99660000.0
