date,,2021-01-31_FY,2020-01-31_FY,2019-01-31_FY,2018-01-31_FY,2017-01-31_FY,2016-01-31_FY,2015-01-31_FY,2014-01-31_FY,2013-01-31_FY,2012-01-31_FY,2011-01-31_FY,2010-01-31_FY,2009-01-31_FY,2008-01-31_FY,2007-01-31_FY,2006-01-31_FY,2005-01-31_FY,2004-01-31_FY,2003-01-31_FY,2002-01-31_FY,2001-01-31_FY,2000-01-31_FY,1999-01-31_FY,1998-01-31_FY,1997-01-31_FY,1996-01-31_FY,1995-01-31_FY,1994-01-31_FY
,revenue,3449749000.0,3983789000.0,3950623000.0,3616014000.0,3545794000.0,3445134000.0,3323077000.0,3086608000.0,2794925000.0,2473801000.0,2274102000.0,1937815000.0,1834618000.0,1507724000.0,1224717000.0,1092107000.0,827750000.0,548361000.0,422754000.0,348958000.0,295333000.0,276106000.0,209000000.0,173100000.0,156400000.0,133000000.0,110100000.0,84500000.0
,costOfRevenue,2587843000.0,2743963000.0,2603911000.0,2440507000.0,2301181000.0,2243232000.0,2148147000.0,1925266000.0,1763394000.0,1613265000.0,1337482000.0,1151670000.0,1121140000.0,930952000.0,772796000.0,643501000.0,489000000.0,334888000.0,271963000.0,235311000.0,188005000.0,162989000.0,124000000.0,82800000.0,74400000.0,62600000.0,50700000.0,39000000.0
,grossProfit,861906000.0,1239826000.0,1346712000.0,1175507000.0,1244613000.0,1201902000.0,1174930000.0,1161342000.0,1031531000.0,860536000.0,936620000.0,786145000.0,713478000.0,576772000.0,451921000.0,448606000.0,338750000.0,213473000.0,150791000.0,113647000.0,107328000.0,113117000.0,85000000.0,90300000.0,82000000.0,70400000.0,59400000.0,45500000.0
,grossProfitRatio,0.249846003288935,0.311217787889871,0.340885981780595,0.325083641822183,0.351011085246351,0.34886944890968,0.353566889963729,0.376251859646576,0.36907287315402,0.34785983189432,0.41186367190214,0.405686301323914,0.38889730723235,0.382544815894686,0.369000348651974,0.410771105761615,0.409241920869828,0.389292819875958,0.356687340628356,0.325675296167447,0.363413502724044,0.40968685939458,0.406698564593301,0.521663778162912,0.524296675191816,0.529323308270677,0.539509536784741,0.538461538461538
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88149000.0,77453000.0,66885000.0,54200000.0,63700000.0,57100000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-459000.0,-2843000.0,-5290000.0,-3405000.0,-2307000.0,-4491000.0,-4254000.0,-2026000.0,-839000.0,-1014000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,857934000.0,993990000.0,965399000.0,915615000.0,906086000.0,848323000.0,809545000.0,734511000.0,657246000.0,575811000.0,522417000.0,447161000.0,414043000.0,351827000.0,287932000.0,240907000.0,190384000.0,132767000.0,105392000.0,88149000.0,89450000.0,75552000.0,59800000.0,68300000.0,60600000.0,0.0,0.0,0.0
,costAndExpenses,3445777000.0,3737953000.0,3569310000.0,3356122000.0,3207267000.0,3091555000.0,2957692000.0,2659777000.0,2420640000.0,2189076000.0,1859899000.0,1598831000.0,1535183000.0,1282779000.0,1060728000.0,884408000.0,679384000.0,467655000.0,377355000.0,323460000.0,277455000.0,238541000.0,183800000.0,151100000.0,135000000.0,113200000.0,92600000.0,71200000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,103771000.0,112256000.0,117986000.0,128408000.0,135330000.0,142722000.0,138110000.0,132664000.0,118664000.0,108112000.0,101105000.0,92350000.0,81949000.0,70017000.0,55713000.0,39340000.0,31858000.0,22415000.0,18208000.0,15462000.0,11997000.0,8667000.0,5600000.0,4600000.0,3500000.0,2900000.0,2100000.0,1500000.0
,EBITDA,107743000.0,358092000.0,499299000.0,388300000.0,473857000.0,496301000.0,503495000.0,559495000.0,492949000.0,392837000.0,515308000.0,431334000.0,381384000.0,294962000.0,219702000.0,247039000.0,180224000.0,103121000.0,63607000.0,40960000.0,29875000.0,46232000.0,30800000.0,26600000.0,24900000.0,22700000.0,19600000.0,14800000.0
,EBITDARatio,0.0312321273228864,0.0898872907174552,0.126384876511882,0.107383433803077,0.133639179264221,0.144058547504974,0.151514695566789,0.181265324265342,0.17637289014911,0.158798949470875,0.226598455126463,0.222587811529996,0.207881967799291,0.195633948919033,0.179390014182868,0.226204025796007,0.217727574750831,0.188053125586976,0.150458659172947,0.117378022570051,0.101156999048532,0.167442938581559,0.147368421052632,0.15366839976892,0.15920716112532,0.170676691729323,0.178019981834696,0.175147928994083
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
