date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,revenue,1780986000.0,2600934000.0,3333837000.0,2397680000.0,1361330000.0,1181704000.0,2042537000.0,1832253000.0,1367135000.0,1178569000.0,1038975000.0,907341000.0,1322947000.0,864827000.0,779728000.0,535957000.0,320707000.0,249197000.0,195338000.0,219425000.0,187719000.0,161200000.0,146600000.0,141700000.0,87900000.0,50800000.0,34300000.0,19100000.0,13300000.0,9600000.0,6500000.0,4300000.0
,costOfRevenue,699420000.0,1082978000.0,1317194000.0,1022437000.0,815509000.0,867244000.0,876050000.0,797514000.0,648687000.0,261393000.0,226341000.0,180745000.0,210077000.0,152086000.0,137476000.0,96069000.0,67527000.0,66228000.0,58815000.0,53070000.0,46577000.0,50000000.0,58300000.0,36900000.0,34900000.0,21400000.0,16600000.0,10200000.0,7000000.0,4700000.0,3200000.0,2200000.0
,grossProfit,1081566000.0,1517956000.0,2016643000.0,1375243000.0,545821000.0,314460000.0,1166487000.0,1034739000.0,718448000.0,917176000.0,812634000.0,726596000.0,1112870000.0,712741000.0,642252000.0,439888000.0,253180000.0,182969000.0,136523000.0,166355000.0,141142000.0,111200000.0,88300000.0,104800000.0,53000000.0,29400000.0,17700000.0,8900000.0,6300000.0,4900000.0,3300000.0,2100000.0
,grossProfitRatio,0.607284953390987,0.583619576659769,0.604901499383443,0.573572369957626,0.400946868136308,0.266107248515703,0.571097120884469,0.564735874357963,0.525513574006956,0.778211542981361,0.782149714863207,0.800797054249725,0.841205278820694,0.824142863254732,0.823687234522808,0.820752411107608,0.789443323656796,0.734234360766783,0.698906510765954,0.758140594736242,0.751879138499566,0.689826302729528,0.602319236016371,0.739590684544813,0.602957906712173,0.578740157480315,0.516034985422741,0.465968586387435,0.473684210526316,0.510416666666667,0.507692307692308,0.488372093023256
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1247905000.0,1380406000.0,1327628000.0,994589000.0,749981000.0,590754000.0,538715000.0,547413000.0,366258000.0,194400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12212000.0,10323000.0,8000000.0,9200000.0,5300000.0,7200000.0,4100000.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,359892000.0,496047000.0,220311000.0,168576000.0,115866000.0,129980000.0,131786000.0,20434000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-12541000.0,15472000.0,18631000.0,50915000.0,-19153000.0,77627000.0,74550000.0,-55296000.0,-7203000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
