Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,0.0,0.0,0.0,0.0,0.0,0.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0,0.0
R&D Expenses,10034613.0,6675080.0,3606515.0,1966221.0,579474.0,478256.0
SG&A Expense,5299717.0,3184166.0,2470062.0,1908080.0,1233141.0,390749.0
Operating Expenses,15334330.0,9859246.0,6076577.0,3874301.0,1812615.0,869005.0
Operating Income,-15334330.0,-9859246.0,-6076577.0,-3874301.0,-1812615.0,-869005.0
Interest Expense,231999.0,3587.0,7594.0,7022.0,6841.0,4003.0
Earnings before Tax,-15705865.0,-9833152.0,-6074999.0,-3878210.0,-1819684.0,-872641.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-15705865.0,-9833152.0,-6074999.0,-3878210.0,-1819684.0,-872641.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-15705865.0,-9833152.0,-6074999.0,-3878210.0,-1819684.0,-872641.0
EPS,-0.38,-0.26,-0.18,-0.12,-0.14,-0.07
EPS Diluted,-0.38,-0.26,-0.18,-0.12,-0.14,-0.07
Weighted Average Shs Out,42556517.0,39395837.0,33765264.0,32320891.0,32290891.0,
Weighted Average Shs Out (Dil),41254411.0,37478883.0,33130424.0,32044274.0,12915343.0,12915343.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA Margin,,,,,,
EBIT Margin,0.0,0.0,0.0,0.0,0.0,0.0
Profit Margin,,,,,,
Free Cash Flow margin,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA,-15394738.0,-9772039.0,-6009427.0,-3840461.0,-1810466.0,-866372.0
EBIT,-15473866.0,-9829565.0,-6067405.0,-3871188.0,-1812843.0,-868638.0
Consolidated Income,-15705865.0,-9833152.0,-6074999.0,-3878210.0,-1819684.0,-872641.0
Earnings Before Tax Margin,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit Margin,0.0,0.0,0.0,0.0,0.0,0.0
