date,,2020-12-26_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2015-12-26_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,248811000.0,199676000.0,153181000.0,133319000.0,91359000.0,77969000.0,67449000.0,58999000.0,51591000.0
,costOfRevenue,48583000.0,41105000.0,32063000.0,28745000.0,25308000.0,22219000.0,20473000.0,22176000.0,21262000.0
,grossProfit,200228000.0,158571000.0,121118000.0,104574000.0,66051000.0,55750000.0,46976000.0,36823000.0,30329000.0
,grossProfitRatio,0.804739340302479,0.794141509244977,0.790685528884131,0.784389321852099,0.722982957344104,0.715027767446036,0.696466960221797,0.624129222529195,0.587873853966777
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,68985000.0,110186000.0,78278000.0,67325000.0,33840000.0,31336000.0,26006000.0,18913000.0,15896000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-3093000.0,0.0,70075000.0,32121000.0,-254000.0,24901000.0,-84000.0,6000.0,8000.0
,operatingExpenses,68985000.0,115670000.0,82591000.0,70701000.0,36848000.0,36204000.0,28910000.0,21943000.0,18826000.0
,costAndExpenses,191421000.0,156775000.0,114654000.0,99446000.0,62156000.0,58423000.0,49383000.0,44119000.0,40088000.0
,interestExpense,-16782000.0,-17136000.0,-10123000.0,-5131000.0,4396000.0,-3477000.0,3684000.0,2863000.0,2431000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,7518000.0,5484000.0,4313000.0,3376000.0,3008000.0,2682000.0,2904000.0,3030000.0,2930000.0
,EBITDA,64908000.0,48385000.0,42840000.0,37249000.0,32211000.0,22228000.0,20970000.0,17910000.0,14433000.0
,EBITDARatio,0.260872710611669,0.24231755443819,0.279669149568158,0.279397535235038,0.352576100876761,0.285087663045569,0.310901570075168,0.303564467194359,0.27975809734256
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,57390000.0,42901000.0,38527000.0,33873000.0,29203000.0,19546000.0,18066000.0,14880000.0,11503000.0
,operatingIncomeRatio,0.230657004714422,0.214853061960376,0.251512916092727,0.254074813042402,0.319651046968553,0.250689376547089,0.267846817595517,0.252207664536687,0.222965245876219
,totalOtherIncomeExpensesNet,0.0,0.0,-1477000.0,0.0,-254000.0,-224000.0,-84000.0,6000.0,-2492000.0
,incomeBeforeTax,26943000.0,25765000.0,26927000.0,28742000.0,24553000.0,15845000.0,14298000.0,12023000.0,6580000.0
,incomeBeforeTaxRatio,0.10828701303399,0.129034035136922,0.175785508646634,0.215588175728891,0.268752941691568,0.203221793276815,0.211982386692167,0.20378311496805,0.127541625477312
,incomeTaxExpense,3637000.0,5289000.0,5208000.0,3845000.0,9119000.0,5739000.0,5312000.0,4493000.0,3000000.0
,netIncome,23306000.0,20476000.0,21719000.0,23940000.0,15434000.0,10106000.0,8986000.0,7530000.0,3580000.0
,netIncomeRatio,0.0936694921044488,0.10254612472205,0.14178651399325,0.179569303700148,0.16893792620322,0.129615616462953,0.133226586013136,0.127629281852235,0.0693919482080208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.787338265599135,0.69012,0.73407,0.81362,0.54,0.36332,0.32,0.264768,0.127875
,EPSDiluted,0.78197557374849,0.69012,0.73407,0.81362,0.53,0.36332,0.32,0.261849,0.126261
,weightedAverageShsOut,29601000.0,29670000.0,29587000.0,29424000.0,28637000.0,27816000.0,27996000.0,28440000.0,27996000.0
,weightedAverageShsOutDil,29804000.0,29670000.0,29587000.0,29424000.0,28983000.0,27816000.0,28354000.0,28757000.0,28354000.0
