Date,2018-12-31,2017-12-31,2016-12-31
Revenue,0.0,0.0,85589000.0
Revenue Growth,0.0,-1,
Cost of Revenue,0.0,0.0,
Gross Profit,0.0,0.0,82055000.0
R&D Expenses,95714000.0,79736000.0,82105000.0
SG&A Expense,17265000.0,14830000.0,90416000.0
Operating Expenses,112979000.0,94566000.0,
Operating Income,-112979000.0,-94566000.0,-8361000.0
Interest Expense,0.0,0.0,
Earnings before Tax,-493000.0,-15219000.0,-6422000.0
Income Tax Expense,0.0,-1060000.0,-500000.0
Net Income - Non-Controlling int,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,
Net Income,-493000.0,-14159000.0,
Preferred Dividends,0.0,0.0,
Net Income Com,-493000.0,-14159000.0,-6922000.0
EPS,-0.08,-2.37,-0.11
EPS Diluted,-0.08,-2.37,-0.11
Weighted Average Shs Out,64994000.0,64994000.0,64994000.0
Weighted Average Shs Out (Dil),6383751.0,5961767.0,
Dividend per Share,0.0,0.0,
Gross Margin,0.0,0.0,0.9587
EBITDA Margin,,,
EBIT Margin,0.0,0.0,
Profit Margin,,,
Free Cash Flow margin,0.0,0.0,
EBITDA,6730000.0,-8778000.0,
EBIT,-493000.0,-15219000.0,
Consolidated Income,-493000.0,-14159000.0,
Earnings Before Tax Margin,0.0,0.0,-0.075
Net Profit Margin,0.0,0.0,
