date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-193174000.0,77772000.0,62007000.0,32950000.0,17954000.0,8620000.0,11124000.0,20660000.0,43260000.0
,depreciationAndAmortization,124940000.0,71900000.0,75003000.0,72355000.0,71009000.0,65472000.0,55898000.0,63102000.0,55171000.0
,deferredIncomeTax,-2924000.0,12813000.0,-11239000.0,-8971000.0,8013000.0,-15367000.0,-5096000.0,-7152000.0,-5556000.0
,stockBasedCompensation,279147000.0,21828000.0,18845000.0,17875000.0,13829000.0,18024000.0,35802000.0,9363000.0,6382000.0
,changeInWorkingCapital,167770000.0,23018000.0,52398000.0,-10323000.0,-54002000.0,-16956000.0,-36037000.0,-13317000.0,-6820000.0
,accountsReceivables,0.0,0.0,-4327000.0,15055000.0,-37788000.0,-10351000.0,-6716000.0,24755000.0,-29657000.0
,inventory,19086000.0,-2034000.0,-4841000.0,-27917000.0,28330000.0,-7563000.0,-33104000.0,-32163000.0,13721000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,427998000.0,260228000.0,237210000.0,184812000.0,195135000.0,249137000.0,-3509000.0,0.0,-2656000.0
,otherNonCashItems,36351000.0,-4484000.0,1944000.0,-4463000.0,9439000.0,2347000.0,4019000.0,1132000.0,4823000.0
,netCashProvidedByOperatingActivites,306189000.0,151678000.0,137120000.0,104239000.0,135342000.0,74379000.0,62122000.0,75353000.0,56997000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-67677000.0,-43412000.0,-41709000.0,-51296000.0,-44942000.0,-32080000.0,0.0,0.0,0.0
,acquisitionsNet,-1089000000.0,0.0,0.0,-9000000.0,-3000000.0,-36000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,6529000.0,868000.0,13254000.0,-1390000.0,-888000.0,-62000.0,8206000.0,78000.0,41755000.0
,netCashUsedForInvestingActivites,-1150470000.0,-42544000.0,-30445000.0,-61259000.0,-49018000.0,-76093000.0,-41767000.0,-44796000.0,-35833000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2045069000.0,-493024000.0,-635769000.0,-440230000.0,-483938000.0,-452631000.0,-511602000.0,-361224000.0,-393074000.0
,commonStockIssued,293648000.0,0.0,0.0,0.0,0.0,79131000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,-7947000.0,0.0,0.0,-3000.0,-5491000.0,-3280000.0,-4242000.0
,dividendsPaid,-92127000.0,-26148000.0,-18478000.0,-16820000.0,-16240000.0,-7869000.0,-112747000.0,-6155000.0,-4931000.0
,otherFinancingActivites,-34843000.0,-9182000.0,-4696000.0,-7806000.0,1736000.0,-6037000.0,-3575000.0,8121000.0,-7986000.0
,netCashUsedProvidedByFinancingActivities,1011572000.0,-117655000.0,-94953000.0,-42825000.0,-82964000.0,1791000.0,-17712000.0,-31338000.0,-21233000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-1949000.0,-175000.0,-585000.0,-260000.0,-428000.0,-385000.0,-73000.0,60000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,165342000.0,-8696000.0,11137000.0,-105000.0,2932000.0,-308000.0,2570000.0,-721000.0,-69000.0
,cashAtEndOfPeriod,174233000.0,8891000.0,17587000.0,6450000.0,6555000.0,3623000.0,3931000.0,1361000.0,2082000.0
,cashAtBeginningOfPeriod,8891000.0,17587000.0,6450000.0,6555000.0,3623000.0,3931000.0,1361000.0,2082000.0,2151000.0
,operatingCashFlow,306189000.0,151678000.0,137120000.0,104239000.0,135342000.0,74379000.0,62122000.0,75353000.0,56997000.0
,capitalExpenditure,-67677000.0,-43412000.0,-41709000.0,-51296000.0,-44942000.0,-32080000.0,-43598000.0,-39835000.0,-29863000.0
,freeCashFlow,238512000.0,108266000.0,95411000.0,52943000.0,90400000.0,42299000.0,18524000.0,35518000.0,27134000.0
