Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,860000.0,1091000.0,1063000.0,657000.0,283000.0,258000.0,280000.0,270000.0,213000.0
Stock-based compensation,13074000.0,16110000.0,16223000.0,12959000.0,4411000.0,3071000.0,1396000.0,1055000.0,753000.0
Operating Cash Flow,-53725000.0,-50125000.0,-63815000.0,-99708000.0,-47077000.0,-25559000.0,-1876000.0,-26279000.0,-21681000.0
Capital Expenditure,-181000.0,-151000.0,-841000.0,-2393000.0,-1018000.0,-193000.0,-126000.0,-321000.0,-117000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,105276000.0,16582000.0,94906000.0,-167103000.0,-158682000.0,9655000.0,-4013000.0,-5915000.0,-119000.0
Investing Cash flow,105095000.0,16431000.0,94065000.0,-169496000.0,-159700000.0,9462000.0,-4139000.0,-6236000.0,-236000.0
Issuance (repayment) of debt,0.0,0.0,0.0,-4350000.0,-5700000.0,-4950000.0,12399000.0,-1965000.0,4566000.0
Issuance (buybacks) of shares,11590000.0,833000.0,608000.0,166035000.0,230963000.0,111117000.0,14000.0,30000.0,25000.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,11188000.0,779000.0,608000.0,161347000.0,225263000.0,106167000.0,12314000.0,42816000.0,4603000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,62558000.0,-32915000.0,30858000.0,-107857000.0,18486000.0,90070000.0,6299000.0,10301000.0,-17314000.0
Free Cash Flow,-53906000.0,-50276000.0,-64656000.0,-102101000.0,-48095000.0,-25752000.0,-2002000.0,-26600000.0,-21798000.0
Net Cash/Marketcap,1.4298,0.6816,1.1013,0.5326,0.1568,0.2508,0.177,0.177,0.177
