date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-369212000.0,-400424000.0,-368009000.0,-346397000.0,-349137000.0,-352861000.0,-160031000.0,-84532000.0,-73983000.0,-55570000.0,-37830000.0
,depreciationAndAmortization,8198000.0,7768000.0,4601000.0,2504000.0,1141000.0,761000.0,4220000.0,250000.0,353000.0,185000.0,83000.0
,deferredIncomeTax,0.0,0.0,0.0,-3218000.0,-31771000.0,-28874000.0,761000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,50794000.0,54304000.0,49090000.0,44707000.0,39796000.0,40357000.0,21517000.0,9505000.0,4949000.0,1325000.0,68000.0
,changeInWorkingCapital,11957000.0,-213166000.0,-98873000.0,331610000.0,-250312000.0,20725000.0,135756000.0,174932000.0,2193000.0,110633000.0,3366000.0
,accountsReceivables,-5407000.0,-7518000.0,-3371000.0,-6061000.0,-121000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,5321000.0,-26160000.0,-49936000.0,-27508000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-5852000.0,12289000.0,5770000.0,5637000.0,-1544000.0,8105000.0,-1369000.0,958000.0,-758000.0,1656000.0,866000.0
,otherWorkingCapital,10831000.0,233384000.0,446550000.0,545423000.0,213813000.0,464125000.0,443400000.0,307644000.0,132712000.0,130519000.0,19886000.0
,otherNonCashItems,38087000.0,25605000.0,2178000.0,106756000.0,-23419000.0,-26587000.0,-3301000.0,1028000.0,0.0,-48570000.0,-37830000.0
,netCashProvidedByOperatingActivites,-252728000.0,-323615000.0,-365997000.0,-260904000.0,-266680000.0,-253066000.0,-117051000.0,-71712000.0,-65384000.0,-39828000.0,-34011000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-354000.0,-3290000.0,-9242000.0,-3002000.0,-766000.0,-3035000.0,-2286000.0,-121000.0,-1058000.0,-446000.0,-770000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10000000.0,0.0,0.0,0.0
,purchasesOfInvestments,-9962000.0,-459835000.0,-500000000.0,-263500000.0,0.0,-392540000.0,0.0,0.0,0.0,0.0,-27008000.0
,salesMaturitiesOfInvestments,144644000.0,621998000.0,300000000.0,213500000.0,200000000.0,140997000.0,0.0,0.0,2000000.0,9614000.0,14957000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,126328000.0,143398000.0,-264242000.0,-54102000.0,199299000.0,-254578000.0,-2286000.0,-10034000.0,942000.0,9168000.0,-12821000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-166124000.0,-1275000.0,-280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,246668000.0,0.0,93890000.0,545838000.0,0.0,298509000.0,0.0,259071000.0,69976000.0,129355000.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,-9187000.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,203644000.0,119888000.0,388464000.0,562075000.0,5176000.0,304480000.0,279476000.0,260842000.0,70291000.0,158346000.0,29000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1152000.0,286000.0,-547000.0,943000.0,-365000.0,-757000.0,-690000.0,35000.0,12000.0,42000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,78396000.0,-60043000.0,-242322000.0,248012000.0,-62570000.0,-203921000.0,159449000.0,179131000.0,5861000.0,127728000.0,-46803000.0
,cashAtEndOfPeriod,240229000.0,161833000.0,221876000.0,464198000.0,216186000.0,278756000.0,482677000.0,323228000.0,144097000.0,138236000.0,10508000.0
,cashAtBeginningOfPeriod,161833000.0,221876000.0,464198000.0,216186000.0,278756000.0,482677000.0,323228000.0,144097000.0,138236000.0,10508000.0,57311000.0
,operatingCashFlow,-252728000.0,-323615000.0,-365997000.0,-260904000.0,-266680000.0,-253066000.0,-117051000.0,-71712000.0,-65384000.0,-39828000.0,-34011000.0
,capitalExpenditure,-8354000.0,-19040000.0,-64242000.0,-4102000.0,-766000.0,-3035000.0,-2286000.0,-121000.0,-1058000.0,-446000.0,-770000.0
,freeCashFlow,-261082000.0,-342655000.0,-430239000.0,-265006000.0,-267446000.0,-256101000.0,-119337000.0,-71833000.0,-66442000.0,-40274000.0,-34781000.0
