Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Revenue,364012000.0,365704000.0,324253000.0,325899000.0,1372230000.0,873394000.0,577266000.0
Revenue Growth,-0.0046,0.1278,-0.0051,-0.7625,0.5711,0.513,
Cost of Revenue,289324000.0,297238000.0,278363000.0,270251000.0,1081575000.0,664206000.0,446370000.0
Gross Profit,74688000.0,68466000.0,45890000.0,55648000.0,290655000.0,209188000.0,130896000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,34031000.0,56292000.0,47095000.0,49726000.0,131118000.0,72955000.0,69234000.0
Operating Expenses,34031000.0,27534000.0,119358000.0,56267000.0,131118000.0,72955000.0,69234000.0
Operating Income,40657000.0,40932000.0,-73468000.0,-619000.0,159537000.0,136233000.0,61662000.0
Interest Expense,30382000.0,70166000.0,47276000.0,36394000.0,110179000.0,68779000.0,38961000.0
Earnings before Tax,445712000.0,309399000.0,-409685000.0,82035000.0,561502000.0,-581849000.0,-430546000.0
Income Tax Expense,11499000.0,72809000.0,2252000.0,9043000.0,103341000.0,49291000.0,21832000.0
Net Income - Non-Controlling int,10625000.0,31530000.0,17935000.0,22900000.0,18193000.0,15222000.0,12246000.0
Net Income - Discontinued ops,5631000.0,-476565000.0,-35150000.0,-72781000.0,-470421000.0,512489000.0,409038000.0
Net Income,434213000.0,236590000.0,-411937000.0,72992000.0,458161000.0,-631140000.0,-452378000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,434213000.0,236590000.0,-411937000.0,72992000.0,458161000.0,-631140000.0,-452378000.0
EPS,8.07,4.4,-7.67,1.36,8.58,-11.82,-8.47
EPS Diluted,8.07,4.4,-7.67,1.36,8.58,-11.82,-8.47
Weighted Average Shs Out,53807578.0,53719667.0,53693975.0,53693975.0,,,
Weighted Average Shs Out (Dil),53807578.0,53719667.0,53693975.0,53693975.0,,,
Dividend per Share,14.21,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.2052,0.1872,0.1415,0.1708,0.2118,0.2395,0.2268
EBITDA Margin,1.391,1.526,-0.586,0.732,0.627,-0.314,-0.272
EBIT Margin,1.3079,1.0379,-1.1177,0.3634,0.4895,-0.5874,-0.6783
Profit Margin,1.193,0.647,-1.27,0.224,0.334,-0.723,-0.784
Free Cash Flow margin,-0.0421,0.6438,-0.0077,-0.5934,0.0248,0.0752,-0.2466
EBITDA,506510000.0,558026000.0,-190028000.0,238476000.0,859852000.0,-274449000.0,-156864000.0
EBIT,476094000.0,379565000.0,-362409000.0,118429000.0,671681000.0,-513070000.0,-391585000.0
Consolidated Income,444838000.0,268120000.0,-394002000.0,95892000.0,476354000.0,-615918000.0,-440132000.0
Earnings Before Tax Margin,1.2244,0.846,-1.2635,0.2517,0.4092,-0.6662,-0.7458
Net Profit Margin,1.1929,0.6469,-1.2704,0.224,0.3339,-0.7226,-0.7837
