date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,revenue,694268000.0,665714000.0,540756000.0,452847000.0,376343000.0,284762000.0
,costOfRevenue,0.0,10793000.0,4250000.0,4773000.0,4067000.0,1515000.0
,grossProfit,694268000.0,654921000.0,536506000.0,448074000.0,372276000.0,283247000.0
,grossProfitRatio,1.0,0.983787332097567,0.992140632743788,0.989460016296895,0.98919336881515,0.994679767665629
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,49685000.0,54274000.0,45725000.0,40990000.0,33972000.0,27972000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,800000.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,49685000.0,276249000.0,227551000.0,191269000.0,154390000.0,116587000.0
,costAndExpenses,49685000.0,287042000.0,231801000.0,196042000.0,158457000.0,118102000.0
,interestExpense,0.0,147957000.0,120326000.0,110500000.0,97913000.0,75275000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,242925000.0,221975000.0,181826000.0,150279000.0,119618000.0,88615000.0
,EBITDA,456123000.0,600647000.0,490781000.0,407084000.0,337504000.0,255275000.0
,EBITDARatio,0.656984046506536,0.902259829296064,0.90758308738137,0.898943793378338,0.896798930762629,0.896450369080144
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,213198000.0,378672000.0,308955000.0,256805000.0,217886000.0,166660000.0
,operatingIncomeRatio,0.307083143685147,0.568820844987487,0.571339014268912,0.567089988450845,0.578955899272738,0.585260673825862
,totalOtherIncomeExpensesNet,4482000.0,64656000.0,38532000.0,-13440000.0,-2243000.0,-2156000.0
,incomeBeforeTax,213198000.0,285682000.0,217612000.0,122887000.0,110463000.0,82722000.0
,incomeBeforeTaxRatio,0.307083143685147,0.429136235680788,0.402421794672643,0.271365383893456,0.293516818434247,0.29049522057016
,incomeTaxExpense,584000.0,707000.0,642000.0,453000.0,358000.0,274000.0
,netIncome,212614000.0,284975000.0,216970000.0,162038000.0,123325000.0,83770000.0
,netIncomeRatio,0.306241969959727,0.428074218057604,0.401234567901235,0.357820632575682,0.32769308848577,0.29417548689783
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.832773914666717,1.24045367030795,1.06190074271776,0.907337409697563,0.828360016298928,0.685624114784133
,EPSDiluted,0.831788574925766,1.23746392807305,1.05873476135834,0.906979820894015,0.826996269748916,0.685473449441587
,weightedAverageShsOut,255308189.0,229734497.0,204322298.0,178586266.0,148878504.0,122180650.0
,weightedAverageShsOutDil,255610628.0,230289541.0,204933292.0,178656676.0,149124010.0,122207505.0
