date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-51377000.0,-39050000.0,-27323000.0,-8048000.0,-21687000.0,-5815000.0,-27868000.0,-19964000.0,-42135000.0,-33420000.0,-34936000.0,-3258000.0,34079000.0,-57302000.0,-181137000.0,-86983000.0,-175407000.0,-125092000.0,-147731000.0,-96161000.0,-57174626.875625,-51224386.016999,500000.0,1400000.0,-4500000.0,-5400000.0,-3700000.0,-2335920.428001
,depreciationAndAmortization,7558000.0,7514000.0,5015000.0,5064000.0,4544000.0,4375000.0,5610000.0,5731000.0,6184000.0,5906000.0,8564000.0,9504000.0,8021000.0,18080000.0,23131000.0,29234000.0,45313000.0,54421000.0,50602000.0,14638000.0,8964196.065355,7041355.216007,5500000.0,3100000.0,1500000.0,1000000.0,1000000.0,753522.71871
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,6237000.0,3561000.0,2902000.0,3125000.0,3024000.0,2950000.0,2249000.0,3775000.0,2746000.0,2646000.0,4057000.0,3033000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-17124000.0,-107000.0,-17282000.0,-12267000.0,8509000.0,-6049000.0,-5001000.0,-5379000.0,-5940000.0,-6723000.0,3488000.0,8494000.0,8910000.0,-13674000.0,-12331000.0,-17333000.0,4120000.0,9680000.0,-16493000.0,14134000.0,6708894.964988,-9385809.863774,10600000.0,3200000.0,200000.0,-2900000.0,2900000.0,3616909.049808
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65000.0,6084000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,1355000.0,-787000.0,-12932000.0,-572000.0,-2339000.0,-5550000.0,1464000.0,-2904000.0,4434000.0,-1293000.0,-2350000.0,1356000.0,4457000.0,-196000.0,-2040000.0,-790000.0,8051000.0,833000.0,1912000.0,-3884000.0,-5997799.933311,-1403476.417667,-3400000.0,800000.0,200000.0,-1400000.0,100000.0,678170.446839
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-11122000.0,4903000.0,12499000.0,-10095000.0,11931000.0,601000.0,-1996000.0,504000.0,171000.0,536000.0,1712000.0,315000.0,-36000.0,-4620000.0,-1032000.0,-1953000.0,0.0,0.0,0.0,0.0,0.0,0.69045,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-832000.0,-392000.0,-1097000.0,-270000.0,-542000.0,-1342000.0,-282000.0,-194000.0,15631000.0,285000.0,4057000.0,2625000.0,7675000.0,12093000.0,7983000.0,0.0,0.0,0.0,0.0,0.0,-0.666889,999.081701,-100000.0,-100000.0,0.0,-100000.0,100000.0,-75352.271871
,netCashProvidedByOperatingActivites,-42934000.0,-14230000.0,-31688000.0,-9768000.0,-3904000.0,-25364000.0,-20671000.0,-17416000.0,-28146000.0,-33221000.0,-29312000.0,-26962000.0,-26209000.0,-31684000.0,-42670000.0,-76729000.0,-78257000.0,-42766000.0,-126446000.0,-54788000.0,-39670292.097366,-45398710.929139,-1700000.0,-9800000.0,-10100000.0,-8800000.0,100000.0,1883806.796775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-12620000.0,-13934000.0,-9854000.0,-3068000.0,-2778000.0,-2282000.0,-829000.0,-485000.0,-1168000.0,-4107000.0,-3453000.0,-6778000.0,-3560000.0,-6379000.0,-8735000.0,-6613000.0,-7087000.0,-5714000.0,-20340000.0,-18329000.0,-21404855.61854,-17661824.307996,-17500000.0,-7500000.0,-7300000.0,-5300000.0,-1900000.0,-678170.446839
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,-2000000.0,0.0,9000000.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-47000.0,0.0,0.0,0.0,-4000.0,0.0,0.0,-185000.0,-12754000.0,-6212000.0,-3290000.0,-45616000.0,-33280000.0,-5249000.0,-2016000.0,-2603000.0,-14444000.0,-139283580.526842,-123716681.2812,-43700000.0,-11500000.0,-400000.0,0.0,-3600000.0,-8364102.177681
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12068000.0,0.0,0.0,17738000.0,0.0,64921000.0,29439000.0,0.0,0.0,0.0,90624000.0,140838000.0,21512000.0,0.0,0.0,0.0,0.0,0.0,5700000.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,1464000.0,0.0,0.0,-9000.0,0.0,3355000.0,37000000.0,-61589000.0,-686000.0,190000.0,24588000.0,-517000.0,715000.0,3106000.0,3110000.0,-27806708.902968,0.0,-47800000.0,-90000000.0,0.0,0.0,0.0,-75352.271871
,netCashUsedForInvestingActivites,-36393000.0,-32746000.0,-23115000.0,-6482000.0,5192000.0,23282000.0,-4240000.0,20891000.0,13025000.0,-3775000.0,38344000.0,19650000.0,-5965000.0,19625000.0,-50793000.0,-14820000.0,-12324000.0,82148000.0,121743000.0,-35143000.0,-188495145.048349,-141378505.589196,-109000000.0,-109000000.0,-7700000.0,400000.0,-5500000.0,-9117624.896391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
