Date,2019-09-30,2018-09-30,2017-09-30,2016-12-31,2015-12-31
Cash and cash equivalents,39100000.0,35224000.0,68177000.0,13000000.0,0.0
Short-term investments,107600000.0,99876000.0,0.0,0.0,0.0
Cash and short-term investments,39100000.0,35224000.0,68177000.0,13000000.0,0.0
Receivables,333700000.0,317056000.0,338814000.0,419000000.0,0.0
Inventories,26500000.0,23830000.0,31976000.0,25000000.0,0.0
Total current assets,551400000.0,531165000.0,489320000.0,503000000.0,0.0
Property Plant & Equipment Net,272400000.0,256806000.0,247506000.0,246000000.0,0.0
Goodwill and Intangible Assets,2061900000.0,2057216000.0,2118637000.0,1703773000.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,52500000.0,48564000.0,,0.0,
Total non-current assets,2377200000.0,2360733000.0,,2401318000.0,
Total assets,2928600000.0,2891898000.0,2890638000.0,2859000000.0,0.0
Payables,99800000.0,93603000.0,85240000.0,76000000.0,0.0
Short-term debt,10400000.0,12963000.0,17545000.0,14600000.0,0.0
Total current liabilities,332700000.0,331470000.0,308730000.0,342000000.0,0.0
Long-term debt,1134200000.0,1141279000.0,1595855000.0,1575000000.0,0.0
Total debt,1144600000.0,1154242000.0,,1613400000.0,
Deferred revenue,49100000.0,72476000.0,,52429000.0,
Tax Liabilities,0.0,1016000.0,,158465000.0,
Deposit Liabilities,0.0,0.0,,0.0,
Total non-current liabilities,1225000000.0,1239701000.0,,1876702000.0,
Total liabilities,1644800000.0,1664571000.0,2185432000.0,2162000000.0,0.0
Other comprehensive income,1440800000,1426344000,,-22859000.0,
Retained earnings (deficit),-146300000.0,-189636000.0,-164060000.0,-178000000.0,0.0
Total shareholders equity,1283800000.0,1227327000.0,705206000.0,696000000.0,0.0
Investments,107600000.0,99876000.0,0.0,0.0,0.0
Net Debt,1105500000.0,1119018000.0,1545223000.0,1576600000.0,
Other Assets,0.0,0.0,,50353000.0,
Other Liabilities,87100000.0,93400000.0,205945000.0,251400000.0,0.0
