date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-2866777.0,-20702044.0,-10750167.0,-19277565.0,-9182624.0,-15405518.0,-26047375.0,-20008049.0,4617659.0,19269642.0,23414347.0,20233049.0,17833650.0,12819533.0,8587086.0,3799550.0,-1842379.0,-504292.0,-226365.0,-1104133.0
,depreciationAndAmortization,2679470.0,2928799.0,3258739.0,3291330.0,3078074.0,3598527.0,1785835.0,1612830.0,1462771.0,1174822.0,1505195.0,1368888.0,719475.0,422443.0,397001.0,250184.0,0.0,504190.0,67271.0,83307.0
,deferredIncomeTax,0.0,0.0,68419.0,122631.0,308175.0,60439.0,77042.0,1061413.0,-430250.0,37281.0,-123177.0,0.0,-257447.0,-162872.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141721.0,196183.0,345416.0,41804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-1615415.0,-3161763.0,-4367495.0,-4059266.0,-5043906.0,-28154578.0,-31629698.0,-25953402.0,1074104.0,17703178.0,18331967.0,6629624.0,19245370.0,16844626.0,9379998.0,8699411.0,63849.0,833939.0,-232630.0,28037.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1098322.0,-11392154.0,-9231358.0,-13366578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,807592.0,1999978.0,688852.0,1718336.0,2734612.0,5157861.0,12780457.0,11155810.0,-4702575.0,-2925143.0,-5530989.0,-1060083.0,2243138.0,-3325681.0,-4214702.0,-916792.0,0.0,0.0,0.0,0.0
,accountsPayables,-214015.0,324180.0,-16441.0,-2045948.0,815198.0,601470.0,634673.0,-1183733.0,-306040.0,-1928259.0,895001.0,3386994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-6081718.0,-4466303.0,-1304540.0,3062955.0,7122221.0,12166127.0,40320705.0,71950403.0,97903805.0,96829701.0,79126523.0,60794556.0,54164932.0,34919562.0,18074936.0,8694938.0,-4473.0,-68322.0,-902261.0,-669631.0
,otherNonCashItems,0.0,0.0,0.0,0.0,3962141.0,196134.0,-1055529.0,6121655.0,871612.0,19377727.0,-1083664.0,-1816785.0,123794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-42260.0,608312.0,1256992.0,841216.0,2895708.0,3350060.0,4572372.0,8595815.0,3643820.0,5237324.0,7785487.0,10668926.0,6543260.0,2801898.0,-1736333.0,-449095.0,-200084.0,-35812.0,-93126.0,-299202.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-867307.0,-136003.0,-51145.0,-136479.0,-193404.0,-685302.0,-5128699.0,-18794261.0,-1769548.0,-5543747.0,-1227725.0,-143082.0,-8494770.0,-2989272.0,-192003.0,-484135.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,423693.0,-714697.0,0.0,-4830705.0,0.0,0.0,0.0,-1946479.0,0.0,0.0,142613.0,0.0,0.0,0.0,-250000.0
,netCashUsedForInvestingActivites,-867307.0,-136003.0,-51145.0,-136479.0,-193404.0,-1895706.0,-5843396.0,-19092892.0,-4987583.0,-5625896.0,-10518381.0,-15360709.0,-10441249.0,-1479531.0,-192003.0,-341522.0,0.0,2500.0,32576.0,-250000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2247158.0,-2420229.0,-2263877.0,-1479944.0,-6021385.0,0.0,0.0,0.0,0.0,0.0,-3835515.0,-2485060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9268938.0,3916183.0,0.0,7804175.0,200000.0,0.0,38750.0,255519.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-237599.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-191639.0,691459.0,287423.0,0.0,0.0,0.0,0.0,0.0,493004.0,0.0,0.0,0.0,0.0,0.0,-58167.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,624177.0,-1728770.0,-1976454.0,-1479944.0,-6021385.0,0.0,605002.0,12322648.0,1286227.0,595670.0,2663384.0,1385622.0,8881132.0,-203021.0,2105426.0,1248727.0,200000.0,31607.0,61086.0,537782.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
