date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,265166000.0,214552000.0,147293000.0,98509000.0,64072000.0,36140000.0,21749000.0
,costOfRevenue,70277000.0,52485000.0,38579000.0,27708000.0,20883000.0,14700000.0,10591000.0
,grossProfit,194889000.0,162067000.0,108714000.0,70801000.0,43189000.0,21440000.0,11158000.0
,grossProfitRatio,0.734969792507335,0.755373988590179,0.738079881596546,0.718726207757667,0.674069796478961,0.593248478140564,0.513035082072739
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,41329000.0,37299000.0,20750000.0,13335000.0,7150000.0,6349000.0,5698000.0
,GeneralAndAdministrativeExpenses,197233000.0,179523000.0,131582000.0,84737000.0,51621000.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1591000.0,1895000.0,1526000.0,1237000.0,-2073000.0,-109000.0,-293000.0
,operatingExpenses,238562000.0,216822000.0,152332000.0,98072000.0,58771000.0,43071000.0,25923000.0
,costAndExpenses,308839000.0,269307000.0,190911000.0,125780000.0,79654000.0,57771000.0,36514000.0
,interestExpense,1519000.0,1643000.0,3115000.0,3386000.0,3248000.0,1059000.0,774000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,6900000.0,3445000.0,2269000.0,1597000.0,568000.0,492000.0,242000.0
,EBITDA,-36773000.0,-51310000.0,-41349000.0,-25674000.0,-15014000.0,-21139000.0,-14523000.0
,EBITDARatio,-0.138679167012362,-0.239149483575077,-0.280726171644274,-0.260625932655899,-0.234330128605319,-0.58491975650249,-0.667754839302956
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-43673000.0,-54755000.0,-43618000.0,-27271000.0,-15582000.0,-21631000.0,-14765000.0
,operatingIncomeRatio,-0.164700602641364,-0.255206197099072,-0.296130841248396,-0.276837649351836,-0.243195155450119,-0.598533480907582,-0.678881787668399
,totalOtherIncomeExpensesNet,1591000.0,1895000.0,-1503000.0,1237000.0,-2073000.0,-109000.0,-293000.0
,incomeBeforeTax,-43601000.0,-54503000.0,-48236000.0,-29420000.0,-20903000.0,-22799000.0,-15832000.0
,incomeBeforeTaxRatio,-0.164429074617409,-0.254031656661322,-0.327483315568289,-0.298652914962085,-0.326242352353602,-0.630852241283896,-0.727941514552393
,incomeTaxExpense,229000.0,65000.0,44000.0,0.0,0.0,0.0,0.0
,netIncome,-43830000.0,-54568000.0,-48280000.0,-29420000.0,-20903000.0,-22799000.0,-15832000.0
,netIncomeRatio,-0.165292684582488,-0.254334613520265,-0.327782039879696,-0.298652914962085,-0.326242352353602,-0.630852241283896,-0.727941514552393
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.58,-2.16,-2.02,-1.3,-3.95,-1.57,-1.072029
,EPSDiluted,-1.58,-2.16,-2.02,-1.3,-3.95,-1.57,-1.072029
,weightedAverageShsOut,28050210.0,25265918.0,23885858.0,22627327.0,5285847.0,14427447.0,14768259.0
,weightedAverageShsOutDil,28050210.0,25265918.0,23885858.0,22627327.0,5285847.0,14427447.0,14768259.0
