date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2007-03-16_FY,2006-12-31_FY,2006-03-09_FY,2005-12-31_FY,2005-03-15_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,606919000.0,549937000.0,523114000.0,432330000.0,408267000.0,344683000.0,285297000.0,246202000.0,248849000.0,204971000.0,195381000.0,184211000.0,151033000.0,141301000.0,0.0,135492000.0,0.0,134452000.0,0.0,114971000.0,97710000.0,90906000.0,80229000.0,71549000.0,58700000.0,18248000.0,9844000.0,8772000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,536612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,202668000.0,200541000.0,199817000.0,175002000.0,167732000.0,147864000.0,133651000.0,121768000.0,109019000.0,79314000.0,68832000.0,67043000.0,56752000.0,54568000.0,0.0,51321000.0,0.0,46329000.0,0.0,39443000.0,33113000.0,28571000.0,25460000.0,23876000.0,18900000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,5235000.0,10028000.0,9565000.0,7229000.0,6448000.0,5465000.0,5524000.0,5294000.0,5294000.0,4292000.0,3830000.0,3337000.0,3762000.0,3642000.0,0.0,4293000.0,0.0,3265000.0,0.0,2658000.0,2354000.0,1917000.0,1596000.0,1492000.0,1400000.0,1150000.0,826000.0,996000.0
,otherExpenses,13986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1256000.0,0.0,0.0,14423000.0,0.0,11155000.0,0.0,10175000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
