Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,58169000.0,48887000.0,40861000.0,35944000.0,62279000.0,741632.0
Short-term investments,0.0,0.0,0.0,0.0,11105000.0,0.0
Cash and short-term investments,58169000.0,48887000.0,40861000.0,35944000.0,62279000.0,741632.0
Receivables,60559000.0,68626000.0,77837000.0,79088000.0,80080000.0,0.0
Inventories,63747000.0,70819000.0,73601000.0,80432000.0,80546000.0,0.0
Total current assets,196139000.0,203987000.0,210165000.0,226367000.0,257097000.0,855599.0
Property Plant & Equipment Net,134869000.0,154196000.0,178318000.0,196150000.0,176478000.0,0.0
Goodwill and Intangible Assets,160594000.0,176641000.0,186415000.0,264085000.0,354789000.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,177097040.0
Tax assets,1738000.0,1589000.0,32989000.0,27085000.0,11105000.0,0.0
Total non-current assets,307458000.0,342336000.0,374166000.0,479812000.0,552307000.0,177097040.0
Total assets,503597000.0,546323000.0,584331000.0,706179000.0,809404000.0,177952639.0
Payables,47497000.0,53668000.0,61160000.0,56838000.0,57704000.0,0.0
Short-term debt,6544000.0,9704000.0,8179000.0,6186000.0,5375000.0,0.0
Total current liabilities,85863000.0,100887000.0,107544000.0,110582000.0,99072000.0,85298.0
Long-term debt,387244000.0,391768000.0,416945000.0,435237000.0,415306000.0,0.0
Total debt,393788000.0,401472000.0,425124000.0,441423000.0,420681000.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,2084000.0,1900000.0,1881000.0,2928000.0,2743000.0,65767.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,425517000.0,439752000.0,479573000.0,510603000.0,527657000.0,0.0
Total liabilities,511380000.0,540639000.0,587012000.0,635097000.0,657694000.0,172952628.0
Other comprehensive income,196145000,193453000,190565000,188533000,185312000,4999184
Retained earnings (deficit),-180360000.0,-167710000.0,-162876000.0,-95997000.0,-21539000.0,0.0
Total shareholders equity,-7783000.0,5684000.0,-2681000.0,71082000.0,151710000.0,5000011.0
Investments,0.0,0.0,0.0,0.0,11105000.0,177097040.0
Net Debt,335619000.0,352585000.0,384263000.0,405479000.0,358402000.0,-741632.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.0,0.0,-105000.0,13912000.0,30965000.0,172867330.0
