date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,revenue,5888300000.0,6633200000.0,6142700000.0,6016500000.0,5639200000.0,5631000000.0,5796000000.0,6507000000.0,7213000000.0,6526000000.0,6092000000.0,7678000000.0,8070000000.0,8812000000.0,8471000000.0,8840000000.0,6735000000.0,8272000000.0,10004000000.0,9752000000.0,5297000000.0,3249200000.0,2006600000.0
,costOfRevenue,5503600000.0,6201100000.0,5723300000.0,5588900000.0,5248100000.0,5226000000.0,5407000000.0,6069000000.0,6722000000.0,6083000000.0,5662000000.0,7147000000.0,7648000000.0,8360000000.0,7990000000.0,8432000000.0,6474000000.0,7716000000.0,9292000000.0,9064000000.0,4915000000.0,2977100000.0,1845100000.0
,grossProfit,384700000.0,432100000.0,419400000.0,427600000.0,391100000.0,405000000.0,390000000.0,438000000.0,491000000.0,443000000.0,430000000.0,531000000.0,422000000.0,452000000.0,481000000.0,408000000.0,261000000.0,556000000.0,713000000.0,688000000.0,383000000.0,272100000.0,161500000.0
,grossProfitRatio,0.0653329483891785,0.065142012904782,0.0682761652042261,0.0710712208094407,0.0693538090509292,0.0719232818327118,0.067287784679089,0.0673121254034117,0.068071537501733,0.0678823168863009,0.0705843729481287,0.0691586350612139,0.0522924411400248,0.0512936904221516,0.0567819619879589,0.0461538461538462,0.0387527839643653,0.0672147001934236,0.0712714914034386,0.0705496308449549,0.0723050783462337,0.0837436907546473,0.0804844014751321
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,28400000.0,28800000.0,26200000.0,24900000.0,23200000.0,20000000.0,17000000.0,15000000.0,14000000.0,3000000.0,8000000.0,8000000.0,3000000.0,5000000.0,0.0,0.0,24000000.0,18000000.0,17000000.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,227300000.0,219000000.0,202700000.0,211100000.0,207500000.0,210000000.0,222000000.0,237000000.0,253000000.0,247000000.0,237000000.0,280000000.0,296000000.0,281000000.0,297000000.0,332000000.0,250000000.0,280000000.0,324000000.0,326000000.0,202000000.0,130600000.0,81600000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,2100000.0,200000.0,3100000.0,-6400000.0,-300000.0,47000000.0,0.0,16000000.0,-3000000.0,-3000000.0,-3000000.0,-2000000.0,-5000000.0,-1000000.0,-14000000.0,117000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,285300000.0,263200000.0,238300000.0,245400000.0,239900000.0,240600000.0,251900000.0,263500000.0,287200000.0,270000000.0,222300000.0,309500000.0,316400000.0,312600000.0,325300000.0,366200000.0,497700000.0,1072200000.0,739500000.0,414991000.0,328700000.0,217500000.0,118700000.0
,costAndExpenses,5739000000.0,6526900000.0,5999500000.0,5859800000.0,5523800000.0,5504000000.0,5663000000.0,6392000000.0,7009000000.0,6417000000.0,5997000000.0,8351000000.0,8012000000.0,8885000000.0,8454000000.0,9422000000.0,6972000000.0,8809000000.0,10054000000.0,9495000000.0,5182000000.0,3194600000.0,1963800000.0
,interestExpense,-49500000.0,-24400000.0,-10100000.0,4300000.0,-6300000.0,-3000000.0,-3000000.0,-4000000.0,-5000000.0,-6000000.0,-35000000.0,-42000000.0,4000000.0,1000000.0,7000000.0,19000000.0,-10000000.0,1000000.0,8000000.0,19000000.0,-11000000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,135400000.0,89100000.0,76500000.0,75600000.0,68300000.0,68700000.0,71700000.0,81700000.0,77200000.0,87800000.0,100400000.0,109200000.0,130800000.0,134200000.0,152700000.0,207700000.0,222100000.0,311000000.0,319500000.0,212500000.0,126500000.0,86900000.0,37100000.0
,EBITDA,284700000.0,195400000.0,219700000.0,232300000.0,183700000.0,196700000.0,205700000.0,196700000.0,281200000.0,196800000.0,195400000.0,-563800000.0,188800000.0,60200000.0,169700000.0,-374300000.0,-14900000.0,-227000000.0,269500000.0,469500000.0,241500000.0,141500000.0,79900000.0
,EBITDARatio,0.048350118030671,0.0294578785503226,0.0357660312240546,0.0386104878251475,0.0325755426301603,0.0349316284851714,0.0354899930986887,0.0302289841708929,0.0389851656730903,0.0301562978853816,0.0320748522652659,-0.0734305808804376,0.0233952912019827,0.00683159328188833,0.0200330539487664,-0.042341628959276,-0.00221232368225687,-0.0274419729206963,0.0269392243102759,0.0481439704675964,0.0455918444402492,0.0435491813369445,0.039818598624539
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,149300000.0,106300000.0,143200000.0,156700000.0,115400000.0,128000000.0,134000000.0,115000000.0,204000000.0,109000000.0,95000000.0,-673000000.0,58000000.0,-74000000.0,17000000.0,-582000000.0,-237000000.0,-538000000.0,-50000000.0,257000000.0,115000000.0,54600000.0,42800000.0
,operatingIncomeRatio,0.0253553657252518,0.0160254477476934,0.0233122242662022,0.0260450427989695,0.0204638955880267,0.022731308826141,0.0231193926846101,0.0176732749346857,0.0282822681269929,0.0167024210848912,0.0155942219304005,-0.0876530346444387,0.00718711276332094,-0.00839763958238765,0.00200684688938732,-0.0658371040723982,-0.0351893095768374,-0.0650386847195358,-0.00499800079968013,0.0263535684987695,0.0217104021144044,0.0168041364028068,0.0213296122794777
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,47000000.0,0.0,16000000.0,-3000000.0,-3000000.0,-3000000.0,-2000000.0,-5000000.0,-1000000.0,-14000000.0,117000000.0,0.0,0.0,0.0,0.0,0.0,-66200000.0,-6400000.0
,incomeBeforeTax,99800000.0,81900000.0,133100000.0,161000000.0,109100000.0,125000000.0,131000000.0,112000000.0,199000000.0,103000000.0,60000000.0,-716000000.0,7000000.0,-136000000.0,-26000000.0,-602000000.0,-233000000.0,-536000000.0,-42000000.0,276000000.0,104000000.0,-50500000.0,-4700000.0
,incomeBeforeTaxRatio,0.0169488646977905,0.0123469818488814,0.0216679961580413,0.0267597440372309,0.0193467158462193,0.0221985437755283,0.0226017943409248,0.0172122329798678,0.0275890752807431,0.0157830217591174,0.00984898227183191,-0.0932534514196405,0.000867410161090458,-0.0154334997730368,-0.00306929524259237,-0.0680995475113122,-0.0345953971789161,-0.0647969052224371,-0.00419832067173131,0.0283018867924528,0.0196337549556353,-0.0155422873322664,-0.00234227050732582
,incomeTaxExpense,29500000.0,-17000000.0,27000000.0,24700000.0,42000000.0,16000000.0,12000000.0,-5000000.0,3000000.0,21000000.0,5000000.0,5000000.0,33000000.0,-98000000.0,-13000000.0,64000000.0,36000000.0,-91000000.0,-2000000.0,69000000.0,36000000.0,-2000000.0,2200000.0
,netIncome,70300000.0,98900000.0,105500000.0,136300000.0,66900000.0,108000000.0,118000000.0,118000000.0,195000000.0,81000000.0,55000000.0,-721000000.0,-14000000.0,-151000000.0,-47000000.0,-854000000.0,-266000000.0,-445000000.0,-40000000.0,207000000.0,68000000.0,-48500000.0,-6900000.0
,netIncomeRatio,0.0119389297420308,0.0149098474341193,0.0171748579614827,0.022654367156985,0.0118633848772876,0.0191795418220565,0.0203588681849551,0.0181343168895036,0.0270345210037432,0.0124118908979467,0.00902823374917925,-0.093904662672571,-0.00173482032218092,-0.0171357240127099,-0.00554834140007083,-0.096606334841629,-0.0394951744617669,-0.0537959381044487,-0.0039984006397441,0.0212264150943396,0.0128374551633,-0.0149267512002955,-0.00343865244692515
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.53338,0.70341,0.72658,0.94719,0.42369,0.6,0.63784,0.55924,0.8945,0.35217,0.2381,-3.14847,-0.06114,-0.6652,-0.20796,-3.84685,-1.22581,-1.93478,-0.18692,0.97642,0.39766,-0.265,-0.05
,EPSDiluted,0.53338,0.70341,0.72658,0.94719,0.42369,0.6,0.63784,0.55924,0.8945,0.35217,0.2381,-3.14847,-0.06114,-0.6652,-0.20796,-3.84685,-1.22581,-1.93478,-0.18692,0.97642,0.39766,-0.265,-0.05
,weightedAverageShsOut,131800000.0,140600000.0,145200000.0,143900000.0,157900000.0,180000000.0,185000000.0,211000000.0,218000000.0,230000000.0,231000000.0,229000000.0,229000000.0,227000000.0,226000000.0,222000000.0,217000000.0,230000000.0,214000000.0,212000000.0,171000000.0,183018868.0,138000000.0
,weightedAverageShsOutDil,131800000.0,140600000.0,145200000.0,143900000.0,157900000.0,180000000.0,185000000.0,211000000.0,218000000.0,230000000.0,231000000.0,229000000.0,229000000.0,227000000.0,226000000.0,222000000.0,217000000.0,230000000.0,214000000.0,212000000.0,171000000.0,183018868.0,138000000.0
