date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,257196000.0,259175000.0,229011000.0,203319000.0,148514000.0,131411000.0,111466000.0,88711000.0,69447000.0,50546000.0,44365000.0,27304000.0,6685000.0,1526000.0,598000.0
,depreciationAndAmortization,29652000.0,26919000.0,35673000.0,54228000.0,45683000.0,35675000.0,29473000.0,25437000.0,21923000.0,17034000.0,12108000.0,7960000.0,5095000.0,3300000.0,2396000.0
,deferredIncomeTax,3136000.0,1670000.0,-11507000.0,-5160000.0,8432000.0,4576000.0,2651000.0,5472000.0,-518000.0,20794000.0,179000.0,-2523000.0,-245000.0,-1656000.0,-2148000.0
,stockBasedCompensation,10663000.0,10300000.0,19508000.0,12688000.0,12276000.0,11257000.0,9945000.0,9936000.0,7811000.0,6452000.0,5049000.0,3419000.0,4991000.0,0.0,0.0
,changeInWorkingCapital,101910000.0,-115834000.0,92221000.0,133453000.0,-29537000.0,-55523000.0,-9746000.0,36633000.0,67538000.0,-25527000.0,-8418000.0,6812000.0,15894000.0,2810000.0,1290000.0
,accountsReceivables,-13250000.0,766000.0,-59264000.0,-19848000.0,-20340000.0,-17313000.0,-15433000.0,-19163000.0,-14148000.0,-28196000.0,-46905000.0,-18376000.0,-10793000.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,1012000.0,-3095000.0,-14306000.0,5378000.0,-4793000.0,5002000.0,-2448000.0,8563000.0,-630000.0,3155000.0,2510000.0,2155000.0,927000.0,0.0,0.0
,otherWorkingCapital,215024000.0,113114000.0,228948000.0,136727000.0,3274000.0,32811000.0,88334000.0,98080000.0,61447000.0,-6091000.0,19436000.0,27854000.0,21042000.0,5148000.0,2338000.0
,otherNonCashItems,571000.0,3631000.0,14706000.0,3883000.0,1161000.0,958000.0,0.0,-3646000.0,244000.0,51356000.0,26628000.0,14834000.0,8359000.0,6257000.0,4664000.0
,netCashProvidedByOperatingActivites,308823000.0,306344000.0,199085000.0,304898000.0,218286000.0,173900000.0,166996000.0,118449000.0,144196000.0,97099000.0,84104000.0,61167000.0,10232000.0,7103000.0,6800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,1206000.0,0.0,-330000.0,-10368000.0,-60727000.0,-13583000.0,0.0,-14542000.0,-7223000.0,0.0,0.0,-35505000.0,0.0,-7406000.0,-2387000.0
,acquisitionsNet,0.0,-361000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-9384000.0,-46948000.0,-94054000.0,-49157000.0,-48122000.0,-114919000.0,-168953000.0,0.0,0.0,-49666000.0,0.0,-2627000.0,0.0,0.0
,salesMaturitiesOfInvestments,10591000.0,57163000.0,65116000.0,65259000.0,69925000.0,65542000.0,122555000.0,60533000.0,0.0,0.0,487000.0,1844000.0,4653000.0,0.0,9045000.0
,otherInvestingActivites,0.0,-69819000.0,-29996000.0,0.0,501000.0,-48122000.0,0.0,29412000.0,-26670000.0,-3732000.0,0.0,0.0,0.0,-149000.0,0.0
,netCashUsedForInvestingActivites,-19351000.0,-405875000.0,-238235000.0,-152064000.0,-216001000.0,-200881000.0,-161010000.0,-172498000.0,-131546000.0,-84277000.0,-111806000.0,-58421000.0,-6348000.0,-7555000.0,6658000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-33144000.0,-161183000.0,-6719000.0,-6805000.0,-7224000.0,-6784000.0,-6696000.0,-6689000.0,-21744000.0,-3748000.0,-2933000.0,-2732000.0,-8607000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14880000.0,128756000.0,6000000.0,4200000.0
,commonStockRepurchased,-134014000.0,-43913000.0,-24758000.0,-11300000.0,-20062000.0,-15562000.0,-5338000.0,-9296000.0,-15242000.0,-23112000.0,-782000.0,-14495000.0,-6000000.0,0.0,-4200000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-153000.0,-497000.0
,otherFinancingActivites,0.0,-2385000.0,0.0,0.0,9734000.0,3636000.0,7637000.0,4469000.0,999000.0,-91000.0,736000.0,247000.0,-108654000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-166275000.0,40090000.0,-26845000.0,-35733000.0,20655000.0,-15221000.0,3428000.0,4762000.0,71272000.0,-25270000.0,-1232000.0,24673000.0,12338000.0,9301000.0,-1676000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,123197000.0,-59441000.0,-65995000.0,117101000.0,22940000.0,-42202000.0,9414000.0,-49287000.0,83922000.0,-12448000.0,-28934000.0,27419000.0,16222000.0,8849000.0,11782000.0
