Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,4000000.0,9000000.0,3000000.0,8000000.0,16000000.0
Short-term investments,0000000.0,0000000.0,0000000.0,0000000.0,0000000.0
Cash and short-term investments,0000000.0,0000000.0,0000000.0,0000000.0,0000000.0
Receivables,2000000.0,3000000.0,1000000.0,0000000.0,000000.0
Inventories,2000000.0,2000000.0,1000000.0,0000000.0,000000.0
Total current assets,15000000.0,12000000.0,8000000.0,1000000.0,0000000.0
Property, Plant & Equipment Net,6000000.0,7000000.0,3000000.0,0000000.0,0000000.0
Goodwill and Intangible Assets,5000000,5000000,5000000,1000000,0
Long-term investments,4000000.0,000000.0,000000.0,000000.0,000000.0
Tax assets,,,,,
Total non-current assets,16000000.0,11000000.0,10000000.0,1000000.0,000000.0
Total assets,24000000.0,27000000.0,14000000.0,10000000.0,16000000.0
Payables,000000.0,000000.0,000000.0,000000.0,0000000.0
Short-term debt,000000.0,4000000.0,000000.0,000000.0,000000.0
Total current liabilities,6000000.0,10000000.0,5000000.0,2000000.0,1000000.0
Long-term debt,14000000.0,8000000.0,8000000.0,000000.0,000000.0
Total debt,14000000.0,8000000.0,8000000.0,000000.0,000000.0
Deferred revenue,0000000.0,0000000.0,0000000.0,0000000.0,000000.0
Tax Liabilities,000000.0,1000000.0,1000000.0,000000.0,000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,16000000.0,11000000.0,10000000.0,1000000.0,000000.0
Total liabilities,21000000.0,21000000.0,16000000.0,2000000.0,1000000.0
Other comprehensive income,,,,,
Retained earnings (deficit),-89000000.0,-77000000.0,-58000000.0,-42000000.0,-32000000.0
Total shareholders equity,3000000.0,6000000.0,-1000000.0,8000000.0,15000000.0
Investments,4000000.0,000000.0,000000.0,000000.0,000000.0
Net Debt,10000000,3000000,5000000,-8000000,-16000000
Other Assets,0,0,0,0,0
Other Liabilities,4000000,4000000,4000000,1000000,0
