Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,20000000.0,21000000.0,29000000.0,18000000.0,11000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,10000000.0,11000000.0,14000000.0,13000000.0,11000000.0
Inventories,,,,,
Total current assets,92000000.0,95000000.0,90000000.0,89000000.0,93000000.0
Property, Plant & Equipment Net,5000000.0,5000000.0,1000000.0,1000000.0,1000000.0
Goodwill and Intangible Assets,74000000,73000000,71000000,70000000,71000000
Long-term investments,,,,,
Tax assets,12000000.0,17000000.0,18000000.0,19000000.0,21000000.0
Total non-current assets,2000000.0,2000000.0,0000000.0,0000000.0,1000000.0
Total assets,122000000.0,128000000.0,133000000.0,124000000.0,118000000.0
Payables,,,,,
Short-term debt,,,,,
Total current liabilities,31000000.0,29000000.0,31000000.0,27000000.0,24000000.0
Long-term debt,,,,,
Total debt,,,,,
Deferred revenue,27000000.0,25000000.0,25000000.0,23000000.0,20000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,2000000.0,2000000.0,0000000.0,0000000.0,1000000.0
Total liabilities,33000000.0,31000000.0,32000000.0,28000000.0,25000000.0
Other comprehensive income,,,,,
Retained earnings (deficit),-21000000.0,-11000000.0,-6000000.0,-10000000.0,-10000000.0
Total shareholders equity,88000000.0,97000000.0,102000000.0,96000000.0,93000000.0
Investments,,,,,
Net Debt,-20000000,-21000000,-29000000,-18000000,-11000000
Other Assets,0,0,0,0,0
Other Liabilities,2000000,2000000,0,0,2000000
