date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,revenue,861332000.0,794012000.0,843215000.0,891557000.0,648687000.0,620176000.0,706500000.0,849600000.0,730000000.0,423400000.0,239300000.0,166700000.0,175400000.0,158500000.0,70900000.0
,costOfRevenue,546399000.0,521995000.0,518375000.0,574434000.0,402226000.0,326447000.0,295700000.0,230600000.0,151600000.0,140300000.0,104900000.0,63400000.0,72800000.0,69300000.0,43800000.0
,grossProfit,314933000.0,272017000.0,324840000.0,317123000.0,246461000.0,293729000.0,410800000.0,619000000.0,578400000.0,283000000.0,134400000.0,103300000.0,102700000.0,89200000.0,27100000.0
,grossProfitRatio,0.365634853923922,0.342585502486109,0.385239826141613,0.355695709864877,0.379938244484628,0.473622004076262,0.581457891012031,0.728578154425612,0.792328767123288,0.668398677373642,0.561638111157543,0.619676064787043,0.585518814139111,0.562776025236593,0.382228490832158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,400000.0,200000.0,100000.0
,GeneralAndAdministrativeExpenses,21590000.0,26679000.0,21507000.0,22189000.0,18185000.0,22364000.0,22900000.0,18800000.0,17000000.0,24700000.0,17300000.0,16400000.0,9700000.0,5700000.0,2400000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-274000.0,5826000.0,5420000.0,4982000.0,4076000.0,2439000.0,11550000.0,-817000.0,3182000.0,115651000.0,0.0,600000.0,0.0,0.0,0.0
,operatingExpenses,54507000.0,51650000.0,34673000.0,34439000.0,32237000.0,37860000.0,35308000.0,30839000.0,28362000.0,24669000.0,17288000.0,17314000.0,21705000.0,16538000.0,6000000.0
,costAndExpenses,735804000.0,304016000.0,768512000.0,668575000.0,805954000.0,417288000.0,318800000.0,249600000.0,168900000.0,154300000.0,121800000.0,146500000.0,84500000.0,76900000.0,46400000.0
,interestExpense,-48942000.0,-40215000.0,-24993000.0,-24193000.0,-4090000.0,-2277000.0,-6083000.0,1800000.0,500000.0,0.0,0.0,-116000.0,1500000.0,-717000.0,800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,258730000.0,253343000.0,263352000.0,309654000.0,199202000.0,160506000.0,144400000.0,101500000.0,57700000.0,57800000.0,41400000.0,19500000.0,21700000.0,16500000.0,6000000.0
,EBITDA,384258000.0,743339000.0,338055000.0,532636000.0,41935000.0,363394000.0,532100000.0,701500000.0,618800000.0,326900000.0,158900000.0,39700000.0,112600000.0,98100000.0,30500000.0
,EBITDARatio,0.446120659629504,0.936181065273573,0.400911985673879,0.597422262401619,0.0646459694737215,0.585953019787931,0.753149327671621,0.825682674199623,0.847671232876712,0.772083136513935,0.66402005850397,0.238152369526095,0.641961231470924,0.618927444794953,0.430183356840621
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,125528000.0,489996000.0,74703000.0,222982000.0,-157267000.0,202888000.0,387700000.0,600000000.0,561100000.0,269100000.0,117500000.0,20200000.0,90900000.0,81600000.0,24500000.0
,operatingIncomeRatio,0.145737067704439,0.617114099031249,0.0885930634535676,0.250104031486489,-0.242438957463307,0.327145842470524,0.548761500353857,0.706214689265537,0.768630136986301,0.63556920170052,0.491015461763477,0.121175764847031,0.51824401368301,0.514826498422713,0.34555712270804
,totalOtherIncomeExpensesNet,486000.0,-6798000.0,6910000.0,-4687000.0,-5457000.0,-2790000.0,-9300000.0,-1000000.0,-3200000.0,7400000.0,500000.0,-400000.0,-600000.0,0.0,0.0
,incomeBeforeTax,77072000.0,442983000.0,56817000.0,193807000.0,-165433000.0,198781000.0,370400000.0,600800000.0,558400000.0,276500000.0,117900000.0,20200000.0,91900000.0,85200000.0,25300000.0
,incomeBeforeTaxRatio,0.0894800146749453,0.557904666428215,0.0673813914600665,0.217380380615036,-0.255027463167907,0.320523528804726,0.524274593064402,0.707156308851224,0.764931506849315,0.653046764289088,0.49268700376097,0.121175764847031,0.523945267958951,0.537539432176656,0.356840620592384
,incomeTaxExpense,-9066000.0,15868000.0,-886000.0,-1330000.0,-3391000.0,-1045000.0,-5100000.0,14800000.0,8300000.0,-13600000.0,0.0,2900000.0,0.0,0.0,0.0
,netIncome,86138000.0,427115000.0,57703000.0,195137000.0,-162042000.0,199826000.0,375500000.0,586000000.0,550000000.0,290100000.0,117900000.0,17300000.0,91900000.0,85200000.0,25300000.0
,netIncomeRatio,0.100005572764045,0.537920081812366,0.0684321317813369,0.218872152874129,-0.249799980576148,0.322208534351539,0.531493276716207,0.689736346516008,0.753424657534247,0.685167690127539,0.49268700376097,0.10377924415117,0.523945267958951,0.537539432176656,0.356840620592384
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.19273,0.96227,0.13042,0.45292,-0.40945,0.55537,1.053,1.64607,1.54538,0.82791,0.38094,0.06942,0.37252,0.36629,0.14795
,EPSDiluted,0.19273,0.96227,0.13042,0.45292,-0.40945,0.55537,1.053,1.64607,1.54538,0.82791,0.38094,0.06942,0.37252,0.36629,0.14795
,weightedAverageShsOut,446930000.0,443862000.0,442442000.0,430845000.0,395755000.0,359804000.0,356600000.0,356000000.0,355900000.0,350400000.0,309500000.0,249200000.0,246700000.0,232600000.0,171000000.0
,weightedAverageShsOutDil,446930000.0,443862000.0,442442000.0,430845000.0,395755000.0,359804000.0,356600000.0,356000000.0,355900000.0,350400000.0,309500000.0,249200000.0,246700000.0,232600000.0,171000000.0
