date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,72195000.0,39185000.0,69771000.0,23092000.0,85571000.0,69436000.0,31887000.0,6946000.0,5465000.0,-214000.0,8200000.0,51091000.0,41692000.0,60062000.0,39719000.0,52668000.0,55533000.0,70507000.0,70091000.0,79887000.0,79801000.0,86000000.0,40500000.0,31200000.0,19700000.0,18300000.0,15700000.0,4000000.0
,depreciationAndAmortization,194816000.0,180872000.0,167201000.0,146351000.0,131041000.0,120363000.0,116049000.0,105318000.0,101444000.0,92388000.0,77894000.0,70921000.0,54748000.0,53924000.0,65529000.0,67206000.0,60974000.0,46162000.0,46558000.0,45129000.0,42825000.0,41200000.0,17100000.0,12100000.0,9000000.0,8100000.0,5400000.0,2300000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-674000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,9922000.0,12275000.0,10691000.0,10028000.0,7598000.0,6029000.0,4451000.0,5210000.0,3492000.0,2922000.0,2411000.0,3711000.0,2780000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-851000.0,-63223000.0,-98519000.0,-90545000.0,153215000.0,-125249000.0,48936000.0,51441000.0,-1262000.0,-120883000.0,99670000.0,28913000.0,-55981000.0,-12631000.0,-7287000.0,-1546000.0,-15117000.0,3100000.0,2400000.0,3600000.0,-16000000.0,11600000.0,-27100000.0,2200000.0,500000.0,300000.0,-400000.0,100000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6013000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-243168000.0,-179945000.0,-81426000.0,9119000.0,-144096000.0,-18847000.0,-67783000.0,-119224000.0,-117962000.0,2921000.0,-96749000.0,-125662000.0,-69681000.0,-57050000.0,-49763000.0,-48217000.0,-33100000.0,-36200000.0,-38600000.0,-42200000.0,-26200000.0,-37800000.0,-10700000.0,-12900000.0,0.0,0.0,0.0
,otherNonCashItems,-2245000.0,-1463000.0,-2762000.0,-4575000.0,-7134000.0,-3569000.0,-10329000.0,-8182000.0,-73000.0,-4302000.0,-5495000.0,-964000.0,1072000.0,12185000.0,10869000.0,1398000.0,-1022000.0,-2645000.0,5531000.0,-5604000.0,0.0,400000.0,2700000.0,600000.0,400000.0,0.0,600000.0,0.0
,netCashProvidedByOperatingActivites,470089000.0,213138000.0,208355000.0,179766000.0,151272000.0,160375000.0,125370000.0,120797000.0,116397000.0,105032000.0,80835000.0,103214000.0,106610000.0,90920000.0,109088000.0,101665000.0,126238000.0,97028000.0,109026000.0,91342000.0,121037000.0,91800000.0,23500000.0,40400000.0,29600000.0,26700000.0,21300000.0,6400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-93963000.0,-64670000.0,-70807000.0,-80613000.0,-71433000.0,-48769000.0,-70670000.0,0.0,0.0,-230106000.0,-369034000.0,-170520000.0,-383702000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-101931000.0,-25109000.0,-23391000.0,-42516000.0,0.0,-10654000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2717000.0,0.0,0.0,0.0,0.0,8236000.0,311927000.0,32706000.0,0.0,0.0,0.0,0.0,0.0,15048000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,8000.0,19000.0,19000.0,1918000.0,4379000.0,-56267000.0,-90598000.0,0.0,0.0,0.0,11092000.0,52227000.0,50747000.0,51529000.0,55360000.0,12147000.0,99913000.0,73707000.0,78655000.0,-9100000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-555166000.0,-418528000.0,-105027000.0,-259448000.0,-237824000.0,-65782000.0,-105588000.0,-207946000.0,-113254000.0,-294668000.0,-350430000.0,-97761000.0,-368875000.0,233355000.0,-53548000.0,-35870000.0,-300110000.0,-71816000.0,56172000.0,19736000.0,-4047000.0,-17900000.0,-89000000.0,-67500000.0,-63500000.0,-45900000.0,-130400000.0,-130700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
