date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,15431000.0,111026000.0,7194000.0,20255000.0,23214000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,59487000.0,50432000.0,44277000.0,32663000.0,25774000.0
,GeneralAndAdministrativeExpenses,11086000.0,9421000.0,7564000.0,6274000.0,4728000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,6118000.0,6637000.0,4903000.0,3857000.0,3168000.0
,operatingExpenses,76691000.0,66490000.0,56744000.0,42794000.0,33670000.0
,costAndExpenses,76691000.0,66490000.0,56744000.0,42794000.0,33670000.0
,interestExpense,184000.0,1894000.0,298000.0,147000.0,256000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1967000.0,1694000.0,961000.0,580000.0,278000.0
,EBITDA,-59215000.0,46501000.0,-48498000.0,-21635000.0,-6562000.0
,EBITDARatio,-3.8374052232519,0.418829823644912,-6.74145120934112,-1.06813132559862,-0.282674248298441
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-61260000.0,44536000.0,-49550000.0,-22539000.0,-10456000.0
,operatingIncomeRatio,-4.01276650897544,0.409291517302254,-7.08242980261329,-1.30392495680079,-0.305677608339795
,totalOtherIncomeExpensesNet,661000.0,-906000.0,1401000.0,3872000.0,-3360000.0
,incomeBeforeTax,-61921000.0,45442000.0,-50951000.0,-26411000.0,-7096000.0
,incomeBeforeTaxRatio,-4.01276650897544,0.409291517302254,-7.08242980261329,-1.30392495680079,-0.305677608339795
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0
,netIncome,-61921000.0,45442000.0,-50951000.0,-26411000.0,-7096000.0
,netIncomeRatio,-4.01276650897544,0.409291517302254,-7.08242980261329,-1.30392495680079,-0.305677608339795
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.86,0.64,-0.82,-0.46,-0.14
,EPSDiluted,-0.86,0.64,-0.82,-0.46,-0.14
,weightedAverageShsOut,71900212.0,70603611.0,61838228.0,57084295.0,50096859.0
,weightedAverageShsOutDil,71900212.0,71103341.0,61838228.0,57084295.0,50096859.0
