date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,906635000.0,1060743000.0,604296000.0,278089000.0
,costOfRevenue,689973000.0,605533000.0,477672000.0,288121000.0
,grossProfit,216662000.0,455210000.0,126624000.0,-10032000.0
,grossProfitRatio,0.238973787687438,0.429142591560821,0.209539695778228,-0.0360747818144551
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,98845000.0,134604000.0,110167000.0,232388000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0
,otherExpenses,4535000.0,5099000.0,2010000.0,386000.0
,operatingExpenses,243037000.0,205626000.0,146874000.0,279701000.0
,costAndExpenses,933010000.0,811159000.0,624546000.0,567822000.0
,interestExpense,79232000.0,123330000.0,51889000.0,68843000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0
,EBITDA,502697000.0,690458000.0,296759000.0,-83999000.0
,EBITDARatio,0.554464586079293,0.650919214173461,0.491082184889524,-0.302057974245655
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-26375000.0,249584000.0,-20250000.0,-289733000.0
,operatingIncomeRatio,-0.0290910895784963,0.235291677625966,-0.0335100679137376,-1.04187148718576
,totalOtherIncomeExpensesNet,-1370989000.0,62451000.0,-35969000.0,-126705000.0
,incomeBeforeTax,-1476596000.0,188705000.0,-108108000.0,-485281000.0
,incomeBeforeTaxRatio,-1.62865541259713,0.177898887855022,-0.178899082568807,-1.74505643876601
,incomeTaxExpense,-109176000.0,66850000.0,-63700000.0,-29280000.0
,netIncome,-1387412000.0,114568000.0,-44408000.0,-456001000.0
,netIncomeRatio,-1.53028727106278,0.108007311855935,-0.0734871652302845,-1.63976640571903
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-9.29,0.56,-0.35,-2.65372
,EPSDiluted,-9.29,0.56,-0.35,-2.65372
,weightedAverageShsOut,151481000.0,174748000.0,171910000.0,171834605.0
,weightedAverageShsOutDil,151481000.0,174748000.0,171910000.0,171834605.0
