date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,254745000.0,199408000.0,160017000.0,125258000.0,95357000.0
,costOfRevenue,181482000.0,142703000.0,120897000.0,95733000.0,61048000.0
,grossProfit,73263000.0,56705000.0,39120000.0,29525000.0,34309000.0
,grossProfitRatio,0.28759347582877,0.284366725507502,0.244474024634883,0.235713487362085,0.359795295573477
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,5349000.0,5524000.0,10612000.0,5667000.0,8584000.0
,GeneralAndAdministrativeExpenses,31648000.0,105955000.0,54921080.0,37598000.0,26767000.0
,SellingAndMarketingExpenses,38028000.0,-42968000.0,-32080.0,0.0,28266000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,71962000.0,67452000.0,66574000.0,44696000.0,63617000.0
,costAndExpenses,253444000.0,211549000.0,187186000.0,140429000.0,124665000.0
,interestExpense,2650000.0,1915000.0,773.0,-9484000.0,713000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,6500000.0,5108000.0,5226000.0,5584000.0,5824000.0
,EBITDA,-1835000.0,-2533000.0,-27182882.0,-27971000.0,-20571000.0
,EBITDARatio,-0.00720328171308563,-0.0127025996950975,-0.169874963285151,-0.223307094157659,-0.215726165881896
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,1301000.0,-12141000.0,-27169000.0,-15171000.0,-29308000.0
,operatingIncomeRatio,0.00510706785216589,-0.0608852202519458,-0.169788210002687,-0.12111801242236,-0.30735027318393
,totalOtherIncomeExpensesNet,14574000.0,-1747000.0,4787000.0,8900000.0,-2200000.0
,incomeBeforeTax,-13273000.0,-10394000.0,-31956000.0,-24071000.0,-27108000.0
,incomeBeforeTaxRatio,-0.0521030834756325,-0.0521242878921608,-0.199703781473218,-0.192171358316435,-0.284279077571652
,incomeTaxExpense,1633000.0,47000.0,-655.0,548000.0,222000.0
,netIncome,-12618000.0,-9603000.0,-32409000.0,-24619000.0,-27330000.0
,netIncomeRatio,-0.0495318848260025,-0.048157546337158,-0.202534730684865,-0.196546328378227,-0.286607170947073
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.44144271792692,-0.33596,-1.22518,-0.88357,-0.5755
,EPSDiluted,-0.44144271792692,-0.33596,-1.22518,-0.88357,-0.5755
,weightedAverageShsOut,28583550.0,28583550.0,26452410.0,27863010.0,51556366.0
,weightedAverageShsOutDil,28583550.0,28583550.0,26452410.0,27863010.0,51556366.0
