date,,2020-09-26_FY,2019-09-28_FY,2018-09-29_FY,2017-09-30_FY,2016-10-01_FY,2015-09-26_FY,2014-09-27_FY,2013-09-28_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,559000000.0,404000000.0,496000000.0,340000000.0,236000000.0,86000000.0,62000000.0,57000000.0,2000000.0,-299000000.0,-113000000.0
,depreciationAndAmortization,545000000.0,613000000.0,538000000.0,521000000.0,525000000.0,350000000.0,358000000.0,341000000.0,355000000.0,344000000.0,317000000.0
,deferredIncomeTax,-96000000.0,-52000000.0,-86000000.0,5000000.0,31000000.0,26000000.0,-4000000.0,22000000.0,1000000.0,-51000000.0,-52000000.0
,stockBasedCompensation,33000000.0,27000000.0,23000000.0,20000000.0,20000000.0,21000000.0,15000000.0,16000000.0,0.0,2000000.0,0.0
,changeInWorkingCapital,-84000000.0,670000000.0,178000000.0,109000000.0,83000000.0,13000000.0,12000000.0,66000000.0,16000000.0,571000000.0,-64000000.0
,accountsReceivables,49000000.0,150000000.0,-53000000.0,-41000000.0,-34000000.0,46000000.0,5000000.0,3000000.0,95000000.0,-11000000.0,-41000000.0
,inventory,48000000.0,99000000.0,-79000000.0,10000000.0,9000000.0,74000000.0,19000000.0,-43000000.0,37000000.0,59000000.0,-118000000.0
,accountsPayables,24000000.0,-35000000.0,97000000.0,59000000.0,49000000.0,-60000000.0,30000000.0,-41000000.0,-53000000.0,-22000000.0,83000000.0
,otherWorkingCapital,1634000000.0,1718000000.0,1048000000.0,870000000.0,761000000.0,678000000.0,665000000.0,653000000.0,587000000.0,571000000.0,0.0
,otherNonCashItems,0.0,8000000.0,73000000.0,24000000.0,20000000.0,123000000.0,61000000.0,110000000.0,30000000.0,-219000000.0,18000000.0
,netCashProvidedByOperatingActivites,750000000.0,1201000000.0,1004000000.0,975000000.0,857000000.0,637000000.0,530000000.0,464000000.0,479000000.0,327000000.0,112000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-583000000.0,-399000000.0,-336000000.0,-269000000.0,-288000000.0,-180000000.0,-215000000.0,-239000000.0,-230000000.0,-160000000.0,-223000000.0
,acquisitionsNet,-14000000.0,-5852000000.0,-702000000.0,-515000000.0,-2283000000.0,-3000000.0,-226000000.0,-24000000.0,-55000000.0,-368000000.0,-658000000.0
,purchasesOfInvestments,0.0,-74000000.0,-33000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-5778000000.0,29000000.0,10000000.0,-8000000.0,18000000.0,19000000.0,18000000.0,30000000.0,0.0,29000000.0
,netCashUsedForInvestingActivites,-316000000.0,-6251000000.0,-1035000000.0,-774000000.0,-2579000000.0,-165000000.0,-422000000.0,-245000000.0,-255000000.0,-523000000.0,-852000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-1214000000.0,-335000000.0,-636000000.0,-524000000.0,-951000000.0,-1687000000.0,-1978000000.0,-175000000.0,-880000000.0,-178000000.0
,commonStockIssued,30000000.0,55000000.0,23000000.0,31000000.0,26000000.0,18000000.0,17000000.0,27000000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-19000000.0,-10000000.0,0.0,26000000.0,18000000.0,17000000.0,465000000.0,-6000000.0,-2000000.0,-3000000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,6659000000.0,458000000.0,-116000000.0,2638000000.0,796000000.0,1680000000.0,1929000000.0,0.0,-23000000.0,-38000000.0
,netCashUsedProvidedByFinancingActivities,-1220000000.0,5426000000.0,113000000.0,-226000000.0,1817000000.0,-365000000.0,-119000000.0,-164000000.0,-179000000.0,90000000.0,878000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-7000000.0,-7000000.0,8000000.0,0.0,-8000000.0,-2000000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,369000000.0,75000000.0,-17000000.0,95000000.0,99000000.0,-13000000.0,55000000.0,45000000.0,-106000000.0,138000000.0
,cashAtEndOfPeriod,750000000.0,750000000.0,381000000.0,306000000.0,323000000.0,228000000.0,129000000.0,142000000.0,87000000.0,42000000.0,148000000.0
,cashAtBeginningOfPeriod,750000000.0,381000000.0,306000000.0,323000000.0,228000000.0,129000000.0,142000000.0,87000000.0,42000000.0,148000000.0,10000000.0
,operatingCashFlow,750000000.0,1201000000.0,1004000000.0,975000000.0,857000000.0,637000000.0,530000000.0,464000000.0,479000000.0,327000000.0,112000000.0
,capitalExpenditure,-583000000.0,-399000000.0,-336000000.0,-269000000.0,-288000000.0,-180000000.0,-215000000.0,-239000000.0,-230000000.0,-160000000.0,-223000000.0
,freeCashFlow,167000000.0,802000000.0,668000000.0,706000000.0,569000000.0,457000000.0,315000000.0,225000000.0,249000000.0,167000000.0,-111000000.0
