date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,16876000.0,-234195000.0,-105587000.0,-42501000.0,42113000.0,28749000.0,1673168000.0,-28684000.0
,depreciationAndAmortization,0.0,48270000.0,52786000.0,28210000.0,11509000.0,765000.0,0.0,0.0
,deferredIncomeTax,3760000.0,-41197000.0,-35970000.0,-24150000.0,0.0,8194000.0,3291000.0,126000.0
,stockBasedCompensation,9361000.0,8320000.0,5791000.0,10524000.0,7380000.0,2911000.0,1442000.0,0.0
,changeInWorkingCapital,1734000.0,-4780000.0,-2619000.0,-440000.0,-775000.0,-3043000.0,2127000.0,169000.0
,accountsReceivables,0.0,4929000.0,-8613000.0,-1248000.0,0.0,-2559000.0,-562000.0,0.0
,inventory,0.0,0.0,9859000.0,-8737000.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,10639000.0,6745000.0,3941000.0,-3136000.0,2832000.0,1813000.0,-1135000.0,0.0
,netCashProvidedByOperatingActivites,107978000.0,91598000.0,82158000.0,48716000.0,53444000.0,29138000.0,124087000.0,240592000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-137890000.0,-84135000.0,-141206000.0,-80256000.0,-55355000.0,-300000.0,-1083000.0,-5223000.0
,acquisitionsNet,0.0,-52000000.0,-109000000.0,-541000000.0,0.0,27000000.0,0.0,0.0
,purchasesOfInvestments,-49194000.0,-102412000.0,-114746000.0,-247838000.0,-82384000.0,-137042000.0,-30681000.0,-19000.0
,salesMaturitiesOfInvestments,11276000.0,130128000.0,27043000.0,73137000.0,127383000.0,0.0,66000.0,1045000.0
,otherInvestingActivites,4917000.0,166000.0,3891000.0,-1128000.0,-8327000.0,-6293000.0,0.0,0.0
,netCashUsedForInvestingActivites,-223099000.0,7562000.0,-65635000.0,-877515000.0,-15053000.0,-140935000.0,-33289000.0,-142711000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-19205000.0,-30000000.0,-123475000.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,85000000.0,0.0,358000.0,264278000.0,177934000.0,4887000.0,197631000.0,12823000.0
,commonStockRepurchased,-3933000.0,-143019000.0,-31243000.0,-1822000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-28914000.0,-27455000.0,-27809000.0,-19325000.0,-15317000.0,-9834000.0,0.0,0.0
,otherFinancingActivites,204418000.0,-2991000.0,-977000.0,-11517000.0,-4417000.0,-11038000.0,-220000.0,0.0
,netCashUsedProvidedByFinancingActivities,316861000.0,-161910000.0,-183146000.0,678937000.0,208200000.0,184035000.0,110000.0,-29705000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-7439000.0,-3292000.0,7183000.0,-15682000.0,-5851000.0,11100000.0,593000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,194301000.0,-66042000.0,-159440000.0,-165544000.0,240740000.0,83338000.0,13766000.0,68176000.0
,cashAtEndOfPeriod,302524000.0,108223000.0,174265000.0,333705000.0,499249000.0,258509000.0,175171000.0,161405000.0
,cashAtBeginningOfPeriod,108223000.0,174265000.0,333705000.0,499249000.0,258509000.0,175171000.0,161405000.0,93229000.0
,operatingCashFlow,107978000.0,91598000.0,82158000.0,48716000.0,53444000.0,29138000.0,124087000.0,240592000.0
,capitalExpenditure,-137890000.0,-84135000.0,-141206000.0,-80256000.0,-55355000.0,-300000.0,-1083000.0,-5223000.0
,freeCashFlow,-29912000.0,7463000.0,-59048000.0,-31540000.0,-1911000.0,28838000.0,123004000.0,235369000.0
