date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-26341000.0,503919000.0,137057000.0,7822000.0,-85667000.0,6188000.0,-24792000.0,-227941000.0,-254612000.0,-11510000.0,6754000.0,118777000.0,240945000.0,299492000.0,196398000.0,156657000.0,121211000.0,92217000.0,90106000.0,71725000.0,96803000.0,90700000.0,107500000.0,278800000.0,119000000.0,97400000.0,86600000.0,87600000.0,84300000.0,76500000.0,72500000.0,11400000.0
,depreciationAndAmortization,159702000.0,138395000.0,132785000.0,129937000.0,141486000.0,156475000.0,176326000.0,237041000.0,272117000.0,310441000.0,315239000.0,311531000.0,337949000.0,306413000.0,252982000.0,198065000.0,184371000.0,168935000.0,155661000.0,176531000.0,159099000.0,135900000.0,131400000.0,116500000.0,109400000.0,104900000.0,99600000.0,74900000.0,57100000.0,57700000.0,56600000.0,56200000.0
,deferredIncomeTax,1115000.0,6815000.0,-6522000.0,57349000.0,-7654000.0,5174000.0,7551000.0,-18427000.0,-10708000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22806000.0,200000.0,3900000.0,-8200000.0,-800000.0,-19000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,2921000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,89950000.0,-120000.0,70074000.0,-31772000.0,-8663000.0,42137000.0,-115724000.0,-196882000.0,51705000.0,-9919000.0,-31154000.0,101174000.0,-154305000.0,150520000.0,-31773000.0,6093000.0,77251000.0,40724000.0,-12841000.0,51157000.0,7736000.0,69900000.0,-228600000.0,126700000.0,69200000.0,-109100000.0,71600000.0,-134100000.0,32200000.0,58100000.0,15400000.0,58800000.0
,accountsReceivables,34221000.0,-3464000.0,-16881000.0,-32012000.0,16041000.0,41650000.0,7026000.0,-34504000.0,22016000.0,-58011000.0,4395000.0,111207000.0,34198000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-12281000.0,-42484000.0,-14706000.0,19557000.0,-12313000.0,-44806000.0,-19991000.0,18510000.0,2365000.0,7976000.0,12599000.0,35798000.0,-24238000.0,-106495000.0,-20347000.0,-25908000.0,-22278000.0,-2078000.0,-13280000.0,11893000.0,966000.0,15900000.0,-25000000.0,-13000000.0,3100000.0,-1600000.0,-7300000.0,9200000.0,13600000.0,109100000.0,-1400000.0,-59700000.0
,accountsPayables,-14452000.0,13407000.0,18347000.0,12554000.0,-20285000.0,-401000.0,-28901000.0,14319000.0,-37649000.0,-2713000.0,36529000.0,-54701000.0,-22144000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,277868000.0,187918000.0,188038000.0,117964000.0,149736000.0,158399000.0,116262000.0,231986000.0,428868000.0,377163000.0,387082000.0,418236000.0,317062000.0,471367000.0,320847000.0,352620000.0,346527000.0,269276000.0,228552000.0,241393000.0,190236000.0,182500000.0,112600000.0,341200000.0,214500000.0,145300000.0,254400000.0,182800000.0,316900000.0,284700000.0,226600000.0,211200000.0
,otherNonCashItems,310000.0,1764000.0,2666000.0,749000.0,2085000.0,-6429000.0,39376000.0,2735000.0,4345000.0,60114000.0,-20629000.0,-15762000.0,67138000.0,-41233000.0,-3000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,-22300000.0,21400000.0,-11600000.0,-200000.0,8900000.0,-100000.0,-600000.0,3900000.0,-1500000.0,-200000.0
,netCashProvidedByOperatingActivites,53818000.0,-163000.0,192022000.0,176892000.0,159785000.0,121507000.0,225846000.0,188255000.0,198879000.0,298776000.0,401427000.0,434458000.0,574276000.0,471740000.0,409239000.0,315279000.0,270465000.0,262788000.0,253754000.0,240601000.0,259448000.0,214000000.0,189300000.0,148500000.0,217200000.0,258800000.0,161400000.0,232200000.0,108100000.0,151500000.0,63600000.0,129500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-120224000.0,-184973000.0,-132168000.0,-98314000.0,-69340000.0,-123552000.0,-207978000.0,-246147000.0,-265023000.0,-313101000.0,-192348000.0,-165320000.0,-457617000.0,-443583000.0,-340173000.0,-290239000.0,-204235000.0,-143824000.0,-114340000.0,-156073000.0,-482509000.0,-224100000.0,-318100000.0,-152000000.0,-150300000.0,-113900000.0,-90900000.0,-420500000.0,-42700000.0,-53800000.0,-71100000.0,-67600000.0
,acquisitionsNet,-396000000.0,35000000.0,-56000000.0,0.0,0.0,-8000000.0,-26000000.0,-3000000.0,-1000000.0,-2000000.0,-28000000.0,-103000000.0,-16000000.0,-255000000.0,-34000000.0,-394000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-2758000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81600000.0,-14300000.0,-3100000.0,-15800000.0,-3100000.0,0.0,0.0,0.0,-7600000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44000000.0,71500000.0,26600000.0,5500000.0,32400000.0,22600000.0,0.0,0.0,0.0,0.0
