Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,620697000.0,870694000.0,985046000.0,1213145000.0
Revenue Growth,-0.2871,-0.1161,-0.188,
Cost of Revenue,306169000.0,410642000.0,393921000.0,636984000.0
Gross Profit,314528000.0,460052000.0,591125000.0,336919000.0
R&D Expenses,0.0,0.0,0.0,
SG&A Expense,308828000.0,510168000.0,560760000.0,724522000.0
Operating Expenses,356393000.0,720972000.0,2117954000.0,1609328000.0
Operating Income,-41865000.0,-260920000.0,-1526829000.0,-387603000.0
Interest Expense,100513000.0,118605000.0,113732000.0,-138383000.0
Earnings before Tax,-143080000.0,-299494000.0,-1556765000.0,1230784000.0
Income Tax Expense,0.0,-6347000.0,-2892000.0,3006000.0
Net Income - Non-Controlling int,-51580000.0,-46275000.0,0.0,
Net Income - Discontinued ops,8414000.0,-1005000.0,19994000.0,
Net Income,-143080000.0,-293147000.0,-1553873000.0,
Preferred Dividends,0.0,0.0,0.0,
Net Income Com,-143080000.0,-293147000.0,-1553873000.0,1466512000.0
EPS,-1.94,-3.39,-15.52,14.67
EPS Diluted,-1.94,-3.39,-15.52,14.67
Weighted Average Shs Out,100873423.0,100481639.0,100783074.0,100000000.0
Weighted Average Shs Out (Dil),100675000.0,100332000.0,100098000.0,
Dividend per Share,0.0,0.0,0.0,
Gross Margin,0.5067,0.5284,0.6001,0.2777
EBITDA Margin,-0.022,-0.167,-1.29,
EBIT Margin,-0.0686,-0.2078,-1.4649,-0.3266
Profit Margin,-0.231,-0.337,-1.577,
Free Cash Flow margin,-0.308,-0.1791,-0.1253,
EBITDA,-13951000.0,-145443000.0,-1270650000.0,
EBIT,-42567000.0,-180889000.0,-1443033000.0,-396183000.0
Consolidated Income,-194660000.0,-339422000.0,-1553873000.0,
Earnings Before Tax Margin,-0.2305,-0.344,-1.5804,1.0145
Net Profit Margin,-0.2305,-0.3367,-1.5775,
