Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,0.0,116000.0,227000.0,574000.0,1663000.0,2309000.0,0.0
Stock-based compensation,0.0,517000.0,658000.0,1129000.0,807000.0,401000.0,143000.0
Operating Cash Flow,0.0,-6417000.0,-8444000.0,-583173000.0,-33581000.0,-25297000.0,0.0
Capital Expenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,0.0,-19974000.0,-180439000.0,-269694000.0,-511103000.0,0.0,0.0
Investing Cash flow,561000000.0,73048000.0,21980000.0,-39127000.0,156159000.0,51292000.0,16761000.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Issuance (buybacks) of shares,-242000000.0,-26709000.0,-2491000.0,-9924000.0,-78009000.0,-11986000.0,-16761000.0
Dividend payments,-0.0,-18050000.0,-18000000.0,-16998000.0,-0.0,-0.0,-0.0
Financing Cash Flow,0.0,-36824000.0,-20969000.0,554215000.0,-56555000.0,-30770000.0,0.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,561000000.0,605645000.0,2491000.0,9924000.0,66023000.0,-4775000.0,16761000.0
Free Cash Flow,0.0,-6417000.0,-8444000.0,-583173000.0,-33581000.0,-25297000.0,0.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0
