date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,revenue,585700000.0,1070000000.0,1205400000.0,1169500000.0,1178400000.0,1414700000.0
,costOfRevenue,619100000.0,1003100000.0,1161600000.0,1094200000.0,1052400000.0,1280600000.0
,grossProfit,-33400000.0,66900000.0,43800000.0,75300000.0,126000000.0,134100000.0
,grossProfitRatio,-0.0570257811166126,0.0625233644859813,0.0363364858138377,0.0643864899529714,0.106924643584521,0.0947904149289602
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,103200000.0,0.0,85400000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,357700000.0,166800000.0,4900000.0,9300000.0,11800000.0
,operatingExpenses,0.0,174100000.0,166900000.0,153700000.0,128200000.0,146200000.0
,costAndExpenses,766400000.0,1177200000.0,1328500000.0,1247900000.0,1180600000.0,1426800000.0
,interestExpense,9000000.0,17800000.0,4700000.0,7000000.0,5200000.0,5500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,30700000.0,40700000.0,61300000.0,49300000.0,44700000.0,49800000.0
,EBITDA,-150000000.0,-66500000.0,-61800000.0,-29100000.0,42500000.0,37700000.0
,EBITDARatio,-0.256103807409937,-0.0621495327102804,-0.0512692882030861,-0.0248824283882001,0.0360658520027155,0.0266487594543013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-180700000.0,-107200000.0,-123100000.0,-78400000.0,-2200000.0,-12100000.0
,operatingIncomeRatio,-0.308519719993171,-0.10018691588785,-0.102123776339804,-0.0670371953826421,-0.00186693822131704,-0.0085530501166325
,totalOtherIncomeExpensesNet,2354400000.0,347300000.0,140100000.0,4900000.0,9300000.0,11800000.0
,incomeBeforeTax,2181900000.0,237900000.0,18600000.0,-75200000.0,5200000.0,-3800000.0
,incomeBeforeTaxRatio,3.72528598258494,0.222336448598131,0.01543056246889,-0.0643009833262078,0.00441276306856755,-0.00268608185481021
,incomeTaxExpense,481200000.0,24200000.0,13100000.0,-16600000.0,-10400000.0,-19700000.0
,netIncome,1786200000.0,77300000.0,27600000.0,108800000.0,-12400000.0,-22900000.0
,netIncomeRatio,3.04968413863753,0.0722429906542056,0.0228969636635142,0.0930312099187687,-0.0105227427019688,-0.0161871774934615
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,24.7396121883657,1.07063711911357,0.387640449438202,1.54,-0.174998,-0.323181
,EPSDiluted,24.7396121883657,1.06767955801105,0.387096774193548,1.54,-0.174998,-0.323181
,weightedAverageShsOut,72200000.0,72200000.0,71200000.0,70600000.0,70858143.0,70858143.0
,weightedAverageShsOutDil,72200000.0,72400000.0,71300000.0,70600000.0,70858143.0,70858143.0
