Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,193000000.0,107000000.0,168000000.0,68000000.0,77000000.0
Short-term investments,167000000.0,154000000.0,97000000.0,42000000.0,38000000.0
Cash and short-term investments,167000000.0,154000000.0,97000000.0,42000000.0,38000000.0
Receivables,76000000.0,63000000.0,61000000.0,47000000.0,44000000.0
Inventories,1000000.0,1000000.0,1000000.0,0000000.0,1000000.0
Total current assets,77000000.0,77000000.0,63000000.0,59000000.0,12000000.0
Property, Plant & Equipment Net,25000000.0,21000000.0,12000000.0,8000000.0,5000000.0
Goodwill and Intangible Assets,39000000,45000000,43000000,44000000,0
Long-term investments,7000000.0,5000000.0,5000000.0,4000000.0,4000000.0
Tax assets,2000000.0,1000000.0,1000000.0,0000000.0,0000000.0
Total non-current assets,47000000.0,39000000.0,37000000.0,40000000.0,26000000.0
Total assets,528000000.0,409000000.0,398000000.0,221000000.0,176000000.0
Payables,6000000.0,6000000.0,7000000.0,5000000.0,4000000.0
Short-term debt,,,,,
Total current liabilities,166000000.0,138000000.0,121000000.0,84000000.0,61000000.0
Long-term debt,,,,,
Total debt,,,,,
Deferred revenue,33000000.0,26000000.0,28000000.0,25000000.0,23000000.0
Tax Liabilities,4000000.0,4000000.0,1000000.0,2000000.0,000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,47000000.0,39000000.0,37000000.0,40000000.0,26000000.0
Total liabilities,213000000.0,177000000.0,157000000.0,123000000.0,88000000.0
Other comprehensive income,-0000000.0,-1000000.0,-1000000.0,-1000000.0,-0000000.0
Retained earnings (deficit),-257000000.0,-277000000.0,-207000000.0,-158000000.0,-99000000.0
Total shareholders equity,315000000.0,232000000.0,240000000.0,97000000.0,89000000.0
Investments,7000000.0,5000000.0,5000000.0,4000000.0,4000000.0
Net Debt,-193000000,-107000000,-168000000,-68000000,-77000000
Other Assets,11000000,4000000,5000000,4000000,3000000
Other Liabilities,26000000,26000000,33000000,27000000,16000000
