date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2007-04-16_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2001-09-30_FY,2000-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-226770000.0,-12974650.0,-12462979.0,-31444704.0,-5006235.0,-21861917.0,-22131615.0,-23131936.0,-25310735.0,-92483360.0,-17299884.0,-16015359.0,-12057732.0,-4829665000.0,-4829665.0,-1214193.0,-2128794.0,-3845814.0,-2064803.0,-1310000.0,-285159.0,-261456.0
,depreciationAndAmortization,12938.0,5427029.0,4533109.0,4246787.0,6623985.0,8220219.0,6601246.0,5710396.0,5254708.0,5312469.0,3051461.0,2903244.0,2233454.0,42326000.0,42326.0,56230.0,80208.0,265841.0,487685.0,620000.0,211.0,1964.0
,deferredIncomeTax,-8594.0,-225218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,11236.0,6582286.0,4289033.0,3897437.0,3481908.0,3888275.0,8515391.0,6302141.0,6319314.0,5080783.0,1561378.0,0.0,0.0,371347000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-35193932.0,-5236554.0,19256607.0,707585.0,2780147.0,-11879517.0,2777417.0,-9716377.0,4640047.0,1805938.0,464934.0,22751169.0,3157159536.0,-3178407411.0,3369735411.0,-3369544083.0,-2066412.0,565185.0,1731600.0,1170000.0,1419.0,58510.0
,accountsReceivables,4531.0,-13239269.0,-1446459.0,621532.0,6566499.0,-4464754.0,-82763.0,1292883.0,-1372719.0,-238523.0,-628082.0,0.0,0.0,-81692000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,16140.0,5110007.0,-349039.0,80520.0,2627745.0,-565040.0,-3415032.0,272500.0,-140229.0,0.0,0.0,0.0,0.0,15420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-31272000.0,3921932.0,9158486.0,-10098121.0,-10805706.0,-13585853.0,-1706336.0,-4483753.0,5232624.0,592577.0,-1213361.0,-1678295.0,-24429464.0,-3181589000.0,-3181589.0,-3372917000.0,-3372917.0,-1306505.0,-1871690.0,-3603290.0,0.0,0.0
,otherNonCashItems,0.0,1289002.0,4534143.0,7529607.0,1195946.0,4443434.0,2318500.0,1620918.0,-25310735.0,68682419.0,758539.0,6713878.0,135877.0,0.0,437313.0,402250.0,0.0,0.0,0.0,620000.0,0.0,0.0
,netCashProvidedByOperatingActivites,-17761.0,-7661739.0,-2616160.0,-3657831.0,8979835.0,-2102935.0,-5967686.0,-8799272.0,-14570936.0,-14107838.0,-5329837.0,-6278741.0,-3449351.0,-1330061000.0,-1330061.0,-738018.0,-691616.0,-733768.0,-205266.0,1100000.0,-215879.0,-200982.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-4124894.0,-721823.0,-1413160.0,-7709972.0,-7851460.0,-5898169.0,-2224923.0,-7721307.0,-3246057.0,-3869149.0,-2178478.0,-2154559.0,-113731000.0,-113731.0,-15020.0,-4500.0,-67825.0,-15538.0,-30000.0,0.0,0.0
,acquisitionsNet,860.0,-7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,-163542.0,-257519.0,0.0,0.0,-1736756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11821.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100953.0,13626.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-500000.0,0.0,2450000.0,0.0,-100000.0,-163542.0,-1318303.0,-448146.0,42.0,-93.0,-168654.0,-23266.0,0.0,-171804.0,0.0,0.0,0.0,-23866.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-11095.0,-11956478.0,-721823.0,1036840.0,-7709972.0,-7987925.0,-6061711.0,-3507038.0,-8517211.0,-3187762.0,-5605998.0,-2347133.0,-2037269.0,-1705535000.0,-1705535.0,-8878818.0,96453.0,-54199.0,-39404.0,-90000.0,0.0,-11821.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-280.0,-81194.0,-10081836.0,-966809.0,-5500000.0,-2492400.0,-512732.0,-858437.0,0.0,0.0,0.0,0.0,0.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,6100002.0,21202239.0,0.0,0.0,0.0,12225000.0,0.0,0.0,0.0,0.0,7400127.0,8498471.0,0.0,944500.0,7837896.0,349970.0,0.0,0.0,0.0,277026.0,102500.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-700817.0,-311218.0,-983821.0,1112442.0,-2815437.0,-1874856.0,-3132157.0,-1185741.0,11979908.0,-1495675.0,-1335490.0,26000.0,0.0,-692685.0,-482433.0,59040.0,-198205.0,0.0,0.0,0.0,0.0
