date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,revenue,520817000.0,636080000.0,663237000.0,668362000.0,672458000.0,695995000.0,750129000.0,484403000.0,215244000.0,155894363.0,117099282.0,98356232.0,124495012.0,112242581.0,103808851.0,82844304.0,70328505.0,50889861.0,39807889.0,37571582.0,35610547.0,37586938.0,32400000.0,29600000.0,22900000.0,10300000.0,3800000.0,2400000.0
,costOfRevenue,301423000.0,322388000.0,338013000.0,345585000.0,355152000.0,593823000.0,387735000.0,258230000.0,105333000.0,73490253.0,61013313.0,51972660.0,58082692.0,52534470.0,52367467.0,35319249.0,27998776.0,18107580.0,15441448.0,14570815.0,11894003.0,11007861.0,8800000.0,7800000.0,6800000.0,3500000.0,1500000.0,1000000.0
,grossProfit,219394000.0,313692000.0,325224000.0,322777000.0,317306000.0,102172000.0,362394000.0,226173000.0,109911000.0,82404110.0,56085969.0,46383572.0,66412320.0,59708111.0,51441384.0,47525055.0,42329729.0,32782281.0,24366441.0,23000767.0,23716544.0,26579077.0,23600000.0,21800000.0,16100000.0,6800000.0,2300000.0,1400000.0
,grossProfitRatio,0.421249690390291,0.493164381838762,0.490358650075312,0.482937390216679,0.471859952591835,0.146799905171733,0.483108905268294,0.466910815994121,0.510634442771924,0.528589414102164,0.478960827445552,0.471587524825066,0.533453661581237,0.531955969544214,0.495539479576746,0.573667140712535,0.601885807184441,0.644180989215121,0.612100807455527,0.612185214878628,0.66599774499392,0.707136000277543,0.728395061728395,0.736486486486487,0.703056768558952,0.660194174757282,0.605263157894737,0.583333333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,84012000.0,94253000.0,98964000.0,96237000.0,97778000.0,122360000.0,82270000.0,52310000.0,19659000.0,14359828.0,9755169.0,7737125.0,8973203.0,7465334.0,6699373.0,6353877.0,5640216.0,5047207.0,4687673.0,4915098.0,6366800.0,6583120.0,5900000.0,5100000.0,3300000.0,2000000.0,1000000.0,0.0
,GeneralAndAdministrativeExpenses,0.0,231138000.0,235107000.0,255685000.0,307113000.0,434619000.0,351993000.0,202040000.0,73130000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-450000.0,1388000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,289236000.0,325391000.0,334071000.0,351922000.0,404891000.0,556979000.0,434263000.0,255104000.0,92789000.0,53398143.0,42618631.0,40559852.0,45815868.0,41235214.0,35804715.0,33367595.0,29332224.0,24039843.0,20752993.0,19512960.0,23272952.0,24098416.0,23500000.0,21700000.0,14000000.0,6600000.0,3400000.0,2400000.0
,costAndExpenses,590659000.0,647779000.0,672084000.0,697507000.0,760043000.0,1150802000.0,821998000.0,513334000.0,198122000.0,126888396.0,103631944.0,92532512.0,103898560.0,93769684.0,88172182.0,68686844.0,57331000.0,42147423.0,36194441.0,34083775.0,35166955.0,35106277.0,32300000.0,29500000.0,20800000.0,10100000.0,4900000.0,3400000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,6529000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123924.0,178431.0,270818.0,69545.0,0.0,100000.0,0.0,0.0,100000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,49560000.0,50942000.0,61250000.0,66635000.0,92877000.0,108395000.0,109429000.0,92436000.0,19497000.0,10347723.0,9342390.0,8255653.0,7003846.0,4974336.0,3832234.0,3059790.0,2687080.0,2533743.0,2401209.0,2279575.0,1768080.0,1904039.0,2300000.0,1900000.0,1100000.0,400000.0,100000.0,100000.0
,EBITDA,-20282000.0,39243000.0,52403000.0,37490000.0,5292000.0,-346412000.0,37560000.0,63505000.0,36619000.0,39353690.0,22809728.0,14079373.0,27600298.0,23447233.0,19468903.0,17217250.0,15684585.0,11276181.0,6014657.0,5767382.0,2211672.0,4384700.0,2400000.0,2000000.0,3200000.0,600000.0,-1000000.0,-900000.0
,EBITDARatio,-0.0389426612418565,0.0616950698025406,0.0790109719451719,0.0560923571358036,0.00786963646800246,-0.497721966393437,0.0500713877213119,0.131099518376228,0.170127854899556,0.25243818469562,0.19478964866753,0.143146730143139,0.221698022728814,0.2088978424329,0.187545693960142,0.20782659964166,0.223018888287189,0.221580110034099,0.151092086294754,0.153503837022354,0.06210721784195,0.116654886865219,0.0740740740740741,0.0675675675675676,0.139737991266376,0.058252427184466,-0.263157894736842,-0.375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-69842000.0,-11699000.0,-8847000.0,-29145000.0,-87585000.0,-454807000.0,-71869000.0,-28931000.0,17122000.0,29005967.0,13467338.0,5823720.0,20596452.0,18472897.0,15636669.0,14157460.0,12997505.0,8742438.0,3613448.0,3487807.0,443592.0,2480661.0,100000.0,100000.0,2100000.0,200000.0,-1100000.0,-1000000.0
