date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,1822366000.0,1786735000.0,1653849000.0,1378510000.0,1218481000.0,1221311000.0,1272321000.0,1139094000.0,1098679000.0,1030224000.0,902660000.0,849141000.0,1030421000.0,976123000.0,874738000.0,1098031000.0,982270000.0,827359000.0,775436000.0,771582000.0,789009000.0,594510000.0,407960000.0
,costOfRevenue,1538518000.0,1537082000.0,1423779000.0,1203464000.0,1058979000.0,1067191000.0,1113053000.0,1003390000.0,977437000.0,450988000.0,292760000.0,232024000.0,325365000.0,340075000.0,286724000.0,367071000.0,306953000.0,252293000.0,232942000.0,0.0,0.0,0.0,0.0
,grossProfit,283848000.0,249653000.0,230070000.0,175046000.0,159502000.0,154120000.0,159268000.0,135704000.0,121242000.0,579236000.0,609900000.0,617117000.0,705056000.0,636048000.0,588014000.0,730960000.0,675317000.0,575066000.0,542494000.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.155757954219954,0.139725812725446,0.139111853621461,0.126982031323676,0.130902328390841,0.126192263886922,0.125179101814715,0.119133276094861,0.110352523348494,0.562242774386929,0.675669687368444,0.726754449496609,0.684240713261861,0.651606406159879,0.672217281060157,0.665700695153416,0.687506490068922,0.695062240212532,0.699598677389237,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,49761000.0,43073000.0,38425000.0,37162000.0,39625000.0,26832000.0,37563000.0,25494000.0,24712000.0,513977000.0,481197000.0,486473000.0,537857000.0,598107000.0,530134000.0,659934000.0,605027000.0,516496000.0,485152000.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,106055000.0,97470000.0,88514000.0,80492000.0,79650000.0,63835000.0,73591000.0,62007000.0,62995000.0,551090000.0,554060000.0,561186000.0,613676000.0,972282000.0,848756000.0,1076034000.0,967140000.0,819868000.0,770987000.0,0.0,0.0,0.0,0.0
,costAndExpenses,1644573000.0,1634552000.0,1512293000.0,1283956000.0,1138629000.0,1131026000.0,1186644000.0,1065397000.0,1040432000.0,1002078000.0,846820000.0,793210000.0,939041000.0,1312357000.0,1135480000.0,1443105000.0,1274093000.0,1072161000.0,1003929000.0,755839000.0,767348000.0,565832000.0,385864000.0
,interestExpense,5177000.0,6688000.0,5418000.0,5051000.0,4394000.0,4107000.0,4564000.0,6490000.0,7807000.0,10468000.0,10602000.0,12156000.0,12441000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,134655000.0,119135000.0,102153000.0,87102000.0,76240000.0,65020000.0,59022000.0,51564000.0,47985000.0,37278000.0,36159000.0,39342000.0,40898000.0,38685000.0,32550000.0,48204000.0,47968000.0,44039000.0,44920000.0,49166000.0,48296000.0,33406000.0,19876000.0
,EBITDA,316110000.0,272475000.0,243404000.0,181931000.0,155553000.0,155090000.0,144814000.0,126199000.0,106931000.0,65476000.0,48694000.0,37018000.0,29590000.0,68333000.0,27969000.0,93592000.0,79379000.0,67951000.0,-9296000.0,53970000.0,69957000.0,62084000.0,41972000.0
,EBITDARatio,0.17346131347929,0.152498831667819,0.147174258351276,0.131976554395688,0.12766140793332,0.126986492384004,0.113818761145969,0.110788925233563,0.0973268807358655,0.0635551103449347,0.0539450069793721,0.0435946444701174,0.0287164178525088,0.0700044973840387,0.0319741454012516,0.0852362091780651,0.0808117930915125,0.0821300064421853,-0.0119880944397732,0.0699471993903435,0.0886643878586936,0.104428857378345,0.102882635552505
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,177793000.0,152183000.0,141556000.0,94554000.0,79852000.0,90285000.0,85677000.0,73697000.0,58247000.0,28146000.0,55840000.0,55931000.0,91380000.0,-336234000.0,-260742000.0,-345074000.0,-291823000.0,-244802000.0,-228493000.0,15743000.0,21661000.0,28678000.0,22096000.0
,operatingIncomeRatio,0.0975616314176186,0.0851737946589729,0.085591852702393,0.0685914501889722,0.0655340542856228,0.0739246596485252,0.0673391384721309,0.0646979090399914,0.0530154849596652,0.0273202720961655,0.0618616090222232,0.0658677416353703,0.0886821988294105,-0.344458638921529,-0.298080110844619,-0.314266172812972,-0.297090413022896,-0.295883649056818,-0.294663905209456,0.0204035345562753,0.0274534257530649,0.0482380447763705,0.0541621727620355
,totalOtherIncomeExpensesNet,1515000.0,5531000.0,5723000.0,4776000.0,4933000.0,4322000.0,4449000.0,5552000.0,7108000.0,10416000.0,53907000.0,71572000.0,114091000.0,-364625000.0,-302715000.0,-390462000.0,-323234000.0,-268714000.0,-249452000.0,10939000.0,0.0,0.0,0.0
,incomeBeforeTax,176278000.0,146652000.0,135833000.0,89778000.0,74919000.0,85963000.0,81228000.0,68145000.0,51139000.0,17730000.0,1933000.0,-15641000.0,-22711000.0,28391000.0,41973000.0,45388000.0,31411000.0,23912000.0,20959000.0,4804000.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,0.0967302945730989,0.0820782040985373,0.0821314400528706,0.0651268398488223,0.0614855709691001,0.0703858394790516,0.0638423793995383,0.0598238600150646,0.0465458973913218,0.0172098495084564,0.00214144860744909,-0.0184197912949675,-0.0220405057738536,0.0290854738593394,0.0479835104911413,0.0413358092804302,0.0319779693974162,0.0289016013604735,0.0270286651638562,0.00622616909155475,0.0,0.0,0.0
,incomeTaxExpense,37938000.0,32933000.0,30852000.0,-1378000.0,26895000.0,30947000.0,29237000.0,24518000.0,19091000.0,6357000.0,-24000.0,-6605000.0,-3022000.0,11306000.0,16100000.0,17929000.0,12152000.0,8979000.0,8901000.0,4033000.0,0.0,0.0,0.0
