date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY
,revenue,4541985000.0,3978868000.0,3768707000.0,3601114000.0,3421767000.0,3275656000.0,3074531000.0,2835252000.0,2558587000.0,2438475000.0,2188614000.0,1952016000.0,1934245000.0,2049174000.0,2085597000.0,2106626000.0,2008121000.0,2167495000.0,2132387000.0,2068010000.0,1813638000.0,1683370000.0,1551932000.0,1409942000.0,1425103000.0,1294423000.0,1240863000.0,1134855000.0
,costOfRevenue,242529000.0,190900000.0,195300000.0,194449000.0,189828000.0,194770000.0,225870000.0,227736000.0,224664000.0,1421922000.0,1323582000.0,1295214000.0,1332928000.0,1610389000.0,1643322000.0,1634167000.0,1691510000.0,1808587000.0,1847912000.0,1797329000.0,1577830000.0,1376457000.0,1287383000.0,1185778000.0,1176838000.0,992735000.0,917340000.0,92179000.0
,grossProfit,4299456000.0,3787968000.0,3573407000.0,3406665000.0,3231939000.0,3080886000.0,2848661000.0,2607516000.0,2333923000.0,1016553000.0,865032000.0,656802000.0,601317000.0,438785000.0,442275000.0,472459000.0,316611000.0,358908000.0,284475000.0,270681000.0,235808000.0,306913000.0,264549000.0,224164000.0,248265000.0,301688000.0,323523000.0,1042676000.0
,grossProfitRatio,0.946602861964538,0.952021529741625,0.948178513214214,0.946003097930252,0.944523399752233,0.940540154399607,0.926535136578555,0.919676981093744,0.912192159187864,0.41688063236244,0.395241920228967,0.336473676445275,0.310879438747418,0.214127741226465,0.212061582367063,0.224272841975747,0.15766530004915,0.165586541145424,0.133406834688075,0.130889599179888,0.130019331310879,0.182320583116011,0.170464298693499,0.158988100219725,0.174208460721786,0.233067552106228,0.260724189535831,0.918774645218993
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310839000.0,341238000.0,121105000.0,108259000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38926000.0,0.0,0.0
,otherExpenses,-208792000.0,-207109000.0,-129846000.0,-209825000.0,-208928000.0,-190708000.0,-178421000.0,-176684000.0,-198052000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
