Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,0.0,0.0,0.0,0.0,0.0
Revenue Growth,0.0,0.0,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0
R&D Expenses,4985553.0,2395478.0,2496105.0,1398056.0,670491.0
SG&A Expense,8236218.0,7685706.0,4129053.0,3330752.0,1658615.0
Operating Expenses,13221771.0,10081184.0,6625158.0,4728808.0,2329106.0
Operating Income,-13221771.0,-10081184.0,-6625158.0,-4728808.0,-2329106.0
Interest Expense,101846.0,875199.0,5937486.0,1587533.0,68149.0
Earnings before Tax,-13533617.0,-11096383.0,-14591662.0,-5930236.0,-2365148.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,-13533617.0,-11096383.0,-14591662.0,-5930236.0,-2365148.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,-13533617.0,-11096383.0,-14591662.0,-5930236.0,-2365148.0
EPS,-0.88,-1.04,-2.24,-1.63,-0.67
EPS Diluted,-0.88,-1.04,-2.24,-1.63,-0.67
Weighted Average Shs Out,16940462.0,11554146.0,9631088.0,9631000.0,
Weighted Average Shs Out (Dil),15439310.0,10628835.0,6504789.0,3627133.0,3540196.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,0.0
EBITDA Margin,,,,,
EBIT Margin,0.0,0.0,0.0,0.0,0.0
Profit Margin,,,,,
Free Cash Flow margin,0.0,0.0,0.0,0.0,0.0
EBITDA,-12633325.0,-9467186.0,-7919676.0,-3609104.0,-1867064.0
EBIT,-13431771.0,-10221184.0,-8654176.0,-4342703.0,-2296999.0
Consolidated Income,-13533617.0,-11096383.0,-14591662.0,-5930236.0,-2365148.0
Earnings Before Tax Margin,0.0,0.0,0.0,0.0,0.0
Net Profit Margin,0.0,0.0,0.0,0.0,0.0
