date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,revenue,362747000.0,355347000.0,340859000.0,309111000.0,263634000.0,249801000.0,244539000.0,244814000.0,254363000.0,247536000.0,265188000.0,262020000.0,231429000.0,210252000.0,211210000.0,223675000.0,214984000.0,191976000.0,190101000.0,181945000.0,171026000.0,175800000.0,161400000.0,116900000.0,107700000.0,103700000.0,106700000.0,85800000.0,78700000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,301209000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,135625000.0,126352000.0,120354000.0,117919000.0,100707000.0,102124000.0,101586000.0,100223000.0,103911000.0,109249000.0,104062000.0,106531000.0,87790000.0,76132000.0,72988000.0,73522000.0,68916000.0,61144000.0,58149000.0,54521000.0,52529000.0,49800000.0,48700000.0,35800000.0,33300000.0,33000000.0,30000000.0,25400000.0,23000000.0
,SellingAndMarketingExpenses,4679000.0,4250000.0,3956000.0,3786000.0,2601000.0,2638000.0,2953000.0,0.0,0.0,0.0,0.0,0.0,2303000.0,2867000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,24770000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9193000.0,36185000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,24770000.0,276000000.0,246000000.0,217000000.0,194000000.0,193000000.0,201000000.0,210000000.0,228000000.0,274000000.0,294000000.0,358000000.0,321000000.0,328000000.0,315000000.0,286000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,24770000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,32938000.0,55402000.0,40035000.0,21770000.0,18579000.0,15595000.0,18501000.0,21707000.0,30146000.0,41678000.0,61599000.0,86771000.0,138998000.0,169713000.0,166107000.0,138618000.0,110690000.0,100241000.0,122673000.0,167170000.0,174539000.0,152700000.0,148300000.0,102800000.0,88300000.0,82400000.0,69100000.0,58000000.0,62100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,3689000.0,3344000.0,3217000.0,3081000.0,547000.0,605000.0,631000.0,1064000.0,1467000.0,1534000.0,2031000.0,2826000.0,3208000.0,5194000.0,8583000.0,10884000.0,9488000.0,7498000.0,7360000.0,7760000.0,7480000.0,7700000.0,7900000.0,5800000.0,5200000.0,5100000.0,5100000.0,4700000.0,3500000.0
,EBITDA,5100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0140593857426802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,1411000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.248666425911172,0.368228801706501,0.389521767064974,0.335562306097163,0.323285312213144,0.28414217717303,0.254082170942058,0.231861739933174,0.222563816278311,0.0601690259194622,0.08754921037151,-0.175120219830547,0.214834787342986,0.248287768962959,0.293466218455566,0.317840616966581,0.197033267592007,0.346663124557236,0.275837581075323,0.359685619280552,0.359799094874464,0.41296928327645,0.286245353159851,0.376390076988879,0.368616527390901,0.361620057859209,0.402061855670103,0.377622377622378,0.351969504447268
,totalOtherIncomeExpensesNet,7892000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,90203000.0,130849000.0,132772000.0,103726000.0,85229000.0,70979000.0,62133000.0,56763000.0,56612000.0,14894000.0,23217000.0,-45885000.0,49719000.0,52203000.0,61983000.0,71093000.0,42359000.0,66551000.0,52437000.0,65443000.0,61535000.0,72600000.0,46200000.0,44000000.0,39700000.0,37500000.0,42900000.0,32400000.0,27700000.0
,incomeBeforeTaxRatio,0.248666425911172,0.368228801706501,0.389521767064974,0.335562306097163,0.323285312213144,0.28414217717303,0.254082170942058,0.231861739933174,0.222563816278311,0.0601690259194622,0.08754921037151,-0.175120219830547,0.214834787342986,0.248287768962959,0.293466218455566,0.317840616966581,0.197033267592007,0.346663124557236,0.275837581075323,0.359685619280552,0.359799094874464,0.41296928327645,0.286245353159851,0.376390076988879,0.368616527390901,0.361620057859209,0.402061855670103,0.377622377622378,0.351969504447268
