Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,105000.0,96000.0,92000.0
Stock-based compensation,332000.0,,
Operating Cash Flow,-17053000.0,-8259000.0,-9688000.0
Capital Expenditure,119000.0,-216000.0,-94000.0
Acquisitions and disposals,-0.0,,
Investment purchases and sales,0.0,,
Investing Cash flow,-119000.0,-216000.0,9249000.0
Issuance (repayment) of debt,-0.0,,
Issuance (buybacks) of shares,-61031000.0,,
Dividend payments,-0.0,,
Financing Cash Flow,64797000.0,18166000.0,1000.0
Effect of forex changes on cash,0.0,,
Net cash flow / Change in cash,47625000.0,9691000.0,-438000.0
Free Cash Flow,-17172000.0,,
Net Cash/Marketcap,0.0,,
