date,,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,revenue,23002000000.0,24708000000.0,26095000000.0,25711000000.0,27973000000.0,33591000000.0,33269000000.0,32804000000.0,31601000000.0,29559000000.0,26475000000.0,23950000000.0,21426000000.0,18849000000.0
,costOfRevenue,4126000000.0,4646000000.0,5842000000.0,5261000000.0,5393000000.0,6026000000.0,6389000000.0,5775000000.0,6598000000.0,6419000000.0,5559000000.0,5356000000.0,5150000000.0,4469000000.0
,grossProfit,18876000000.0,20062000000.0,20253000000.0,20450000000.0,22580000000.0,27565000000.0,26880000000.0,27029000000.0,25003000000.0,23140000000.0,20916000000.0,18594000000.0,16276000000.0,14380000000.0
,grossProfitRatio,0.820624293539692,0.811963736441638,0.776125694577505,0.795379409591226,0.807206949558503,0.82060671013069,0.807959361567826,0.82395439580539,0.791209138951299,0.782841097466085,0.790028328611898,0.776367432150313,0.759637823205451,0.762905193909491
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,5890000000.0,5997000000.0,5579000000.0,4821000000.0,5243000000.0,5523000000.0,5318000000.0,4409000000.0,5179000000.0,5162000000.0,3902000000.0,3379000000.0,3803000000.0,3451000000.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,9839000000.0,11161000000.0,10445000000.0,11332000000.0,567000000.0,478000000.0,0.0,0.0,8018000000.0,7018000000.0
,SellingAndMarketingExpenses,9739000000.0,11451000000.0,13324000000.0,12512000000.0,320000000.0,346000000.0,335000000.0,298000000.0,10637000000.0,10134000000.0,9322000000.0,8906000000.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78000000.0,-91000000.0
,operatingExpenses,15304000000.0,16930000000.0,18148000000.0,16771000000.0,14432000000.0,17030000000.0,16098000000.0,15486000000.0,15859000000.0,15046000000.0,12700000000.0,12092000000.0,15961000000.0,10269000000.0
,costAndExpenses,19430000000.0,21576000000.0,23990000000.0,22032000000.0,19825000000.0,23056000000.0,22487000000.0,21261000000.0,22457000000.0,21465000000.0,18259000000.0,17448000000.0,21111000000.0,14738000000.0
,interestExpense,1367000000.0,1039000000.0,963000000.0,492000000.0,933000000.0,980000000.0,1022000000.0,1198000000.0,1317000000.0,1070000000.0,561000000.0,500000000.0,454000000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
