date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,141240000.0,59066000.0,33906000.0,121830000.0,36783000.0,27718000.0,-8777000.0,-106791000.0,-52496000.0,-10745000.0
,depreciationAndAmortization,227817000.0,222862000.0,208772000.0,193107000.0,0.0,125019000.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,-18384000.0,16012000.0,57490000.0,-289219000.0,-8589000.0,-19838000.0,-5927000.0,-4408000.0,-3468000.0,-1974000.0
,stockBasedCompensation,28857000.0,20403000.0,25378000.0,21140000.0,49940000.0,19899000.0,2235000.0,2315000.0,2533000.0,2484000.0
,changeInWorkingCapital,73606000.0,166101000.0,-202743000.0,289216000.0,-13614000.0,177624000.0,-11943000.0,10489000.0,27187000.0,-11871000.0
,accountsReceivables,5467000.0,-37049000.0,-5796000.0,-3720000.0,2511000.0,3852000.0,-10366000.0,9884000.0,5201000.0,13901000.0
,inventory,3339000.0,8582000.0,-11598000.0,-18609000.0,-10297000.0,4275000.0,-3735000.0,499000.0,-1726000.0,-12643000.0
,accountsPayables,-4231000.0,18903000.0,-13403000.0,6192000.0,-5751000.0,-4241000.0,-6455000.0,4067000.0,-6076000.0,6612000.0
,otherWorkingCapital,570590000.0,496984000.0,330883000.0,533626000.0,244410000.0,258024000.0,-1911000.0,-2962000.0,2188000.0,-7850000.0
,otherNonCashItems,0.0,10824000.0,-2697000.0,14999000.0,-1282000.0,-14694000.0,-705000.0,5147000.0,11861000.0,-10535000.0
,netCashProvidedByOperatingActivites,408869000.0,337184000.0,209368000.0,292183000.0,244863000.0,98203000.0,79089000.0,66412000.0,62279000.0,23253000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-177249000.0,-177495000.0,-220685000.0,-194146000.0,-153483000.0,-88950000.0,-76162000.0,-65999000.0,-45488000.0,-38656000.0
,acquisitionsNet,-123477000.0,-5392000.0,-246017000.0,-374930000.0,-337000000.0,-337000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,20078000.0,47003000.0,16601000.0,2921000.0,13617000.0,-630000.0,0.0,69000.0,241000.0
,netCashUsedForInvestingActivites,-285587000.0,-162809000.0,-419699000.0,-552475000.0,-470652000.0,-584347000.0,-461280000.0,-111515000.0,-85340000.0,-192331000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-674045000.0,-6312000.0,-550000.0,-6416000.0,-120702000.0,-14246000.0,-389270000.0,-188424000.0,-697438000.0,-49000000.0
,commonStockIssued,0.0,0.0,0.0,237600000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,19076000.0,15615000.0,259261000.0,0.0,1037444000.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,-13034000.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,325781000.0,85065000.0,652127000.0,-37557000.0,907588000.0,4242000.0,-9804000.0,-21302000.0,99027000.0
,netCashUsedProvidedByFinancingActivities,-16771000.0,8150000.0,-43993000.0,499755000.0,182707000.0,660337000.0,377222000.0,32589000.0,7702000.0,146775000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,286000.0,-724000.0,701000.0,69000.0,-1003000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,106862000.0,182811000.0,-255048000.0,240164000.0,-43013000.0,173190000.0,-4969000.0,-12514000.0,-15359000.0,-22303000.0
,cashAtEndOfPeriod,418181000.0,311319000.0,128508000.0,383556000.0,143392000.0,186390000.0,13215000.0,18183000.0,30698000.0,46056000.0
,cashAtBeginningOfPeriod,311319000.0,128508000.0,383556000.0,143392000.0,186405000.0,13200000.0,18184000.0,30697000.0,46057000.0,68359000.0
,operatingCashFlow,408869000.0,337184000.0,209368000.0,292183000.0,244863000.0,98203000.0,79089000.0,66412000.0,62279000.0,23253000.0
,capitalExpenditure,-177249000.0,-177495000.0,-220685000.0,-194146000.0,-153483000.0,-88950000.0,-76162000.0,-65999000.0,-45488000.0,-38656000.0
,freeCashFlow,231620000.0,159689000.0,-11317000.0,98037000.0,91380000.0,9253000.0,2927000.0,413000.0,16791000.0,-15403000.0
