date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-13614000.0,8569000.0,27680000.0,50912000.0,25195000.0,66598000.0,61500000.0,51600000.0,10700000.0,33200000.0,39700000.0,76400000.0,112600000.0,75200000.0,61600000.0,36000000.0,-600000.0
,depreciationAndAmortization,24399000.0,20327000.0,16680000.0,13756000.0,14164000.0,14592000.0,14300000.0,13300000.0,12800000.0,13600000.0,13800000.0,12300000.0,10300000.0,5200000.0,3600000.0,2800000.0,1200000.0
,deferredIncomeTax,0.0,0.0,-1601000.0,-1978000.0,4148000.0,7409000.0,7400000.0,8900000.0,6500000.0,4500000.0,1400000.0,-12300000.0,-14600000.0,-8900000.0,-3400000.0,-5000000.0,0.0
,stockBasedCompensation,0.0,0.0,1098000.0,1186000.0,1818000.0,1929000.0,1840000.0,1936000.0,4190000.0,6311000.0,8553000.0,9086000.0,5895000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-24020000.0,-38254000.0,-3003000.0,-2294000.0,-27240000.0,12066000.0,-39300000.0,-35200000.0,800000.0,-6200000.0,0.0,12600000.0,-51900000.0,-63200000.0,-58700000.0,-47900000.0,-18100000.0
,accountsReceivables,0.0,0.0,-1998000.0,-14602000.0,41656000.0,-19211000.0,-65106000.0,-34467000.0,-21068000.0,-14782000.0,-13686000.0,12342000.0,25971000.0,0.0,-83700000.0,0.0,0.0
,inventory,0.0,0.0,12298000.0,23342000.0,9785000.0,8198000.0,10759000.0,12418000.0,9138000.0,10557000.0,13622000.0,18028000.0,14824000.0,0.0,-50900000.0,0.0,0.0
,accountsPayables,0.0,0.0,-2336000.0,17846000.0,-54905000.0,28038000.0,15744000.0,1192000.0,18431000.0,27843000.0,34360000.0,-93301000.0,26232000.0,0.0,-67200000.0,0.0,0.0
,otherWorkingCapital,223778000.0,263260000.0,324219000.0,378219000.0,345105000.0,374171000.0,335824000.0,324971000.0,270349000.0,280176000.0,303146000.0,343020000.0,352673000.0,313436000.0,0.0,0.0,0.0
,otherNonCashItems,23461000.0,15910000.0,-8501000.0,26441000.0,9995000.0,-658000.0,12800000.0,15000000.0,13900000.0,16600000.0,22600000.0,51300000.0,20900000.0,21400000.0,9300000.0,5500000.0,15800000.0
,netCashProvidedByOperatingActivites,7656000.0,4009000.0,29393000.0,84672000.0,22529000.0,93719000.0,51100000.0,52200000.0,43400000.0,57600000.0,73600000.0,136500000.0,77200000.0,29700000.0,12500000.0,-8700000.0,-1600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-46474000.0,-49672000.0,-39818000.0,-7902000.0,-9982000.0,-10931000.0,-18412000.0,-6560000.0,-18859000.0,-7172000.0,-10592000.0,-17490000.0,-18998000.0,-17800000.0,-14700000.0,-8000000.0,-5200000.0
,acquisitionsNet,-1000000.0,-3301000.0,0.0,0.0,341000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6161000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-47095000.0,-30248000.0,-63051000.0,-23766000.0,-22410000.0,-19609000.0,-17490000.0,-34976000.0,-34248000.0,-68892000.0,-52476000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46303000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-47767000.0,-38266000.0,-35088000.0,-7127000.0,-28342000.0,10644000.0,-30525000.0,-695000.0,-10197000.0,-75099000.0,-7255000.0,-21764000.0,-25019000.0,-8927000.0,-25363000.0,11001000.0,-28915000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-151548000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13600000.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,11000.0,63000.0,-376000.0,963000.0,-1515000.0,9000000.0,-8800000.0,-3300000.0,-9600000.0,-35300000.0,-7500000.0,-27500000.0,109200000.0,900000.0,800000.0,30200000.0
,dividendsPaid,0.0,-17210000.0,-41281000.0,-22348000.0,-51364000.0,-46042000.0,-42400000.0,-10700000.0,-21200000.0,-44100000.0,-55500000.0,-66800000.0,-39700000.0,0.0,-13600000.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,35261000.0,2801000.0,-41214000.0,-22715000.0,-49608000.0,-46204000.0,-32103000.0,-18931000.0,-24015000.0,3305000.0,-91065000.0,-74350000.0,-67241000.0,81886000.0,14404000.0,735000.0,30341000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-532000.0,-130000.0,480000.0,-207000.0,-216000.0,-13000.0,88000.0,32000.0,86000.0,81000.0,414000.0,34000.0,125000.0,12000.0,4000.0,0.0,0.0
