date,,2021-01-30_FY,2020-01-25_FY,2019-01-26_FY,2018-01-27_FY,2017-07-29_FY,2016-07-30_FY,2015-07-25_FY,2014-07-26_FY,2013-10-26_FY,2013-07-27_FY,2012-07-28_FY,2011-07-30_FY,2010-07-31_FY,2009-07-25_FY,2008-07-26_FY,2007-07-28_FY,2006-07-29_FY,2005-07-30_FY,2004-07-31_FY,2003-07-26_FY,2002-07-27_FY,2001-07-28_FY,2000-07-29_FY,1999-07-31_FY,1998-07-31_FY,1997-07-31_FY,1996-07-31_FY,1995-07-31_FY,1994-07-31_FY,1993-07-31_FY,1992-07-31_FY,1991-07-31_FY,1989-07-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,34337000.0,57215000.0,62907000.0,68835000.0,157217000.0,128740000.0,84324000.0,40000000.0,0.0,35200000.0,39400000.0,16100000.0,5849000.0,-53200000.0,21700000.0,41900000.0,18200000.0,24300000.0,58632886.0,17200000.0,-123000000.0,61400000.0,65000000.0,36400000.0,23000000.0,11200000.0,6400000.0,4400000.0,-7800000.0,-31500000.0,-4600000.0,-1700000.0,5600000.0
,depreciationAndAmortization,175897000.0,187556000.0,179603000.0,85053000.0,147906000.0,124940000.0,96044000.0,92800000.0,0.0,85500000.0,62700000.0,62500000.0,63607000.0,65400000.0,67300000.0,58600000.0,48000000.0,46600000.0,42066398.0,39100000.0,38800000.0,40100000.0,31800000.0,20100000.0,13500000.0,8700000.0,5700000.0,5900000.0,7300000.0,8400000.0,7800000.0,7200000.0,4700000.0
,deferredIncomeTax,-28185000.0,9261000.0,8523000.0,-19665000.0,18233000.0,26782000.0,1244000.0,-6300000.0,-0.0,-2300000.0,9900000.0,14700000.0,1921000.0,-5700000.0,-2300000.0,2100000.0,-200000.0,6200000.0,3502968.0,5800000.0,-7700000.0,1700000.0,-900000.0,1100000.0,-100000.0,-200000.0,-1500000.0,0.0,1800000.0,0.0,-2000000.0,0.0,0.0
,stockBasedCompensation,12771000.0,10034000.0,20187000.0,13277000.0,20805000.0,16850000.0,13923000.0,12596000.0,0.0,9902000.0,6782000.0,4409000.0,3351000.0,3897000.0,5156000.0,6220000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-215128000.0,123819000.0,166275000.0,25194000.0,91373000.0,58685000.0,60722000.0,-4282000.0,72182000.0,79000000.0,50500000.0,-13758000.0,8358000.0,43600000.0,8500000.0,-7400000.0,-50700000.0,49644294.0,-61244294.0,48700000.0,-38400000.0,14900000.0,47100000.0,81300000.0,65000000.0,7200000.0,1500000.0,-300000.0,1300000.0,2200000.0,7200000.0,12900000.0,0.0
,accountsReceivables,-41755000.0,-195796000.0,-30750000.0,50955000.0,-33068000.0,2729000.0,-40444000.0,-16949000.0,0.0,3625000.0,-3421000.0,-21665000.0,5393000.0,29478000.0,482000.0,9988000.0,0.0,0.0,0.0,0.0,0.0,22000000.0,-49000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,27316000.0,-6960000.0,-15842000.0,-67000.0,-13232000.0,-13800000.0,0.0,0.0,0.0,0.0,0.0,-5014000.0,-6348000.0,658000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22400000.0,-23800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,43747000.0,-2141000.0,20064000.0,-21503000.0,977000.0,15132000.0,7114000.0,-4244000.0,0.0,-11163000.0,2978000.0,2580000.0,-1557000.0,-2995000.0,2152000.0,-2235000.0,0.0,0.0,0.0,0.0,0.0,13600000.0,-23000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,720140000.0,935268000.0,811449000.0,645174000.0,619980000.0,528607000.0,469922000.0,409200000.0,413482000.0,341300000.0,262300000.0,211800000.0,225558000.0,217200000.0,173600000.0,165100000.0,172500000.0,223200000.0,173555706.0,234800000.0,186100000.0,224500000.0,209600000.0,162500000.0,81200000.0,16200000.0,9000000.0,7500000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,42869000.0,40657000.0,17167000.0,18686000.0,14800000.0,550000.0,1000000.0,0.0,5900000.0,-8900000.0,-2100000.0,250000.0,93200000.0,8500000.0,-1700000.0,13800000.0,19700000.0,0.0,-600000.0,156100000.0,-900000.0,1700000.0,200000.0,-100000.0,-100000.0,100000.0,0.0,0.0,0.0,100000.0,800000.0,0.0
,netCashProvidedByOperatingActivites,381777000.0,57999000.0,124447000.0,160533000.0,256443000.0,261488000.0,141900000.0,84200000.0,0.0,106700000.0,65100000.0,43900000.0,54138000.0,126600000.0,104300000.0,108500000.0,102300000.0,87400000.0,124126205.0,25300000.0,65300000.0,133200000.0,76000000.0,37300000.0,30600000.0,9600000.0,11500000.0,9200000.0,4500000.0,6900000.0,9300000.0,20500000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-45000000.0,-120574000.0,-164963000.0,-87839000.0,-201197000.0,-186011000.0,-102997000.0,-89136000.0,-59000000.0,-59000000.0,-77612000.0,-61500000.0,0.0,-30500000.0,-72100000.0,-77100000.0,-57100000.0,-64500000.0,-35882142.0,-19400000.0,-15100000.0,-38400000.0,-40200000.0,-81300000.0,-21500000.0,-12100000.0,-7700000.0,-6000000.0,-4800000.0,-6900000.0,-5100000.0,-6900000.0,0.0
,acquisitionsNet,0.0,0.0,-20917000.0,0.0,-26070000.0,-157183000.0,-31909000.0,-17088000.0,-330000000.0,-330000000.0,0.0,-36000000.0,0.0,0.0,1000000.0,-62000000.0,-65000000.0,114688000.0,0.0,1893476000000.0,1893476000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-62909000.0,-169997000.0,-87146000.0,-9999000.0,-0.0,-15203000.0,-12960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
