date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1993-04-30_FY,1992-04-30_FY,1991-04-30_FY,1990-04-30_FY,1989-04-30_FY,1988-04-30_FY,1987-04-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,322848000.0,392334000.0,259659000.0,347213000.0,131263000.0,-79110000.0,115923000.0,140950000.0,107426000.0,106001000.0,90528000.0,70748000.0,65788000.0,-7328000.0,-50348000.0,-14616000.0,-49437000.0,-52299000.0,-128806000.0,-92354000.0,65147000.0,44700000.0,-13900000.0,42600000.0,30100000.0,-600000.0,7500000.0,4200000.0,-9300000.0,-1000000.0,-800000.0,800000.0,9200000.0,7100000.0,6700000.0
,depreciationAndAmortization,297751000.0,235482000.0,212930000.0,188049000.0,164915000.0,169662000.0,154452000.0,140928000.0,92601000.0,75228000.0,57966000.0,49539000.0,28465000.0,18088000.0,15437000.0,18188000.0,17588000.0,29417000.0,35946000.0,62517000.0,63455000.0,56100000.0,43300000.0,24100000.0,12000000.0,6900000.0,5500000.0,600000.0,6200000.0,6900000.0,8500000.0,9700000.0,10800000.0,10000000.0,8900000.0
,deferredIncomeTax,7180000.0,22160000.0,56209000.0,18277000.0,-3935000.0,3925000.0,13756000.0,6533000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8655000.0,-41783000.0,0.0,727000.0,11600000.0,7000000.0,-4300000.0,-1200000.0,-10100000.0,900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,21875000.0,16447000.0,13527000.0,15656000.0,15072000.0,12395000.0,15950000.0,12944000.0,4433000.0,3573000.0,3872000.0,3065000.0,3731000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,308934000.0,69055000.0,-3161000.0,326043000.0,182383000.0,-170790000.0,70466000.0,139071000.0,99103000.0,7133000.0,32107000.0,97706000.0,-54145000.0,-4580000.0,28973000.0,939000.0,20770000.0,-31417000.0,-103285000.0,14159000.0,-1497000.0,-9100000.0,120700000.0,-27900000.0,107100000.0,22400000.0,-9500000.0,2000000.0,5400000.0,1900000.0,0.0,0.0,0.0,0.0,0.0
,accountsReceivables,87372000.0,113061000.0,-335201000.0,-417491000.0,-246419000.0,362275000.0,163773000.0,-204330000.0,-177313000.0,-180839000.0,-127724000.0,85044000.0,-13797000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,17904000.0,24051000.0,-29366000.0,36187000.0,-22232000.0,22356000.0,-12621000.0,13481000.0,15448000.0,-29151000.0,-25363000.0,956000.0,-8859000.0,24756000.0,8976000.0,-3381000.0,-13786000.0,-3994000.0,-3031000.0,-5807000.0,-13313000.0,600000.0,-16800000.0,-300000.0,-2400000.0,-1600000.0,-100000.0,100000.0,600000.0,600000.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76285000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,21326000.0,954433000.0,885378000.0,888539000.0,562496000.0,380113000.0,550903000.0,480437000.0,341366000.0,242263000.0,235130000.0,203023000.0,105317000.0,159462000.0,164042000.0,135069000.0,134130000.0,113360000.0,144777000.0,248062000.0,233903000.0,235400000.0,244500000.0,123800000.0,151700000.0,44600000.0,22200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,24763000.0,451000.0,11494000.0,10322000.0,7829000.0,-15903000.0,13310000.0,10717000.0,8595000.0,19770000.0,4793000.0,4017000.0,4292000.0,24238000.0,66086000.0,0.0,644000.0,0.0,0.0,0.0,0.0,100000.0,-100000.0,100000.0,-200000.0,0.0,-800000.0,1600000.0,-100000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,937254000.0,550278000.0,529956000.0,156263000.0,205593000.0,367413000.0,323011000.0,200402000.0,172135000.0,5826000.0,218029000.0,124139000.0,58182000.0,68698000.0,46207000.0,-18434000.0,4826000.0,2225000.0,56972000.0,54812000.0,-11871000.0,120100000.0,-13900000.0,23100000.0,37400000.0,5600000.0,3600000.0,8400000.0,2900000.0,5100000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32135000.0,-22283000.0,-6421000.0,-9310000.0,-10863000.0,-18965000.0,-43915000.0,-52638000.0,-88200000.0,-152200000.0,-72500000.0,-7100000.0,-14700000.0,-4300000.0,-2000000.0,-4300000.0,-4500000.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,-25000000.0,-179000000.0,-7000000.0,-116000000.0,-4000000.0,0.0,-346000000.0,-152000000.0,-22000000.0,-41000000.0,-76000000.0,-158000000.0,-124000000.0,-35000000.0,-19000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-17456000.0,-5589000.0,-39469000.0,-77105000.0,-32169000.0,-127480000.0,-1120000.0,-16173000.0,-284000.0,-284000.0,-478000.0,-717000.0,-17544000.0,-568163000.0,-4680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
