date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1992-04-30_FY,1991-04-30_FY,1990-04-30_FY,1989-04-30_FY,1988-04-30_FY,1987-04-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-59780000.0,-50878000.0,-151184000.0,-93031000.0,-128530000.0,-127197000.0,-118080000.0,-81550000.0,-59123000.0,-44799000.0,-2533000.0,-36525000.0,-47500571.0,-21638761.0,-20373932.0,-18096569.0,-13203700.0,-12669500.0,-13829200.0,-22753000.0,-21975000.0,-11309100.0,-51800000.0,-13100000.0,-10800000.0,-8300000.0,-11600000.0,-7800000.0,-3600000.0,-4600000.0,-3400000.0,-1000000.0,-1100000.0,-1200000.0,-800000.0
,depreciationAndAmortization,3929000.0,4858000.0,3801000.0,5310000.0,4092000.0,4011000.0,3401000.0,2945000.0,3137000.0,4161000.0,5861000.0,3532000.0,2537433.0,2687365.0,2095617.0,2129659.0,1716200.0,1527000.0,1622100.0,2257300.0,1310800.0,1988600.0,1000000.0,400000.0,500000.0,700000.0,800000.0,900000.0,600000.0,600000.0,600000.0,500000.0,300000.0,200000.0,200000.0
,deferredIncomeTax,-1167000.0,0.0,-765000.0,-24282000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,3915000.0,4551000.0,8081000.0,12312000.0,15317000.0,12774000.0,6852000.0,4548000.0,2298000.0,2342000.0,2802000.0,3058000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-299000.0,-31422000.0,-30543000.0,-43326000.0,-104350000.0,84202000.0,-104345000.0,217410000.0,27043000.0,-2353000.0,-26830000.0,36594142.0,26395310.0,-25739633.0,11407028.0,-8176647.0,10165200.0,-3503800.0,-15393500.0,-8587700.0,34119400.0,-10800.0,7700000.0,-7100000.0,500000.0,-3900000.0,-11000000.0,9300000.0,-4000000.0,13000000.0,-2400000.0,2000000.0,-2100000.0,-2000000.0,0.0
,accountsReceivables,0.0,0.0,-777000.0,0.0,0.0,0.0,62000.0,0.0,126000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71500.0,-12300.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,-200000.0,100000.0,-200000.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,55055000.0,86477000.0,117020000.0,160346000.0,264696000.0,180494000.0,284839000.0,67429000.0,40386000.0,42739000.0,69569000.0,32974858.0,6579548.0,32319181.0,20912153.0,29088800.0,18923600.0,22427400.0,37820900.0,46408600.0,12289200.0,12300000.0,4600000.0,11700000.0,11200000.0,15100000.0,26100000.0,16800000.0,20800000.0,7800000.0,10200000.0,8200000.0,10300000.0,12300000.0
,otherNonCashItems,-4218000.0,-1294000.0,-29621000.0,-800000.0,1638000.0,288000.0,72000.0,97000.0,226000.0,307000.0,728000.0,-348000.0,19902542.0,517638.0,1626756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200000.0,5100000.0,1400000.0,-100000.0,700000.0,-400000.0,-200000.0,-400000.0,100000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-40404000.0,-46415000.0,-75235000.0,-99931000.0,-113036000.0,-98887000.0,-101537000.0,-67669000.0,-49782000.0,-35658000.0,-30372000.0,-29869000.0,18280766.0,-19302986.0,27000319.0,-6016630.0,-10347900.0,-11739400.0,-16659400.0,-20825500.0,-4431900.0,-8539100.0,-8900000.0,-7700000.0,-9700000.0,-7900000.0,-9100000.0,-5500000.0,-3900000.0,-4100000.0,-3000000.0,-700000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1552000.0,-731000.0,-813000.0,-1788000.0,-2751000.0,-4876000.0,-1929000.0,-4219000.0,-303000.0,-509000.0,-2100000.0,-528000.0,-1304706.0,-4975816.0,-9324644.0,0.0,0.0,-210100.0,-567700.0,-605200.0,-177200.0,-688500.0,-300000.0,-100000.0,-600000.0,-600000.0,-800000.0,-500000.0,-500000.0,-400000.0,-400000.0,-700000.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,52000000.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-220321000.0,-95382000.0,-171182000.0,-170980000.0,-175726000.0,-206405000.0,-148314000.0,-112118000.0,-69255000.0,-52717000.0,-56522000.0,-9559000.0,0.0,0.0,0.0,0.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1200000.0,0.0,-2500000.0,0.0,0.0,0.0,0.0,0.0,0.0
