date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2001-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-33940000.0,-18423000.0,-26244000.0,-61284000.0,-23511000.0,-13251000.0,-4684000.0,4599000.0,8742000.0,-18000.0,-5169000.0,-3439000.0,-4540000.0,-3589000.0,-11215000.0,-9098000.0,-12389000.0,-8868000.0
,depreciationAndAmortization,50736000.0,50702000.0,49684000.0,45681000.0,42803000.0,26571000.0,10856000.0,6001000.0,4824000.0,4995000.0,4317000.0,19115000.0,3236000.0,2415000.0,2373000.0,2013000.0,2202000.0,0.0
,deferredIncomeTax,-1618000.0,-1213000.0,-1491000.0,-2047000.0,256000.0,825000.0,-276000.0,724000.0,26000.0,46000.0,-258000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,5331000.0,6180000.0,7910000.0,5673000.0,5023000.0,4620000.0,3610000.0,2973000.0,1801000.0,1914000.0,2211000.0,1511000.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,6724000.0,11131000.0,29786000.0,36400000.0,-1144000.0,-180919000.0,145405000.0,12253000.0,-13963000.0,-5560000.0,-3762000.0,18336000.0,-39480000.0,5919000.0,-4087000.0,9279000.0,-9868000.0,0.0
,accountsReceivables,4535000.0,-5156000.0,-14040000.0,-10025000.0,-1702000.0,8045000.0,-6882000.0,-2698000.0,-1615000.0,-1507000.0,-1440000.0,-705000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,10021000.0,-5607000.0,8277000.0,-16922000.0,-1950000.0,-7953000.0,-5291000.0,729000.0,318000.0,-544000.0,-79000.0,77000.0,-504000.0,806000.0,-1964000.0,-642000.0,-1528000.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-3335000.0,115199000.0,104068000.0,74282000.0,37882000.0,39026000.0,219945000.0,74540000.0,62287000.0,76250000.0,81810000.0,85572000.0,67236000.0,106716000.0,100797000.0,3325000.0,3177000.0,0.0
,otherNonCashItems,5803000.0,953000.0,-7259000.0,2104000.0,418000.0,-1154000.0,-1283000.0,-1303000.0,-660000.0,88000.0,6366000.0,829000.0,3953000.0,4667000.0,4063000.0,1447000.0,4004000.0,0.0
,netCashProvidedByOperatingActivites,48417000.0,30084000.0,11454000.0,-5041000.0,28926000.0,26083000.0,3202000.0,8754000.0,13945000.0,6307000.0,3442000.0,3065000.0,3947000.0,3769000.0,-8866000.0,3641000.0,-16051000.0,-3750000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40289000.0,-20043000.0,-22357000.0,-4066000.0,-2491000.0,0.0
,acquisitionsNet,0.0,0.0,0.0,-68000000.0,-3000000.0,-142000000.0,-29000000.0,-7000000.0,-4000000.0,-2000000.0,0.0,0.0,0.0,0.0,-4000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51448000.0,-52493000.0,-81254000.0,-144580000.0,-26217000.0,0.0,-58325000.0,-43850000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79230000.0,69732000.0,101963000.0,100303000.0,0.0,0.0,97175000.0,5000000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,650000.0,-650000.0,802000.0,123000000.0,-121142000.0,0.0,11025000.0,810000.0,-50000.0,45950000.0,-5680000.0,0.0,0.0,0.0,0.0,-458000.0
,netCashUsedForInvestingActivites,-19539000.0,-21067000.0,-21548000.0,-95921000.0,-31074000.0,-88592000.0,-195568000.0,-16590000.0,-12306000.0,11762000.0,-51498000.0,-12753000.0,-45603000.0,18807000.0,-64838000.0,-4033000.0,-2489000.0,-458000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-272588000.0,0.0,-14000000.0,-150000000.0,0.0,-10000000.0,-45163000.0,-3653000.0,-1010000.0,-200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,27967000.0,15000000.0,0.0,0.0,114798000.0,0.0,0.0,0.0,0.0,0.0,342000.0,31582000.0,93115000.0,41702000.0,24227000.0,0.0
,commonStockRepurchased,-2527000.0,-9444000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10111000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15494000.0,0.0,0.0,0.0
,otherFinancingActivites,-11955000.0,0.0,0.0,-5706000.0,-342000.0,-2048000.0,-3677000.0,-1387000.0,-199000.0,0.0,-768000.0,0.0,-40000.0,-609000.0,0.0,-1047000.0,-82000.0,4575000.0
,netCashUsedProvidedByFinancingActivities,-43684000.0,-8368000.0,29161000.0,110295000.0,3000.0,-1804000.0,216059000.0,41785000.0,-1209000.0,-224000.0,-768000.0,0.0,302000.0,30973000.0,67510000.0,65674000.0,21778000.0,4575000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
