date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,revenue,3152000000.0,3088000000.0,3018000000.0,2973000000.0,4161000000.0,7386000000.0,9174000000.0,9484000000.0,9196000000.0,9142000000.0,9576000000.0,11556000000.0,12674000000.0,6377000000.0,3882000000.0,2891700000.0,2613900000.0,2434300000.0,2673900000.0,2820100000.0,1229513000.0,648236000.0,1089600000.0,4174600000.0,528903000.0,1990100000.0,243000000.0,271300000.0,209700000.0
,costOfRevenue,781000000.0,855000000.0,818000000.0,832000000.0,893000000.0,963000000.0,1139000000.0,1109000000.0,1123000000.0,6956000000.0,5119000000.0,5140000000.0,5355000000.0,2781000000.0,2155000000.0,1720600000.0,1726300000.0,1610400000.0,1494200000.0,1603300000.0,803130000.0,476923000.0,484400000.0,3355200000.0,351569000.0,1320800000.0,179300000.0,212900000.0,158200000.0
,grossProfit,2371000000.0,2233000000.0,2200000000.0,2141000000.0,3268000000.0,6423000000.0,8035000000.0,8375000000.0,8073000000.0,2186000000.0,4457000000.0,6416000000.0,7319000000.0,3596000000.0,1727000000.0,1171100000.0,887600000.0,823900000.0,1179700000.0,1216800000.0,426383000.0,171313000.0,605200000.0,819400000.0,177334000.0,669300000.0,63700000.0,58400000.0,51500000.0
,grossProfitRatio,0.752220812182741,0.723121761658031,0.728959575878065,0.720147998654558,0.785388127853881,0.86961819658814,0.875844778722477,0.883066216786166,0.8778816876903,0.239116167140669,0.465434419381788,0.555209415022499,0.577481458103203,0.563901521091422,0.444873776403916,0.404986686032438,0.339569226060676,0.338454586534117,0.441190770036277,0.431474061203503,0.34679015187314,0.264275665035573,0.555433186490455,0.196282278541657,0.335286432483839,0.336314758052359,0.262139917695473,0.215259859933653,0.245588936576061
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,183000000.0,193000000.0,188000000.0,156000000.0,172000000.0,193000000.0,234000000.0,286000000.0,282000000.0,288000000.0,247000000.0,209000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-27000000.0,181000000.0,46000000.0,4000000.0,43000000.0,60000000.0,22000000.0,-28000000.0,-50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,2183000000.0,2333000000.0,1987000000.0,1544000000.0,2047000000.0,3148000000.0,5344000000.0,6077000000.0,6388000000.0,1737000000.0,2591000000.0,1664000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,2964000000.0,3188000000.0,2805000000.0,2376000000.0,2940000000.0,4111000000.0,6483000000.0,7186000000.0,7511000000.0,8693000000.0,7710000000.0,6804000000.0,7317000000.0,3138000000.0,2241000000.0,2172200000.0,2286000000.0,2194600000.0,4983800000.0,2270100000.0,1114181000.0,599392000.0,629300000.0,3877400000.0,421289000.0,1801200000.0,222100000.0,247100000.0,202500000.0
,interestExpense,575000000.0,660000000.0,620000000.0,491000000.0,409000000.0,432000000.0,483000000.0,584000000.0,723000000.0,621000000.0,567000000.0,484000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,996000000.0,1042000000.0,930000000.0,832000000.0,893000000.0,948000000.0,1124000000.0,1094000000.0,1081000000.0,1449000000.0,1589000000.0,1464000000.0,1436000000.0,499000000.0,401000000.0,405800000.0,524600000.0,508200000.0,500300000.0,625000000.0,268910000.0,105766000.0,116900000.0,326000000.0,46587000.0,298700000.0,24500000.0,21000000.0,28100000.0
,EBITDA,1184000000.0,942000000.0,1143000000.0,1429000000.0,2114000000.0,4223000000.0,3815000000.0,3392000000.0,2766000000.0,1898000000.0,3455000000.0,6216000000.0,6793000000.0,3738000000.0,2042000000.0,1125300000.0,852500000.0,747900000.0,-1809600000.0,1175000000.0,384242000.0,154610000.0,577200000.0,623200000.0,154201000.0,487600000.0,45400000.0,45200000.0,35300000.0
